Rk,Tkl-Tack,TklW-Tack,Def3rd-Tack,Mid3rd-Tack,Att3rd-Tack,Tkl-Chal,Att-Chal,Tkl%-Chal,Lost-Chal,Blocks-Bloc,Sh-Tack-Bloc,Pass-Tack-Bloc,Int,Tkl+Int,Clr,Err
2495,17,11,6,5,6,11,23,47.8,12,14,3,11,12,29,5,0
2496,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,1
2497,1,1,0,1,0,1,2,50,1,3,0,3,0,1,0,0
2498,55,35,24,24,7,24,34,70.6,10,26,6,20,23,78,47,0
2499,6,2,4,0,2,3,7,42.9,4,3,1,2,3,9,6,0
2500,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2501,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2502,1,1,1,0,0,1,2,50,1,0,0,0,0,1,19,2
2503,17,8,2,13,2,8,17,47.1,9,8,1,7,7,24,0,0
2504,47,23,18,20,9,19,46,41.3,27,32,11,21,35,82,31,0
2505,53,27,27,20,6,28,42,66.7,14,42,13,29,30,83,64,0
2506,2,0,2,0,0,1,1,100,0,0,0,0,0,2,2,0
2507,12,6,6,4,2,6,8,75,2,2,0,2,2,14,7,0
2508,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2509,55,33,25,26,4,22,41,53.7,19,41,7,34,37,92,35,1
2510,33,19,14,18,1,15,31,48.4,16,19,7,12,12,45,10,1
2511,16,9,8,7,1,9,11,81.8,2,17,10,7,8,24,55,1
2512,0,0,0,0,0,0,1,0,1,0,0,0,0,0,17,0
2513,12,10,4,4,4,5,11,45.5,6,9,1,8,3,15,11,0
2514,3,2,1,1,1,2,9,22.2,7,2,0,2,3,6,3,0
2515,47,27,26,17,4,24,42,57.1,18,36,25,11,25,72,90,1
2516,3,2,0,1,2,1,6,16.7,5,4,0,4,2,5,5,0
2517,4,4,2,2,0,1,3,33.3,2,4,0,4,2,6,0,0
2518,36,23,28,8,0,18,25,72,7,32,24,8,26,62,92,1
2519,14,7,7,7,0,4,20,20,16,18,1,17,15,29,10,1
2520,38,26,23,9,6,16,25,64,9,18,7,11,16,54,31,1
2521,109,71,61,39,9,56,84,66.7,28,63,9,54,62,171,65,2
2522,1,1,1,0,0,1,1,100,0,1,0,1,2,3,0,0
2523,28,17,11,10,7,5,35,14.3,30,21,1,20,21,49,18,0
2524,1,1,1,0,0,1,3,33.3,2,1,0,1,2,3,3,0
2525,24,12,9,12,3,12,32,37.5,20,14,4,10,7,31,10,1
2526,3,1,0,1,2,1,3,33.3,2,4,0,4,1,4,7,0
2527,29,19,10,15,4,11,37,29.7,26,19,4,15,14,43,28,0
2528,0,0,0,0,0,0,2,0,2,0,0,0,3,3,8,3
2529,28,18,16,7,5,17,34,50,17,11,5,6,19,47,33,1
2530,20,9,8,10,2,11,16,68.8,5,10,2,8,5,25,9,1
2531,1,0,1,0,0,1,2,50,1,0,0,0,0,1,22,2
2532,57,30,27,22,8,17,56,30.4,39,37,3,34,22,79,32,0
2533,12,10,3,6,3,1,7,14.3,6,21,2,19,3,15,4,0
2534,22,12,14,5,3,12,26,46.2,14,30,3,27,26,48,61,0
2535,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2536,31,19,7,20,4,12,51,23.5,39,31,4,27,25,56,41,0
2537,9,4,4,4,1,3,9,33.3,6,3,0,3,1,10,2,0
2538,66,32,27,33,6,28,65,43.1,37,34,13,21,52,118,98,1
2539,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2540,4,1,1,2,1,2,2,100,0,3,0,3,1,5,7,0
2541,15,5,5,8,2,4,9,44.4,5,22,16,6,34,49,95,0
2542,19,13,10,8,1,8,17,47.1,9,13,1,12,14,33,18,0
2543,56,35,30,17,9,32,65,49.2,33,21,7,14,34,90,60,1
2544,57,33,28,25,4,22,60,36.7,38,35,8,27,50,107,20,1
2545,28,17,21,6,1,16,21,76.2,5,15,5,10,23,51,34,0
2546,47,30,32,12,3,26,42,61.9,16,44,27,17,32,79,115,1
2547,0,0,0,0,0,0,1,0,1,4,1,3,0,0,3,0
2548,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
2549,2,1,1,1,0,1,4,25,3,0,0,0,0,2,2,0
2550,13,9,7,6,0,7,8,87.5,1,7,3,4,14,27,14,0
2551,28,19,14,13,1,15,38,39.5,23,24,5,19,51,79,25,0
2552,37,27,22,13,2,20,26,76.9,6,19,6,13,31,68,43,0
2553,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
2554,21,10,7,12,2,12,18,66.7,6,7,0,7,11,32,10,2
2555,28,16,18,10,0,12,17,70.6,5,27,17,10,36,64,122,2
2556,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2557,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2558,20,16,10,10,0,9,16,56.3,7,7,0,7,13,33,14,0
2559,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
2560,16,7,6,9,1,7,20,35,13,10,0,10,8,24,6,0
2561,24,11,15,5,4,17,33,51.5,16,13,3,10,11,35,25,0
2562,4,1,0,3,1,3,8,37.5,5,4,1,3,1,5,1,0
2563,19,12,13,5,1,6,16,37.5,10,12,7,5,19,38,42,0
2564,23,10,3,11,9,10,23,43.5,13,12,0,12,12,35,3,0
2565,3,1,0,3,0,1,1,100,0,0,0,0,0,3,0,0
2566,30,17,11,15,4,9,23,39.1,14,32,6,26,9,39,16,2
2567,23,15,6,14,3,9,33,27.3,24,28,2,26,10,33,14,0
2568,1,1,1,0,0,1,1,100,0,2,2,0,0,1,6,0
2569,10,5,5,5,0,4,10,40,6,6,0,6,5,15,1,1
2570,96,63,55,32,9,59,114,51.8,55,39,13,26,27,123,65,1
2571,5,3,3,2,0,2,3,66.7,1,3,3,0,11,16,27,1
2572,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,2
2573,13,8,10,3,0,8,11,72.7,3,15,13,2,9,22,49,0
2574,4,4,1,2,1,2,9,22.2,7,8,1,7,2,6,1,0
2575,8,3,3,5,0,3,11,27.3,8,7,2,5,7,15,3,0
2576,8,4,2,4,2,5,12,41.7,7,11,2,9,10,18,15,0
2577,61,39,34,23,4,30,50,60,20,35,23,12,33,94,60,2
2578,5,2,3,1,1,2,3,66.7,1,2,0,2,4,9,17,0
2579,13,6,5,6,2,7,19,36.8,12,6,2,4,8,21,15,0
2580,43,26,16,16,11,22,48,45.8,26,25,1,24,15,58,29,2
2581,74,47,34,30,10,42,91,46.2,49,46,5,41,31,105,30,0
2582,61,29,20,33,8,25,82,30.5,57,32,4,28,16,77,11,0
2583,8,5,2,4,2,2,10,20,8,8,1,7,1,9,14,0
2584,9,4,7,2,0,3,9,33.3,6,6,4,2,7,16,37,1
2585,5,2,0,3,2,1,5,20,4,2,0,2,2,7,6,0
2586,29,23,21,7,1,18,24,75,6,16,12,4,28,57,49,0
2587,23,12,7,9,7,10,17,58.8,7,10,1,9,4,27,5,0
2588,5,3,1,1,3,2,3,66.7,1,2,0,2,2,7,0,0
2589,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2590,4,3,1,3,0,3,13,23.1,10,4,0,4,0,4,0,0
2591,20,13,11,6,3,8,16,50,8,10,5,5,17,37,39,0
2592,39,15,15,16,8,16,54,29.6,38,31,9,22,28,67,34,0
2593,33,17,26,6,1,18,32,56.3,14,27,15,12,10,43,61,5
2594,4,4,2,1,1,2,4,50,2,5,3,2,1,5,3,0
2595,2,2,0,1,1,0,1,0,1,0,0,0,1,3,5,0
2596,1,1,1,0,0,0,1,0,1,2,0,2,4,5,3,0
2597,3,2,0,2,1,0,2,0,2,2,0,2,0,3,0,0
2598,1,1,1,0,0,1,2,50,1,0,0,0,0,1,8,1
2599,17,12,5,9,3,8,27,29.6,19,30,3,27,10,27,15,0
2600,22,11,6,14,2,10,20,50,10,7,3,4,10,32,19,0
2601,20,7,4,10,6,7,17,41.2,10,14,1,13,4,24,15,0
2602,6,3,3,3,0,5,7,71.4,2,4,3,1,1,7,9,0
2603,25,18,19,5,1,17,33,51.5,16,31,20,11,43,68,156,0
2604,8,7,4,4,0,2,4,50,2,0,0,0,1,9,1,0
2605,28,19,13,9,6,13,40,32.5,27,15,4,11,19,47,13,1
2606,52,29,24,21,7,20,59,33.9,39,40,5,35,52,104,41,0
2607,14,8,7,6,1,9,19,47.4,10,13,5,8,9,23,31,0
2608,50,31,15,31,4,20,50,40,30,21,5,16,28,78,43,0
2609,35,17,24,10,1,20,32,62.5,12,27,15,12,29,64,72,1
2610,58,25,31,21,6,31,71,43.7,40,31,9,22,42,100,38,0
2611,34,18,28,5,1,24,45,53.3,21,16,9,7,23,57,35,0
2612,41,26,26,14,1,24,37,64.9,13,15,4,11,25,66,39,1
2613,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2614,65,45,47,17,1,33,47,70.2,14,75,61,14,48,113,186,4
2615,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1
2616,16,9,9,7,0,9,14,64.3,5,6,2,4,9,25,14,0
2617,21,14,10,7,4,8,18,44.4,10,15,5,10,9,30,33,1
2618,45,26,31,11,3,26,44,59.1,18,42,20,22,58,103,95,2
2619,3,1,1,2,0,1,5,20,4,0,0,0,2,5,0,0
2620,1,1,0,1,0,0,1,0,1,2,1,1,2,3,2,0
2621,86,45,33,49,4,29,55,52.7,26,39,7,32,101,187,34,0
2622,2,1,1,1,0,0,0,,0,0,0,0,1,3,2,0
2623,5,5,0,3,2,1,4,25,3,3,0,3,0,5,1,0
2624,13,9,5,7,1,6,17,35.3,11,13,0,13,6,19,9,0
2625,48,27,35,9,4,27,43,62.8,16,17,4,13,26,74,45,0
2626,17,11,6,7,4,13,31,41.9,18,9,0,9,10,27,6,0
2627,42,27,30,9,3,24,37,64.9,13,10,2,8,26,68,42,0
2628,1,1,1,0,0,1,1,100,0,1,0,1,0,1,0,1
2629,0,0,0,0,0,0,1,0,1,0,0,0,1,1,13,5
2630,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2631,0,0,0,0,0,0,4,0,4,0,0,0,2,2,20,1
2632,55,33,22,16,17,25,43,58.1,18,29,3,26,18,73,17,0
2633,8,5,3,3,2,4,7,57.1,3,7,0,7,4,12,5,0
2634,6,4,4,1,1,5,7,71.4,2,6,2,4,5,11,5,1
2635,11,5,4,6,1,5,14,35.7,9,19,9,10,5,16,22,0
2636,10,5,4,5,1,3,13,23.1,10,4,0,4,3,13,1,0
2637,3,2,3,0,0,2,6,33.3,4,1,0,1,0,3,0,0
2638,33,19,26,3,4,14,31,45.2,17,29,16,13,42,75,69,0
2639,24,16,6,12,6,8,23,34.8,15,23,2,21,10,34,11,0
2640,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2641,13,8,5,8,0,6,14,42.9,8,9,0,9,10,23,8,0
2642,50,31,33,13,4,28,65,43.1,37,35,14,21,40,90,55,0
2643,49,37,28,21,0,30,57,52.6,27,35,19,16,44,93,126,0
2644,64,31,18,27,19,30,93,32.3,63,56,4,52,29,93,16,1
2645,2,0,0,2,0,1,2,50,1,3,0,3,4,6,0,0
2646,1,0,1,0,0,0,1,0,1,2,2,0,2,3,3,0
2647,46,26,15,23,8,28,56,50,28,37,12,25,25,71,39,0
2648,21,12,17,4,0,8,15,53.3,7,9,7,2,9,30,30,0
2649,6,5,0,5,1,1,4,25,3,5,0,5,5,11,5,0
2650,33,19,11,18,4,17,35,48.6,18,31,11,20,28,61,19,0
2651,7,3,1,3,3,3,4,75,1,4,0,4,3,10,2,0
2652,6,3,1,4,1,2,2,100,0,1,0,1,0,6,1,0
2653,74,38,23,45,6,42,100,42,58,47,13,34,21,95,41,3
2654,18,14,11,7,0,10,11,90.9,1,23,5,18,15,33,54,0
2655,4,3,1,2,1,2,3,66.7,1,3,1,2,0,4,3,0
2656,2,1,0,1,1,0,1,0,1,5,1,4,2,4,1,0
2657,43,26,17,18,8,19,42,45.2,23,33,4,29,12,55,26,0
2658,1,1,1,0,0,0,3,0,3,3,2,1,1,2,4,1
2659,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2660,59,37,43,15,1,39,60,65,21,45,21,24,51,110,130,2
2661,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2662,13,7,4,6,3,4,21,19,17,26,0,26,20,33,5,0
2663,11,5,1,9,1,7,17,41.2,10,5,1,4,9,20,10,0
2664,18,10,12,4,2,13,20,65,7,12,5,7,12,30,41,0
2665,38,15,12,15,11,24,39,61.5,15,23,11,12,26,64,35,0
2666,15,11,6,7,2,6,17,35.3,11,12,3,9,6,21,42,1
2667,8,4,0,7,1,0,6,0,6,3,0,3,4,12,1,0
2668,35,17,19,13,3,21,32,65.6,11,22,3,19,24,59,64,2
2669,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
2670,8,3,6,2,0,6,8,75,2,8,8,0,4,12,18,0
2671,73,44,36,34,3,18,26,69.2,8,37,23,14,45,118,84,1
2672,54,37,23,25,6,21,41,51.2,20,26,8,18,34,88,19,0
2673,17,9,11,4,2,6,13,46.2,7,14,8,6,19,36,28,2
2674,33,21,5,20,8,12,38,31.6,26,16,2,14,14,47,44,1
2675,2,1,1,0,1,1,2,50,1,0,0,0,0,2,1,0
2676,37,29,13,21,3,18,40,45,22,18,1,17,26,63,18,0
2677,31,21,18,11,2,16,29,55.2,13,14,9,5,12,43,69,0
2678,2,2,0,1,1,0,3,0,3,2,0,2,0,2,1,0
2679,10,5,3,4,3,3,7,42.9,4,12,3,9,6,16,7,0
2680,22,12,8,7,7,8,25,32,17,10,1,9,6,28,4,0
2681,32,19,23,7,2,18,25,72,7,32,23,9,19,51,105,2
2682,7,4,3,1,3,3,15,20,12,8,0,8,8,15,4,0
2683,71,40,25,38,8,29,57,50.9,28,32,11,21,47,118,55,0
2684,4,1,1,3,0,4,5,80,1,4,2,2,17,21,30,0
2685,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2686,12,4,3,8,1,5,11,45.5,6,6,1,5,4,16,6,0
2687,12,9,8,3,1,4,17,23.5,13,10,3,7,5,17,19,0
2688,42,25,15,22,5,10,34,29.4,24,30,6,24,35,77,55,0
2689,5,2,1,3,1,1,3,33.3,2,3,1,2,3,8,8,0
2690,31,17,15,6,10,15,40,37.5,25,28,2,26,14,45,6,1
2691,8,3,6,0,2,3,7,42.9,4,4,1,3,2,10,1,0
2692,4,2,0,3,1,3,5,60,2,2,0,2,4,8,3,1
2693,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2694,3,3,0,1,2,1,2,50,1,0,0,0,0,3,1,0
2695,43,26,18,23,2,10,39,25.6,29,29,5,24,25,68,11,1
2696,16,12,10,4,2,2,13,15.4,11,11,4,7,15,31,30,0
2697,63,36,25,26,12,41,59,69.5,18,29,8,21,37,100,81,1
2698,28,17,16,11,1,13,28,46.4,15,25,17,8,44,72,122,1
2699,0,0,0,0,0,0,1,0,1,0,0,0,1,1,13,2
2700,25,18,16,8,1,12,22,54.5,10,13,4,9,23,48,17,0
2701,42,24,14,18,10,15,50,30,35,26,1,25,13,55,11,0
2702,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2703,45,25,16,18,11,23,66,34.8,43,19,3,16,13,58,17,0
2704,2,1,2,0,0,2,2,100,0,0,0,0,2,4,0,0
2705,49,30,25,19,5,26,45,57.8,19,20,3,17,34,83,75,0
2706,28,15,9,13,6,3,19,15.8,16,17,1,16,12,40,1,1
2707,17,10,8,8,1,10,16,62.5,6,10,3,7,10,27,10,0
2708,22,12,12,5,5,12,21,57.1,9,12,1,11,10,32,11,0
2709,18,9,11,6,1,10,15,66.7,5,24,14,10,7,25,82,1
2710,34,20,12,9,13,4,31,12.9,27,33,4,29,15,49,10,0
2711,29,21,17,9,3,11,24,45.8,13,25,5,20,19,48,30,0
2712,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2713,27,12,12,8,7,12,16,75,4,6,2,4,10,37,22,2
2714,5,3,3,2,0,2,5,40,3,5,4,1,5,10,12,1
2715,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
2716,3,2,1,1,1,1,5,20,4,2,0,2,2,5,4,0
2717,0,0,0,0,0,0,4,0,4,1,0,1,2,2,2,0
2718,46,28,20,22,4,26,47,55.3,21,43,15,28,41,87,76,1
2719,5,3,3,1,1,2,9,22.2,7,3,0,3,1,6,1,0
2720,64,40,30,27,7,33,60,55,27,39,6,33,27,91,42,0
2721,23,14,11,10,2,12,18,66.7,6,20,7,13,31,54,29,1
2722,3,1,0,1,2,0,1,0,1,4,1,3,2,5,1,0
2723,13,9,5,5,3,9,19,47.4,10,7,2,5,4,17,2,0
2724,10,4,4,4,2,4,13,30.8,9,9,1,8,5,15,18,0
2725,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2726,0,0,0,0,0,0,1,0,1,4,0,4,2,2,7,0
2727,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2728,2,2,2,0,0,1,2,50,1,1,1,0,0,2,4,0
2729,37,22,2,18,17,5,42,11.9,37,25,5,20,5,42,36,0
2730,18,13,5,6,7,5,18,27.8,13,13,2,11,14,32,9,0
2731,66,42,42,21,3,24,36,66.7,12,20,10,10,32,98,71,6
2732,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2
2733,3,2,1,2,0,2,2,100,0,2,0,2,0,3,0,0
2734,28,15,15,10,3,14,24,58.3,10,12,3,9,16,44,21,0
2735,32,20,9,14,9,15,49,30.6,34,27,1,26,14,46,13,0
2736,7,4,6,1,0,0,2,0,2,13,1,12,10,17,7,0
2737,36,20,24,10,2,14,36,38.9,22,16,8,8,20,56,16,0
2738,1,1,1,0,0,1,2,50,1,0,0,0,0,1,1,0
2739,102,53,46,51,5,44,105,41.9,61,56,10,46,39,141,43,0
2740,3,2,3,0,0,1,1,100,0,0,0,0,0,3,1,0
2741,8,6,4,3,1,4,9,44.4,5,6,3,3,6,14,19,1
2742,31,19,18,12,1,13,24,54.2,11,34,26,8,31,62,173,1
2743,7,5,7,0,0,5,6,83.3,1,9,8,1,6,13,16,0
2744,8,2,1,4,3,4,13,30.8,9,7,0,7,0,8,4,0
2745,2,1,1,1,0,0,1,0,1,0,0,0,0,2,1,0
2746,36,16,11,16,9,12,31,38.7,19,23,5,18,24,60,12,0
2747,16,10,11,5,0,11,16,68.8,5,21,14,7,31,47,109,0
2748,35,19,10,19,6,15,23,65.2,8,17,4,13,13,48,12,0
2749,18,6,12,5,1,8,14,57.1,6,19,14,5,23,41,42,0
2750,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2751,28,19,21,6,1,10,22,45.5,12,18,9,9,18,46,82,1
2752,6,5,0,4,2,1,7,14.3,6,9,0,9,1,7,17,0
2753,28,21,7,14,7,11,30,36.7,19,9,1,8,16,44,13,0
2754,31,17,12,15,4,15,42,35.7,27,15,2,13,25,56,31,1
2755,79,46,44,32,3,48,75,64,27,32,10,22,42,121,85,0
2756,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2757,46,27,10,31,5,16,41,39,25,24,5,19,38,84,30,0
2758,24,13,10,8,6,10,22,45.5,12,16,3,13,9,33,19,0
2759,34,24,12,13,9,14,28,50,14,20,7,13,36,70,34,0
2760,43,22,24,9,10,17,35,48.6,18,25,7,18,20,63,41,1
2761,7,5,2,3,2,3,9,33.3,6,10,1,9,4,11,7,0
2762,5,4,0,4,1,3,12,25,9,2,0,2,4,9,1,0
2763,23,15,4,17,2,10,16,62.5,6,18,5,13,11,34,18,1
2764,74,48,47,21,6,21,53,39.6,32,46,16,30,45,119,89,0
2765,4,4,3,1,0,0,1,0,1,4,1,3,2,6,8,0
2766,26,11,11,9,6,8,42,19,34,31,13,18,19,45,22,0
2767,25,10,13,10,2,14,24,58.3,10,13,4,9,5,30,27,0
2768,11,4,8,2,1,9,20,45,11,17,2,15,18,29,8,0
2769,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
2770,12,8,5,2,5,9,20,45,11,4,0,4,3,15,1,0
2771,19,9,15,4,0,8,16,50,8,20,14,6,13,32,59,1
2772,34,25,20,12,2,15,39,38.5,24,12,1,11,27,61,22,1
2773,2,2,2,0,0,0,0,,0,2,2,0,0,2,2,0
2774,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
2775,60,40,16,30,14,32,64,50,32,36,10,26,18,78,14,2
2776,7,5,1,4,2,4,9,44.4,5,7,0,7,0,7,5,0
2777,4,2,3,1,0,2,7,28.6,5,2,0,2,1,5,0,0
2778,7,2,4,3,0,5,6,83.3,1,10,5,5,4,11,19,0
2779,27,14,7,18,2,11,31,35.5,20,16,5,11,20,47,34,2
2780,15,10,12,3,0,8,15,53.3,7,10,8,2,7,22,36,0
2781,41,29,28,12,1,26,41,63.4,15,41,25,16,36,77,105,1
2782,1,1,1,0,0,1,1,100,0,1,0,1,1,2,21,1
2783,31,25,17,9,5,19,39,48.7,20,19,6,13,25,56,35,2
2784,26,10,16,9,1,9,26,34.6,17,13,5,8,7,33,7,1
2785,83,47,49,25,9,39,77,50.6,38,32,14,18,58,141,79,0
2786,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2787,,6,,,,,,,,,,,5,,,
2788,32,23,25,7,0,24,34,70.6,10,31,22,9,37,69,119,1
2789,1,1,0,1,0,0,3,0,3,0,0,0,1,2,1,0
2790,12,7,5,7,0,6,13,46.2,7,2,0,2,2,14,5,0
2791,7,5,2,5,0,4,9,44.4,5,2,1,1,3,10,8,0
2792,16,6,7,8,1,7,21,33.3,14,10,2,8,8,24,17,0
2793,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2794,4,3,2,1,1,1,2,50,1,3,1,2,1,5,7,0
2795,5,3,4,1,0,2,5,40,3,4,1,3,1,6,1,0
2796,46,30,27,14,5,29,59,49.2,30,26,3,23,25,71,33,0
2797,2,2,1,1,0,1,2,50,1,1,1,0,0,2,1,0
2798,28,16,16,9,3,15,24,62.5,9,28,25,3,29,57,69,1
2799,3,2,1,1,1,2,5,40,3,3,0,3,1,4,1,0
2800,32,21,24,7,1,17,24,70.8,7,20,15,5,26,58,107,1
2801,5,0,0,2,3,2,11,18.2,9,6,2,4,1,6,16,0
2802,0,0,0,0,0,0,4,0,4,3,0,3,0,0,7,0
2803,11,7,4,6,1,5,20,25,15,4,0,4,2,13,1,0
2804,14,9,8,3,3,6,14,42.9,8,9,2,7,2,16,7,0
2805,21,12,15,6,0,11,21,52.4,10,18,7,11,13,34,101,1
2806,38,23,23,11,4,20,36,55.6,16,27,8,19,20,58,51,0
2807,24,10,2,18,4,6,31,19.4,25,20,0,20,3,27,9,0
2808,1,1,0,0,1,1,1,100,0,0,0,0,0,1,0,0
2809,34,13,14,16,4,14,26,53.8,12,19,7,12,13,47,16,0
2810,38,29,22,16,0,12,17,70.6,5,17,8,9,32,70,52,0
2811,27,17,14,12,1,12,20,60,8,10,1,9,12,39,30,0
2812,3,2,2,1,0,0,1,0,1,2,0,2,2,5,1,0
2813,12,7,3,4,5,3,7,42.9,4,5,1,4,0,12,9,0
2814,83,49,37,38,8,50,113,44.2,63,51,5,46,54,137,32,1
2815,4,2,2,0,2,1,5,20,4,3,0,3,5,9,2,0
2816,9,1,3,5,1,5,13,38.5,8,5,0,5,8,17,3,0
2817,15,6,7,7,1,8,17,47.1,9,14,4,10,14,29,16,1
2818,57,33,28,21,8,26,38,68.4,12,29,8,21,37,94,53,1
2819,9,5,7,2,0,3,5,60,2,5,2,3,7,16,14,0
2820,49,36,25,18,6,14,20,70,6,24,14,10,34,83,41,2
2821,2,2,0,2,0,1,1,100,0,0,0,0,0,2,0,0
2822,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2823,44,26,30,11,3,30,57,52.6,27,24,11,13,32,76,107,1
2824,41,24,12,24,5,19,70,27.1,51,43,15,28,40,81,45,1
2825,1,1,0,1,0,0,0,,0,2,0,2,0,1,0,0
2826,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
2827,23,13,6,14,3,8,31,25.8,23,13,2,11,13,36,19,0
2828,17,13,2,7,8,2,15,13.3,13,25,3,22,12,29,27,0
2829,19,7,8,8,3,10,20,50,10,16,1,15,10,29,7,0
2830,26,8,17,7,2,13,20,65,7,25,17,8,17,43,66,2
2831,17,9,3,9,5,6,19,31.6,13,16,5,11,6,23,13,0
2832,13,7,3,3,7,7,17,41.2,10,10,3,7,2,15,11,1
2833,1,1,1,0,0,1,2,50,1,2,0,2,1,2,1,1
2834,14,7,2,8,4,3,10,30,7,18,2,16,5,19,18,0
2835,8,4,3,3,2,2,20,10,18,9,0,9,2,10,4,0
2836,21,12,8,12,1,10,31,32.3,21,21,9,12,30,51,16,1
2837,44,23,30,8,6,28,45,62.2,17,42,24,18,42,86,102,0
2838,60,28,32,20,8,36,61,59,25,44,16,28,43,103,59,2
2839,15,9,2,12,1,11,19,57.9,8,13,3,10,9,24,7,0
2840,30,15,18,10,2,15,26,57.7,11,15,3,12,14,44,42,0
2841,55,37,35,18,2,36,64,56.3,28,26,6,20,44,99,50,0
2842,14,5,1,6,7,5,17,29.4,12,18,3,15,3,17,20,0
2843,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2844,20,10,6,11,3,10,31,32.3,21,18,2,16,5,25,9,0
2845,64,37,30,28,6,29,68,42.6,39,37,6,31,21,85,10,1
2846,9,8,1,5,3,1,4,25,3,7,2,5,3,12,10,0
2847,53,31,13,31,9,22,61,36.1,39,30,1,29,27,80,13,0
2848,10,6,1,7,2,1,4,25,3,8,3,5,6,16,13,0
2849,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2850,15,10,4,9,2,8,21,38.1,13,14,3,11,16,31,10,2
2851,7,2,7,0,0,5,6,83.3,1,4,1,3,8,15,21,0
2852,25,10,6,16,3,10,28,35.7,18,12,1,11,13,38,4,0
2853,12,6,5,4,3,1,16,6.3,15,12,5,7,8,20,6,0
2854,42,27,12,23,7,18,30,60,12,24,9,15,27,69,38,0
2855,23,12,4,13,6,10,20,50,10,10,0,10,2,25,1,0
2856,26,10,13,9,4,12,24,50,12,14,1,13,13,39,8,0
2857,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2858,15,9,6,7,2,5,15,33.3,10,8,1,7,7,22,11,0
2859,7,5,0,3,4,3,10,30,7,13,4,9,0,7,3,0
2860,2,0,1,1,0,1,2,50,1,5,2,3,2,4,9,0
2861,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
2862,29,11,20,8,1,11,18,61.1,7,21,14,7,21,50,40,1
2863,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2864,47,27,18,24,5,27,56,48.2,29,23,3,20,24,71,26,1
2865,32,18,16,12,4,16,41,39,25,21,6,15,21,53,31,0
2866,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2867,4,2,2,2,0,2,8,25,6,4,2,2,0,4,2,0
2868,10,5,3,6,1,1,9,11.1,8,4,0,4,2,12,1,0
2869,14,7,5,7,2,9,19,47.4,10,22,1,21,1,15,7,0
2870,1,0,0,1,0,1,1,100,0,1,0,1,0,1,0,0
2871,7,2,0,2,5,2,17,11.8,15,8,1,7,2,9,11,0
2872,9,8,6,2,1,5,5,100,0,7,5,2,5,14,17,0
2873,4,1,2,1,1,2,3,66.7,1,2,1,1,2,6,6,0
2874,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
2875,17,10,8,9,0,8,15,53.3,7,27,20,7,28,45,72,1
2876,18,6,9,6,3,11,16,68.8,5,10,4,6,13,31,25,1
2877,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2878,48,26,21,25,2,14,34,41.2,20,11,3,8,17,65,13,0
2879,3,1,1,0,2,1,2,50,1,1,0,1,4,7,0,0
