Rk,Tkl-Tack,TklW-Tack,Def3rd-Tack,Mid3rd-Tack,Att3rd-Tack,Tkl-Chal,Att-Chal,Tkl%-Chal,Lost-Chal,Blocks-Bloc,Sh-Tack-Bloc,Pass-Tack-Bloc,Int,Tkl+Int,Clr,Err
1,64,44,49,15,0,37,55,67.3,18,39,19,20,28,92,96,1
2,48,27,34,14,0,16,32,50,16,50,25,25,68,116,104,0
3,43,23,25,16,2,20,57,35.1,37,18,1,17,42,85,15,0
4,110,60,44,53,13,71,166,42.8,95,58,1,57,55,165,13,0
5,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0
6,11,7,4,5,2,2,10,20,8,12,1,11,4,15,8,0
7,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0
8,27,13,7,14,6,9,22,40.9,13,17,3,14,5,32,27,0
9,6,3,3,3,0,2,4,50,2,6,5,1,5,11,37,1
10,25,12,15,9,1,12,19,63.2,7,37,28,9,34,59,92,0
11,2,0,0,1,1,1,4,25,3,3,0,3,0,2,1,0
12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
13,50,29,27,14,9,30,46,65.2,16,22,5,17,14,64,25,1
14,13,6,5,5,3,2,16,12.5,14,18,2,16,8,21,18,0
15,23,7,5,16,2,7,25,28,18,24,1,23,16,39,19,2
16,8,6,3,4,1,3,11,27.3,8,4,0,4,1,9,2,0
17,15,11,5,8,2,8,16,50,8,0,0,0,11,26,6,0
18,27,14,10,14,3,8,15,53.3,7,26,2,24,11,38,12,0
19,43,27,22,14,7,19,68,27.9,49,33,3,30,37,80,11,2
20,14,5,5,8,1,6,11,54.5,5,4,1,3,6,20,3,0
21,10,3,1,6,3,4,7,57.1,3,4,0,4,3,13,0,0
22,34,22,17,11,6,18,37,48.6,19,20,3,17,25,59,38,0
23,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
24,51,31,24,20,7,23,45,51.1,22,30,9,21,52,103,27,1
25,44,26,13,26,5,7,20,35,13,22,0,22,8,52,6,0
26,27,18,16,11,0,14,24,58.3,10,24,14,10,24,51,127,1
27,1,1,0,0,1,0,2,0,2,0,0,0,0,1,0,0
28,78,53,39,32,7,43,68,63.2,25,19,4,15,44,122,57,0
29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
30,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0
31,38,26,27,9,2,20,31,64.5,11,16,8,8,22,60,44,0
32,16,9,4,9,3,5,19,26.3,14,8,1,7,19,35,7,0
33,39,26,28,10,1,17,31,54.8,14,23,13,10,38,77,96,3
34,27,19,11,10,6,15,23,65.2,8,17,3,14,28,55,30,0
35,64,36,46,15,3,22,44,50,22,24,2,22,22,86,39,1
36,29,18,21,6,2,13,21,61.9,8,19,11,8,26,55,74,0
37,36,25,5,19,12,7,40,17.5,33,28,3,25,8,44,31,1
38,33,23,20,11,2,22,32,68.8,10,26,15,11,35,68,58,0
39,43,31,26,15,2,21,37,56.8,16,26,7,19,51,94,61,0
40,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0
41,16,9,7,8,1,6,8,75,2,7,5,2,8,24,23,0
42,2,0,0,1,1,0,0,,0,0,0,0,0,2,0,0
43,2,0,0,2,0,0,1,0,1,2,0,2,0,2,0,0
44,14,9,5,7,2,8,12,66.7,4,6,0,6,11,25,6,0
45,17,10,7,9,1,7,12,58.3,5,4,2,2,2,19,6,0
46,33,19,16,11,6,16,28,57.1,12,32,2,30,20,53,29,2
47,23,13,15,6,2,9,19,47.4,10,26,15,11,22,45,70,1
48,7,4,3,4,0,2,5,40,3,4,0,4,1,8,4,0
49,31,20,17,10,4,10,31,32.3,21,19,7,12,30,61,31,0
50,6,5,0,2,4,2,5,40,3,5,0,5,1,7,6,0
51,47,34,12,26,9,27,47,57.4,20,26,6,20,33,80,41,1
52,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
53,29,17,8,11,10,8,52,15.4,44,32,4,28,13,42,7,0
54,26,15,20,5,1,14,18,77.8,4,24,15,9,21,47,126,1
55,31,19,16,9,6,10,47,21.3,37,15,3,12,14,45,20,0
56,9,3,2,4,3,1,5,20,4,7,0,7,6,15,1,0
57,48,29,14,24,10,10,42,23.8,32,22,2,20,26,74,13,2
58,41,20,14,24,3,22,45,48.9,23,10,2,8,13,54,14,0
59,53,34,34,17,2,34,53,64.2,19,30,18,12,35,88,153,0
60,33,15,21,10,2,15,44,34.1,29,12,0,12,8,41,17,0
61,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,1
62,27,19,11,13,3,9,48,18.8,39,21,2,19,15,42,16,0
63,40,23,19,13,8,27,60,45,33,22,4,18,43,83,40,0
64,10,5,1,4,5,5,17,29.4,12,17,1,16,8,18,0,1
65,3,1,3,0,0,3,5,60,2,1,0,1,0,3,28,1
66,74,44,28,39,7,34,105,32.4,71,40,9,31,23,97,39,1
67,18,13,8,8,2,5,18,27.8,13,11,0,11,6,24,4,0
68,14,8,10,3,1,5,17,29.4,12,22,5,17,6,20,16,0
69,7,2,3,4,0,0,4,0,4,7,2,5,6,13,10,0
70,47,29,23,17,7,11,44,25,33,14,1,13,20,67,13,0
71,41,29,20,12,9,17,36,47.2,19,29,5,24,43,84,53,0
72,39,28,18,18,3,21,26,80.8,5,17,5,12,30,69,70,0
73,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
74,24,14,15,8,1,10,18,55.6,8,21,16,5,45,69,97,0
75,30,19,13,13,4,14,26,53.8,12,10,3,7,11,41,10,2
76,10,4,4,5,1,4,7,57.1,3,2,1,1,10,20,10,0
77,16,8,10,6,0,8,15,53.3,7,4,2,2,14,30,26,0
78,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0
79,26,13,19,7,0,19,29,65.5,10,30,22,8,21,47,93,4
80,21,11,11,6,4,7,17,41.2,10,12,0,12,7,28,7,0
81,16,10,8,7,1,10,17,58.8,7,3,1,2,15,31,7,0
82,6,5,3,1,2,5,10,50,5,1,0,1,1,7,3,0
83,3,2,1,1,1,2,3,66.7,1,2,0,2,3,6,1,0
84,66,42,43,18,5,30,41,73.2,11,39,21,18,32,98,75,0
85,6,4,2,2,2,2,9,22.2,7,7,0,7,0,6,0,0
86,8,4,3,2,3,4,8,50,4,4,2,2,5,13,0,0
87,67,43,37,27,3,24,58,41.4,34,49,19,30,51,118,76,0
88,24,13,9,13,2,11,19,57.9,8,25,8,17,5,29,6,1
89,30,23,21,9,0,16,27,59.3,11,29,19,10,37,67,125,3
90,71,45,30,33,8,27,99,27.3,72,65,6,59,20,91,16,0
91,11,7,0,3,8,3,9,33.3,6,8,0,8,3,14,14,0
92,1,1,1,0,0,0,1,0,1,2,0,2,0,1,1,0
93,27,16,18,8,1,17,35,48.6,18,16,7,9,19,46,44,0
94,123,69,49,65,9,51,113,45.1,62,49,11,38,50,173,56,0
95,12,10,7,4,1,7,9,77.8,2,6,2,4,6,18,8,0
96,33,17,18,14,1,14,28,50,14,19,7,12,31,64,46,0
97,20,13,9,9,2,9,14,64.3,5,6,1,5,10,30,21,0
98,28,21,14,13,1,14,30,46.7,16,24,3,21,29,57,40,0
99,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0
100,20,9,11,7,2,10,13,76.9,3,9,1,8,6,26,10,0
101,18,11,6,6,6,5,13,38.5,8,7,1,6,4,22,6,0
102,40,26,22,15,3,19,32,59.4,13,27,16,11,32,72,116,1
103,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,1
104,23,17,5,9,9,7,18,38.9,11,19,1,18,3,26,13,0
105,21,18,7,8,6,6,26,23.1,20,12,0,12,1,22,8,0
106,46,30,9,25,12,27,54,50,27,26,1,25,20,66,5,0
107,13,6,5,5,3,5,33,15.2,28,18,1,17,17,30,4,0
108,55,34,35,18,2,28,48,58.3,20,30,13,17,27,82,74,0
109,62,37,19,32,11,20,68,29.4,48,35,5,30,32,94,18,0
110,20,15,5,9,6,8,33,24.2,25,20,2,18,8,28,19,0
111,45,25,18,21,6,22,52,42.3,30,24,4,20,33,78,21,0
112,22,14,17,5,0,9,21,42.9,12,17,10,7,27,49,105,2
113,41,23,29,12,0,21,25,84,4,37,20,17,23,64,66,1
114,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
116,3,3,2,1,0,0,2,0,2,0,0,0,0,3,2,1
117,5,3,2,1,2,4,9,44.4,5,1,0,1,1,6,1,0
118,12,5,8,3,1,4,9,44.4,5,8,4,4,5,17,10,0
119,10,4,2,2,6,0,6,0,6,13,1,12,3,13,6,0
120,27,19,15,6,6,9,23,39.1,14,10,1,9,8,35,15,0
121,17,9,1,11,5,7,30,23.3,23,13,2,11,7,24,17,0
122,37,20,19,16,2,20,50,40,30,43,15,28,37,74,55,0
123,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
124,35,20,15,16,4,19,50,38,31,17,4,13,13,48,23,1
125,9,5,2,5,2,4,7,57.1,3,4,1,3,1,10,8,0
126,14,6,6,5,3,6,13,46.2,7,6,0,6,4,18,7,0
127,11,6,3,6,2,5,19,26.3,14,14,1,13,7,18,7,0
128,93,54,50,37,6,38,89,42.7,51,31,6,25,41,134,42,0
129,0,0,0,0,0,0,1,0,1,0,0,0,1,1,6,0
130,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
131,12,8,6,4,2,4,18,22.2,14,8,1,7,12,24,6,1
132,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
133,18,6,7,11,0,9,19,47.4,10,14,7,7,15,33,15,0
134,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
135,18,9,9,8,1,11,29,37.9,18,16,7,9,19,37,15,1
136,14,7,1,5,8,4,24,16.7,20,23,2,21,11,25,19,0
137,15,10,11,3,1,5,9,55.6,4,3,1,2,11,26,19,0
138,13,6,4,5,4,4,8,50,4,14,2,12,8,21,16,0
139,29,19,17,10,2,14,25,56,11,13,2,11,32,61,21,0
140,11,5,6,4,1,3,10,30,7,12,1,11,0,11,4,0
141,2,2,0,1,1,0,5,0,5,9,1,8,2,4,4,0
142,3,1,3,0,0,3,5,60,2,0,0,0,2,5,17,2
143,36,20,22,8,6,17,29,58.6,12,19,4,15,29,65,68,1
144,1,0,0,0,1,0,3,0,3,1,0,1,0,1,0,0
145,18,14,11,3,4,8,13,61.5,5,10,3,7,5,23,21,0
146,14,9,11,2,1,4,7,57.1,3,14,7,7,11,25,25,0
147,17,7,6,7,4,7,21,33.3,14,14,2,12,13,30,15,1
148,11,7,3,6,2,1,9,11.1,8,11,2,9,2,13,29,0
149,1,1,1,0,0,1,1,100,0,0,0,0,0,1,4,0
150,47,30,20,20,7,17,31,54.8,14,33,3,30,15,62,15,0
151,20,12,14,6,0,7,15,46.7,8,20,14,6,13,33,57,0
152,74,42,46,23,5,51,97,52.6,46,46,25,21,28,102,52,1
153,6,5,4,2,0,3,5,60,2,4,2,2,1,7,10,0
154,3,1,0,2,1,0,5,0,5,2,0,2,0,3,8,0
155,51,28,18,27,6,16,35,45.7,19,32,9,23,23,74,65,1
156,57,30,31,23,3,25,43,58.1,18,19,5,14,24,81,34,1
157,4,4,2,0,2,0,3,0,3,5,0,5,1,5,5,0
158,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0
159,6,5,4,2,0,3,5,60,2,12,10,2,12,18,48,0
160,64,37,25,30,9,34,80,42.5,46,39,7,32,85,149,43,0
161,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,2
162,36,19,21,15,0,14,23,60.9,9,18,12,6,28,64,68,1
163,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
164,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
167,13,8,2,7,4,1,9,11.1,8,15,0,15,3,16,3,0
168,17,11,6,8,3,6,13,46.2,7,10,1,9,1,18,2,0
169,5,4,4,0,1,3,4,75,1,4,2,2,3,8,11,0
170,3,3,1,2,0,1,1,100,0,3,1,2,3,6,5,0
171,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
172,21,14,5,13,3,4,14,28.6,10,11,0,11,3,24,8,0
173,2,0,1,0,1,0,3,0,3,2,0,2,0,2,1,0
174,15,9,13,2,0,8,12,66.7,4,5,4,1,12,27,15,0
175,19,13,9,7,3,5,16,31.3,11,8,1,7,9,28,10,2
176,33,22,16,12,5,20,34,58.8,14,13,2,11,23,56,42,3
177,62,37,30,24,8,25,65,38.5,40,43,1,42,21,83,52,1
178,1,1,0,1,0,1,2,50,1,0,0,0,0,1,1,0
179,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
180,2,1,1,0,1,0,0,,0,2,2,0,1,3,1,0
181,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
182,8,4,1,5,2,1,10,10,9,6,0,6,4,12,6,0
183,2,1,1,0,1,1,4,25,3,2,0,2,2,4,1,0
184,33,24,15,15,3,25,43,58.1,18,27,4,23,21,54,79,0
185,9,6,9,0,0,5,14,35.7,9,11,4,7,19,28,30,0
186,45,22,25,11,9,19,31,61.3,12,24,5,19,39,84,64,0
187,18,14,5,13,0,4,9,44.4,5,6,2,4,3,21,5,0
188,1,1,0,0,1,0,0,,0,1,0,1,0,1,1,0
189,6,5,6,0,0,4,11,36.4,7,5,1,4,9,15,13,0
190,30,12,13,9,8,13,36,36.1,23,24,1,23,21,51,10,0
191,1,0,0,1,0,0,3,0,3,8,2,6,2,3,8,0
192,33,20,10,17,6,15,31,48.4,16,22,5,17,10,43,37,2
193,23,13,17,6,0,14,18,77.8,4,19,11,8,20,43,76,0
194,2,1,0,0,2,0,2,0,2,1,0,1,1,3,2,0
195,14,4,9,4,1,6,15,40,9,10,0,10,11,25,12,0
196,18,8,9,8,1,5,17,29.4,12,32,5,27,6,24,26,0
197,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
198,0,0,0,0,0,0,0,,0,1,1,0,2,2,10,0
199,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,1
200,7,4,2,3,2,1,8,12.5,7,7,1,6,2,9,1,0
201,59,37,38,17,4,41,63,65.1,22,33,10,23,51,110,56,0
202,29,12,12,14,3,12,35,34.3,23,13,2,11,10,39,7,0
203,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
204,27,17,14,12,1,11,31,35.5,20,20,10,10,15,42,26,1
205,63,42,17,35,11,29,55,52.7,26,26,2,24,21,84,8,2
206,15,11,4,7,4,8,22,36.4,14,10,1,9,9,24,4,0
207,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
208,6,2,2,3,1,2,7,28.6,5,4,1,3,5,11,6,0
209,11,2,2,7,2,2,9,22.2,7,8,1,7,2,13,5,0
210,31,16,9,11,11,7,23,30.4,16,24,1,23,5,36,7,0
211,21,14,13,7,1,11,17,64.7,6,5,3,2,17,38,34,0
212,63,32,23,27,13,29,50,58,21,23,6,17,32,95,23,0
213,15,10,9,6,0,8,18,44.4,10,7,0,7,2,17,2,0
214,16,12,10,6,0,8,21,38.1,13,19,7,12,28,44,43,0
215,12,4,4,4,4,6,20,30,14,20,1,19,6,18,8,0
216,6,4,3,3,0,5,7,71.4,2,5,2,3,4,10,1,0
217,39,14,18,17,4,19,35,54.3,16,39,22,17,33,72,105,1
218,3,3,2,0,1,2,6,33.3,4,0,0,0,1,4,2,0
219,6,5,3,1,2,1,5,20,4,2,0,2,2,8,5,0
220,12,8,3,9,0,5,17,29.4,12,13,4,9,4,16,21,0
221,2,2,1,0,1,0,4,0,4,4,1,3,2,4,0,0
222,6,3,2,3,1,1,3,33.3,2,5,0,5,0,6,0,0
223,7,4,2,4,1,4,5,80,1,1,0,1,3,10,1,0
224,44,25,28,13,3,17,34,50,17,22,12,10,35,79,59,1
225,52,34,28,17,7,21,65,32.3,44,38,11,27,30,82,31,0
226,1,0,0,0,1,0,8,0,8,1,0,1,1,2,1,0
227,32,16,13,19,0,15,30,50,15,21,10,11,10,42,36,0
228,28,15,17,10,1,11,28,39.3,17,24,14,10,29,57,99,0
229,0,0,0,0,0,0,3,0,3,0,0,0,0,0,19,1
230,59,28,34,21,4,31,47,66,16,27,11,16,37,96,58,0
231,3,1,2,1,0,1,2,50,1,1,0,1,2,5,0,0
232,28,15,14,7,7,13,32,40.6,19,24,3,21,8,36,16,0
233,3,0,0,3,0,0,1,0,1,1,0,1,1,4,1,0
234,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
235,5,2,2,2,1,3,4,75,1,8,2,6,1,6,4,0
236,6,5,1,3,2,4,16,25,12,18,0,18,3,9,6,0
237,22,14,5,12,5,7,21,33.3,14,20,3,17,12,34,25,0
238,81,46,49,30,2,34,60,56.7,26,45,20,25,42,123,89,3
239,8,7,6,2,0,6,7,85.7,1,9,6,3,6,14,25,0
240,9,6,3,4,2,6,18,33.3,12,11,0,11,2,11,4,0
241,32,15,18,13,1,19,33,57.6,14,48,27,21,72,104,141,0
242,6,4,4,1,1,1,2,50,1,5,1,4,2,8,1,0
243,15,7,8,6,1,6,13,46.2,7,6,2,4,6,21,4,0
244,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
245,3,1,0,2,1,0,7,0,7,4,1,3,1,4,4,0
246,3,2,1,1,1,0,4,0,4,3,0,3,3,6,7,0
247,2,1,0,0,2,2,9,22.2,7,5,1,4,7,9,4,0
248,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,1
249,9,6,4,4,1,4,8,50,4,9,1,8,5,14,16,0
250,46,23,21,21,4,18,39,46.2,21,26,6,20,48,94,30,1
251,54,23,37,16,1,30,63,47.6,33,26,15,11,41,95,112,1
252,34,20,25,9,0,18,28,64.3,10,21,16,5,42,76,84,2
253,29,15,14,12,3,6,27,22.2,21,39,8,31,21,50,51,0
254,9,4,4,4,1,3,13,23.1,10,5,0,5,9,18,4,0
255,51,32,21,21,9,17,41,41.5,24,29,4,25,27,78,19,0
256,52,32,29,20,3,31,44,70.5,13,11,2,9,23,75,57,1
257,52,34,15,31,6,21,53,39.6,32,50,4,46,42,94,32,0
258,7,7,7,0,0,4,4,100,0,5,4,1,6,13,11,0
259,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
260,7,3,2,2,3,3,12,25,9,12,4,8,2,9,9,0
261,56,41,27,23,6,28,68,41.2,40,29,5,24,32,88,39,0
262,4,2,2,1,1,2,4,50,2,3,0,3,0,4,1,0
263,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
264,18,8,1,11,6,6,15,40,9,12,1,11,0,18,1,0
265,1,0,1,0,0,1,2,50,1,3,0,3,3,4,3,0
266,6,3,3,2,1,1,10,10,9,4,0,4,3,9,6,0
267,5,1,2,2,1,3,6,50,3,4,0,4,1,6,1,0
268,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
269,5,3,1,3,1,1,6,16.7,5,5,2,3,2,7,5,0
270,0,0,0,0,0,0,2,0,2,1,0,1,0,0,12,2
271,2,1,1,0,1,0,1,0,1,2,0,2,0,2,2,0
272,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1
273,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
275,44,30,22,15,7,21,50,42,29,20,4,16,25,69,15,0
276,2,0,1,1,0,1,1,100,0,1,0,1,0,2,0,0
277,28,17,16,9,3,15,38,39.5,23,17,1,16,9,37,8,0
278,42,30,24,15,3,27,44,61.4,17,33,7,26,39,81,77,1
279,42,24,15,20,7,16,29,55.2,13,24,9,15,28,70,13,0
280,36,18,14,14,8,16,32,50,16,24,9,15,20,56,35,0
281,32,18,11,18,3,7,20,35,13,15,2,13,26,58,15,1
282,3,2,1,2,0,2,6,33.3,4,7,3,4,2,5,33,0
283,11,9,5,3,3,2,9,22.2,7,10,0,10,4,15,13,0
284,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
285,32,19,9,16,7,15,57,26.3,42,39,2,37,31,63,23,0
286,25,11,10,11,4,7,14,50,7,19,6,13,13,38,25,0
287,45,26,23,14,8,11,51,21.6,40,40,2,38,16,61,20,0
288,64,38,34,25,5,37,80,46.3,43,38,12,26,42,106,73,1
289,16,6,7,7,2,5,20,25,15,11,2,9,12,28,22,0
290,14,6,6,8,0,0,4,0,4,2,1,1,4,18,3,0
291,8,5,7,0,1,6,15,40,9,9,0,9,4,12,7,0
292,3,2,2,1,0,1,10,10,9,3,0,3,1,4,8,0
293,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
294,10,7,2,5,3,2,10,20,8,9,0,9,4,14,3,0
295,16,10,7,4,5,6,13,46.2,7,12,4,8,5,21,15,0
296,3,2,3,0,0,3,4,75,1,0,0,0,0,3,8,1
297,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,2
298,24,14,10,10,4,13,18,72.2,5,8,0,8,8,32,16,0
299,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1
300,29,14,5,17,7,12,34,35.3,22,14,2,12,8,37,4,1
301,3,2,3,0,0,3,4,75,1,0,0,0,3,6,1,0
302,8,5,3,4,1,2,5,40,3,8,3,5,1,9,7,0
303,7,2,3,3,1,4,15,26.7,11,13,3,10,5,12,11,0
304,21,6,2,14,5,9,19,47.4,10,16,1,15,5,26,25,1
305,46,27,32,13,1,23,39,59,16,18,5,13,15,61,52,2
306,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0
307,70,42,44,22,4,40,69,58,29,23,8,15,53,123,71,1
308,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
309,1,0,0,1,0,0,3,0,3,0,0,0,1,2,2,0
310,24,10,16,8,0,9,20,45,11,21,16,5,18,42,77,1
311,13,6,4,6,3,2,7,28.6,5,10,3,7,6,19,19,0
312,17,8,14,1,2,8,11,72.7,3,9,1,8,10,27,35,0
313,8,4,7,1,0,4,6,66.7,2,6,5,1,17,25,33,1
314,37,24,17,15,5,22,53,41.5,31,28,10,18,19,56,31,1
315,31,16,19,9,3,17,24,70.8,7,16,9,7,16,47,26,0
316,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
317,76,49,35,37,4,21,37,56.8,16,33,3,30,50,126,49,0
318,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
319,3,1,3,0,0,3,5,60,2,1,0,1,0,3,24,1
320,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
321,2,0,1,1,0,0,0,,0,1,1,0,1,3,0,0
322,33,18,7,20,6,15,44,34.1,29,33,3,30,31,64,6,1
323,2,1,0,0,2,0,2,0,2,4,0,4,2,4,1,0
324,9,7,2,3,4,1,5,20,4,6,0,6,2,11,1,0
325,20,15,11,9,0,9,17,52.9,8,20,10,10,20,40,73,0
326,6,5,1,4,1,3,9,33.3,6,7,2,5,6,12,11,0
327,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0
328,20,14,13,4,3,12,20,60,8,10,1,9,14,34,18,0
329,40,23,18,17,5,22,53,41.5,31,41,3,38,25,65,11,0
330,7,3,0,4,3,4,6,66.7,2,6,0,6,1,8,3,1
331,7,4,1,2,4,2,3,66.7,1,3,0,3,2,9,1,1
332,6,3,6,0,0,4,8,50,4,3,2,1,6,12,21,0
333,15,9,4,9,2,10,20,50,10,17,3,14,12,27,14,0
334,19,11,6,10,3,8,17,47.1,9,15,0,15,6,25,5,0
335,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0
336,25,19,18,7,0,8,15,53.3,7,14,6,8,14,39,35,0
337,33,17,12,16,5,21,46,45.7,25,20,2,18,14,47,9,1
338,24,12,9,8,7,6,25,24,19,17,1,16,6,30,7,0
339,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
340,25,16,16,7,2,13,14,92.9,1,22,7,15,16,41,35,0
341,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
342,14,5,4,10,0,8,13,61.5,5,22,17,5,26,40,82,0
343,30,19,23,5,2,16,25,64,9,29,8,21,42,72,97,1
344,31,22,4,13,14,7,33,21.2,26,24,4,20,5,36,9,0
345,24,11,13,11,0,12,18,66.7,6,32,21,11,26,50,116,0
346,46,25,14,13,19,22,63,34.9,41,30,0,30,8,54,34,1
347,31,18,15,10,6,13,36,36.1,23,17,4,13,18,49,15,0
348,27,15,11,12,4,12,29,41.4,17,17,2,15,10,37,5,0
349,44,29,19,16,9,18,38,47.4,20,19,2,17,7,51,1,0
350,18,10,7,9,2,14,38,36.8,24,8,2,6,12,30,5,0
351,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,1
352,2,2,1,1,0,0,0,,0,1,1,0,2,4,5,0
353,5,1,2,3,0,3,11,27.3,8,7,6,1,3,8,10,0
354,46,24,16,18,12,24,67,35.8,43,33,3,30,30,76,44,0
355,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
356,1,1,1,0,0,0,2,0,2,1,0,1,1,2,0,0
357,36,20,20,11,5,17,44,38.6,27,29,2,27,21,57,14,0
358,15,13,11,3,1,8,11,72.7,3,17,13,4,17,32,134,1
359,27,13,5,15,7,9,24,37.5,15,24,1,23,2,29,23,0
360,11,9,8,2,1,7,12,58.3,5,5,2,3,10,21,7,1
361,1,1,0,1,0,0,2,0,2,1,0,1,2,3,1,0
362,1,1,0,1,0,0,3,0,3,0,0,0,1,2,1,0
363,1,1,0,0,1,0,0,,0,2,0,2,1,2,1,0
364,37,19,13,20,4,17,54,31.5,37,19,2,17,24,61,14,1
365,4,1,3,1,0,3,8,37.5,5,3,2,1,1,5,20,0
366,35,22,19,14,2,14,40,35,26,25,8,17,25,60,15,0
367,40,24,23,13,4,10,21,47.6,11,31,21,10,32,72,86,0
368,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,2
369,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
370,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
371,9,5,5,1,3,3,21,14.3,18,16,1,15,4,13,7,1
372,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
373,49,24,27,22,0,18,28,64.3,10,54,23,31,105,154,137,0
374,2,0,2,0,0,0,2,0,2,0,0,0,1,3,2,0
375,6,3,3,2,1,3,7,42.9,4,7,3,4,4,10,6,1
376,1,0,0,1,0,1,1,100,0,1,0,1,0,1,0,0
377,12,5,2,7,3,2,9,22.2,7,17,1,16,3,15,11,0
378,47,29,33,13,1,20,31,64.5,11,32,19,13,40,87,78,1
379,47,25,25,18,4,36,60,60,24,33,19,14,41,88,125,1
380,2,1,1,1,0,1,1,100,0,6,0,6,3,5,9,0
381,73,37,25,42,6,21,53,39.6,32,37,12,25,68,141,42,1
382,77,45,34,35,8,34,68,50,34,28,10,18,37,114,36,2
383,51,35,29,20,2,25,49,51,24,27,10,17,43,94,84,0
384,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
385,2,1,1,1,0,0,5,0,5,14,3,11,5,7,5,2
386,3,0,1,0,2,1,2,50,1,2,0,2,0,3,0,0
387,13,8,6,3,4,2,13,15.4,11,13,0,13,1,14,4,0
388,24,10,3,15,6,6,19,31.6,13,22,4,18,3,27,16,0
389,38,18,16,13,9,21,51,41.2,30,21,3,18,9,47,11,0
390,18,8,7,6,5,8,22,36.4,14,8,0,8,8,26,1,0
391,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
392,20,9,9,8,3,9,13,69.2,4,12,6,6,31,51,44,0
393,1,1,1,0,0,1,2,50,1,0,0,0,0,1,11,1
394,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
395,17,8,0,10,7,6,25,24,19,31,5,26,8,25,16,0
396,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
