Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.p90,Ast.p90,G+A.p90,G-PK.p90,G+A-PK.p90,xG.p90,xAG.p90,xG+xAG.p90,npxG.p90,npxG+xAG.p90
1359,Timothée Kolodziejczak,fr FRA,DF,Schalke 04,de Bundesliga,31-195,1991,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,Cheick Konaté,ci CIV,DF,Clermont Foot,fr Ligue 1,19-042,2004,6,6,513,5.7,0,0,0,0,0,0,2,0,0,0,0.2,0.3,10,17,5,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05
1361,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,23-324,1999,11,10,922,10.2,0,0,0,0,0,0,1,0,1.1,1.1,0,1.1,6,33,3,0,0,0,0,0,0.1,0,0.1,0.1,0.1
1362,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,30-058,1993,16,10,962,10.7,0,2,2,0,0,0,4,0,0.7,0.7,0.9,1.6,6,40,5,0,0.19,0.19,0,0.19,0.07,0.08,0.15,0.07,0.15
1363,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,23-302,1999,29,8,995,11.1,4,1,5,3,1,1,2,0,2.6,1.8,0.8,2.6,8,20,68,0.36,0.09,0.45,0.27,0.36,0.23,0.07,0.3,0.16,0.23
1364,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,21-332,2001,25,25,2189,24.3,1,1,2,1,0,0,10,0,1,1,1.2,2.2,39,138,41,0.04,0.04,0.08,0.04,0.08,0.04,0.05,0.09,0.04,0.09
1365,Youssouf Koné,ml MLI,DF,Ajaccio,fr Ligue 1,27-283,1995,9,9,674,7.5,0,0,0,0,0,0,3,0,0,0,0.1,0.1,13,16,10,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01
1366,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,25-173,1997,30,29,2602,28.9,0,0,0,0,0,0,5,0,0.8,0.8,1.2,2.1,7,43,10,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
1367,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,25-045,1998,24,23,2048,22.8,6,3,9,4,2,4,5,0,5.8,2.5,3,5.5,41,146,68,0.26,0.13,0.4,0.18,0.31,0.26,0.13,0.39,0.11,0.24
1368,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,22-100,2001,21,14,1253,13.9,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,20,54,13,0,0.07,0.07,0,0.07,0.01,0.01,0.02,0.01,0.02
1369,Filip Kostić,rs SRB,DFFW,Juventus,it Serie A,30-164,1992,29,26,2087,23.2,3,8,11,3,0,0,3,0,2.2,2.2,6.2,8.4,80,61,169,0.13,0.34,0.47,0.13,0.47,0.09,0.27,0.36,0.09,0.36
1370,Filip Kostić,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,30-164,1992,1,1,74,0.8,0,0,0,0,0,0,1,0,0,0,0.1,0.1,3,4,3,0,0,0,0,0,0.03,0.08,0.11,0.03,0.11
1371,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,25-129,1997,21,18,1506,16.7,2,2,4,2,0,0,3,0,4,4,2.5,6.5,44,43,178,0.12,0.12,0.24,0.12,0.24,0.24,0.15,0.39,0.24,0.39
1372,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,26-118,1996,25,25,2114,23.5,1,1,2,1,0,0,6,0,1.1,1.1,1.7,2.8,53,146,30,0.04,0.04,0.09,0.04,0.09,0.05,0.07,0.12,0.05,0.12
1373,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,30-231,1992,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,Kalidou Koulibaly,sn SEN,DF,Chelsea,eng Premier League,31-298,1991,22,20,1790,19.9,2,1,3,2,0,0,7,1,0.9,0.9,0.4,1.4,10,81,4,0.1,0.05,0.15,0.1,0.15,0.05,0.02,0.07,0.05,0.07
1375,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,24-153,1998,20,19,1661,18.5,0,2,2,0,0,0,1,0,0.8,0.8,1.4,2.2,32,110,34,0,0.11,0.11,0,0.11,0.04,0.08,0.12,0.04,0.12
1376,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,25-364,1997,9,9,721,8,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,3,20,1,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06
1377,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,eng Premier League,33-114,1989,15,10,767,8.5,1,0,1,1,0,0,3,0,0.4,0.4,0.7,1,6,17,12,0.12,0,0.12,0.12,0.12,0.04,0.08,0.12,0.04,0.12
1378,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,28-343,1994,22,14,1428,15.9,1,1,2,1,0,0,7,0,1.7,1.7,1.8,3.5,29,132,25,0.06,0.06,0.13,0.06,0.13,0.11,0.11,0.22,0.11,0.22
1379,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,27-059,1996,14,6,476,5.3,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1,1,17,20,0,0,0,0,0,0.13,0.06,0.19,0.13,0.19
1380,Soichiro Kozuki,jp JPN,FWMF,Schalke 04,de Bundesliga,22-113,2000,5,5,379,4.2,1,0,1,1,0,0,1,0,1.1,1.1,0.3,1.4,15,10,37,0.24,0,0.24,0.24,0.24,0.26,0.08,0.33,0.26,0.33
1381,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,28-255,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,Alex Král,cz CZE,MF,Schalke 04,de Bundesliga,24-330,1998,22,19,1727,19.2,0,0,0,0,0,0,3,0,1.2,1.2,0.3,1.5,29,66,50,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08
1383,Andrej Kramarić,hr CRO,MFFW,Hoffenheim,de Bundesliga,31-299,1991,25,19,1769,19.7,8,3,11,6,2,4,1,0,9.7,6.5,2,8.5,32,75,157,0.41,0.15,0.56,0.31,0.46,0.49,0.1,0.59,0.33,0.43
1384,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,32-054,1991,26,26,2135,23.7,0,0,0,0,0,0,3,0,0.4,0.4,2,2.4,25,76,59,0,0,0,0,0,0.02,0.08,0.1,0.02,0.1
1385,Tom Krauß,de GER,MF,Schalke 04,de Bundesliga,21-296,2001,27,27,2184,24.3,1,0,1,1,0,0,4,0,1.7,1.7,0.5,2.3,30,81,33,0.04,0,0.04,0.04,0.04,0.07,0.02,0.09,0.07,0.09
1386,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,25-339,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1387,Raimonds Krollis,lv LVA,FW,Spezia,it Serie A,21-168,2001,1,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,1,0,0,0,0,0,0.31,0,0.31,0.31,0.31
1388,Toni Kroos,de GER,MF,Real Madrid,es La Liga,33-100,1990,22,19,1591,17.7,2,3,5,2,0,0,2,1,1.1,1.1,2.8,3.9,38,230,28,0.11,0.17,0.28,0.11,0.28,0.06,0.16,0.22,0.06,0.22
1389,Rade Krunić,ba BIH,MFFW,Milan,it Serie A,29-189,1993,16,12,1092,12.1,0,1,1,0,0,0,6,0,0.7,0.7,0.9,1.6,17,43,16,0,0.08,0.08,0,0.08,0.06,0.08,0.13,0.06,0.13
1390,Max Kruse,de GER,MFFW,Wolfsburg,de Bundesliga,35-026,1988,5,2,272,3,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.9,4,7,30,0,0,0,0,0,0.25,0.05,0.29,0.25,0.29
1391,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,30-227,1992,15,14,1217,13.5,2,0,2,2,0,0,1,0,0.8,0.8,0.3,1.1,9,37,41,0.15,0,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08
1392,Takefusa Kubo,jp JPN,FWMF,Real Sociedad,es La Liga,21-314,2001,25,22,1805,20.1,6,3,9,6,0,0,2,0,4,4,4.1,8.1,77,54,187,0.3,0.15,0.45,0.3,0.45,0.2,0.2,0.4,0.2,0.4
1393,Dejan Kulusevski,se SWE,MFFW,Tottenham,eng Premier League,22-354,2000,22,18,1630,18.1,2,6,8,2,0,0,1,0,1.9,1.9,3.9,5.8,73,51,163,0.11,0.33,0.44,0.11,0.44,0.1,0.22,0.32,0.1,0.32
1394,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,18-019,2005,13,9,860,9.6,0,2,2,0,0,0,6,0,0.2,0.2,0.8,1.1,8,26,55,0,0.21,0.21,0,0.21,0.02,0.09,0.11,0.02,0.11
1395,Marash Kumbulla,al ALB,DF,Roma,it Serie A,23-065,2000,6,4,245,2.7,0,0,0,0,0,0,1,1,0,0,0.1,0.1,2,8,1,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04
1396,Pierre Kunde,cm CMR,MF,Bochum,de Bundesliga,27-262,1995,9,3,323,3.6,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.5,6,15,1,0.28,0,0.28,0.28,0.28,0.09,0.04,0.13,0.09,0.13
1397,Alou Kuol,au AUS,FW,Stuttgart,de Bundesliga,22-199,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,Layvin Kurzawa,fr FRA,DF,Fulham,eng Premier League,30-222,1992,3,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
1399,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,22-061,2001,25,24,1904,21.2,12,10,22,10,2,2,0,0,7.6,6,7.1,13.1,100,60,215,0.57,0.47,1.04,0.47,0.95,0.36,0.34,0.69,0.28,0.62
1400,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,27-245,1995,29,18,1580,17.6,5,2,7,3,2,3,2,0,6.7,4.4,0.9,5.3,19,21,116,0.28,0.11,0.4,0.17,0.28,0.38,0.05,0.43,0.25,0.3
1401,Daniel Kyereh,gh GHA,MFFW,Freiburg,de Bundesliga,27-037,1996,12,7,559,6.2,2,0,2,2,0,0,2,0,2.2,2.2,0.3,2.5,5,11,24,0.32,0,0.32,0.32,0.32,0.36,0.04,0.4,0.36,0.4
1402,Giorgos Kyriakopoulos,gr GRE,DFFW,Bologna,it Serie A,27-068,1996,9,5,458,5.1,0,2,2,0,0,0,0,0,0.2,0.2,0.7,0.9,11,17,38,0,0.39,0.39,0,0.39,0.04,0.14,0.18,0.04,0.18
1403,Giorgos Kyriakopoulos,gr GRE,FWDF,Sassuolo,it Serie A,27-068,1996,12,9,766,8.5,1,1,2,1,0,0,3,0,1.1,1.1,1.4,2.5,17,32,46,0.12,0.12,0.23,0.12,0.23,0.13,0.17,0.29,0.13,0.29
1404,César de la Hoz,es ESP,MF,Almería,es La Liga,31-015,1992,17,13,1207,13.4,1,0,1,1,0,0,5,0,0.4,0.4,0.9,1.3,3,40,2,0.07,0,0.07,0.07,0.07,0.03,0.07,0.1,0.03,0.1
1405,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,24-326,1998,19,10,870,9.7,0,2,2,0,0,0,2,0,0.7,0.7,1.2,1.9,34,38,40,0,0.21,0.21,0,0.21,0.07,0.12,0.19,0.07,0.19
1406,Rémy Labeau Lascary,gp GLP,FWMF,Lens,fr Ligue 1,20-042,2003,9,0,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,3,3,15,0,0,0,0,0,0.3,0.04,0.34,0.3,0.34
1407,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,28-346,1994,25,21,1845,20.5,8,2,10,8,0,1,0,0,6.6,5.9,4,9.9,38,40,138,0.39,0.1,0.49,0.39,0.49,0.32,0.2,0.52,0.29,0.48
1408,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,28-346,1994,4,3,249,2.8,2,0,2,2,0,0,0,0,1.7,1.7,0.2,1.9,8,5,20,0.72,0,0.72,0.72,0.72,0.62,0.07,0.69,0.62,0.69
1409,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,31-321,1991,27,26,2209,24.5,18,4,22,14,4,5,2,0,16,12.1,4.4,16.4,31,87,175,0.73,0.16,0.9,0.57,0.73,0.65,0.18,0.83,0.49,0.67
1410,Qazim Laçi,al ALB,MF,Ajaccio,fr Ligue 1,27-085,1996,9,2,212,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,24,4,0,0,0,0,0,0.06,0.08,0.15,0.06,0.15
1411,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,23-008,2000,21,16,1481,16.5,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,11,74,4,0.06,0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04
1412,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,24-081,1999,29,29,2609,29,0,0,0,0,0,0,2,1,0,0,0.1,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0
1413,Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,26-122,1996,7,6,477,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,7,22,15,0,0,0,0,0,0.04,0.06,0.09,0.04,0.09
1414,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,25-322,1997,14,12,1027,11.4,1,0,1,1,0,0,6,0,1.1,1.1,1.5,2.6,34,70,39,0.09,0,0.09,0.09,0.09,0.1,0.13,0.23,0.1,0.23
1415,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,30-230,1992,11,4,356,4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,11,18,10,0,0,0,0,0,0.02,0.05,0.08,0.02,0.08
1416,Kenny Lala,fr FRA,DF,Brest,fr Ligue 1,31-193,1991,10,9,787,8.7,0,0,0,0,0,0,3,0,0.2,0.2,1.1,1.3,15,27,17,0,0,0,0,0,0.02,0.13,0.15,0.02,0.15
1417,Adam Lallana,eng ENG,MFFW,Brighton,eng Premier League,34-339,1988,16,12,722,8,2,1,3,2,0,0,0,0,0.9,0.9,1,1.9,10,33,43,0.25,0.12,0.37,0.25,0.37,0.11,0.12,0.23,0.11,0.23
1418,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,33-014,1990,13,7,623,6.9,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,1,26,0,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09
1419,Érik Lamela,ar ARG,FWMF,Sevilla,es La Liga,31-041,1992,23,14,1381,15.3,4,0,4,4,0,0,8,1,3.6,3.6,1.2,4.8,53,54,125,0.26,0,0.26,0.26,0.26,0.23,0.08,0.32,0.23,0.32
1420,Mohamed Lamine Bayo,gn GUI,FWMF,Lille,fr Ligue 1,24-314,1998,21,5,572,6.4,4,1,5,4,0,0,0,0,3.2,3.2,1.6,4.8,8,5,43,0.63,0.16,0.79,0.63,0.79,0.5,0.26,0.76,0.5,0.76
1421,Sam Lammers,nl NED,FW,Sampdoria,it Serie A,25-349,1997,11,9,769,8.5,1,1,2,1,0,0,1,0,1.7,1.7,1,2.7,14,12,46,0.12,0.12,0.23,0.12,0.23,0.19,0.12,0.31,0.19,0.31
1422,Sam Lammers,nl NED,FW,Empoli,it Serie A,25-349,1997,14,10,883,9.8,1,1,2,1,0,0,0,0,2.3,2.3,0.7,2.9,9,19,67,0.1,0.1,0.2,0.1,0.2,0.23,0.07,0.3,0.23,0.3
1423,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,22-196,2000,20,3,453,5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,28,26,58,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08
1424,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,30-058,1993,7,1,150,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,14,4,0,0,0,0,0,0.03,0,0.03,0.03,0.03
1425,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,28-322,1994,7,6,556,6.2,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,17,46,8,0,0,0,0,0,0.06,0.03,0.1,0.06,0.1
1426,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,29-161,1993,18,18,1540,17.1,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,4,35,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
1427,Cyle Larin,ca CAN,FW,Valladolid,es La Liga,27-362,1995,9,6,603,6.7,5,1,6,5,0,0,4,0,3.3,3.3,0.8,4,10,8,31,0.75,0.15,0.9,0.75,0.9,0.49,0.12,0.6,0.49,0.6
1428,Juan Larios,es ESP,DF,Southampton,eng Premier League,19-092,2004,5,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0,0,0
1429,Yasser Larouci,dz ALG,DFFW,Troyes,fr Ligue 1,22-103,2001,22,14,1232,13.7,1,0,1,1,0,0,1,0,0.5,0.5,1.3,1.8,56,46,85,0.07,0,0.07,0.07,0.07,0.03,0.1,0.13,0.03,0.13
1430,Jordan Larsson,se SWE,FWMF,Schalke 04,de Bundesliga,25-298,1997,11,5,463,5.1,0,0,0,0,0,0,0,0,1.2,1.2,0.4,1.7,5,12,29,0,0,0,0,0,0.24,0.09,0.32,0.24,0.32
1431,Kevin Lasagna,it ITA,FWMF,Hellas Verona,it Serie A,30-247,1992,24,15,1448,16.1,1,2,3,1,0,0,2,0,5.6,5.6,1.6,7.2,31,17,98,0.06,0.12,0.19,0.06,0.19,0.35,0.1,0.45,0.35,0.45
1432,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,29-154,1993,6,2,201,2.2,0,0,0,0,0,0,4,0,0.1,0.1,0,0.1,0,3,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03
1433,Latasa,es ESP,FWDF,Getafe,es La Liga,22-022,2001,12,0,132,1.5,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.6,0,7,10,0,0,0,0,0,0.39,0.04,0.43,0.39,0.43
1434,Toni Lato,es ESP,DFMF,Valencia,es La Liga,25-144,1997,16,6,654,7.3,1,0,1,1,0,0,1,0,0.5,0.5,0.8,1.3,12,28,36,0.14,0,0.14,0.14,0.14,0.07,0.11,0.18,0.07,0.18
1435,Danny Latza,de GER,MF,Schalke 04,de Bundesliga,33-128,1989,14,4,480,5.3,0,0,0,0,0,0,1,0,0.6,0.6,0,0.7,5,24,8,0,0,0,0,0,0.12,0.01,0.13,0.12,0.13
1436,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,24-131,1998,22,22,1810,20.1,7,6,13,6,1,1,8,1,4.4,3.6,6,9.7,108,70,204,0.35,0.3,0.65,0.3,0.6,0.22,0.3,0.52,0.18,0.48
1437,Armand Lauriente,fr FRA,FW,Lorient,fr Ligue 1,24-131,1998,3,3,266,3,1,0,1,1,0,0,0,0,1.8,1.8,1.1,2.9,14,14,21,0.34,0,0.34,0.34,0.34,0.6,0.38,0.98,0.6,0.98
1438,Roméo Lavia,be BEL,MF,Southampton,eng Premier League,19-098,2004,21,18,1541,17.1,1,0,1,1,0,0,6,0,0.3,0.3,0.5,0.7,16,75,11,0.06,0,0.06,0.06,0.06,0.02,0.03,0.04,0.02,0.04
1439,Lázaro,br BRA,MFFW,Almería,es La Liga,21-033,2002,12,2,294,3.3,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,12,12,32,0.31,0,0.31,0.31,0.31,0.2,0.07,0.27,0.2,0.27
1440,Valentino Lazaro,at AUT,DF,Torino,it Serie A,27-021,1996,17,13,1113,12.4,0,3,3,0,0,0,4,0,0.4,0.4,2.5,2.9,39,62,72,0,0.24,0.24,0,0.24,0.03,0.2,0.24,0.03,0.24
1441,Marko Lazetić,rs SRB,FW,Milan,it Serie A,19-082,2004,1,0,9,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.63,0,0.63,0.63,0.63
1442,Darko Lazović,rs SRB,MFDF,Hellas Verona,it Serie A,32-211,1990,23,22,1795,19.9,3,4,7,3,0,0,0,0,3.1,3.1,4.7,7.8,59,66,139,0.15,0.2,0.35,0.15,0.35,0.15,0.24,0.39,0.15,0.39
1443,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,29-136,1993,21,18,1473,16.4,0,0,0,0,0,0,5,0,0.1,0.1,0.5,0.7,65,45,51,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04
1444,Théo Le Bris,fr FRA,MFDF,Lorient,fr Ligue 1,20-195,2002,22,14,1265,14.1,2,1,3,2,0,0,0,0,1.1,1.1,1,2.1,48,43,91,0.14,0.07,0.21,0.14,0.21,0.08,0.07,0.15,0.08,0.15
1445,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,25-254,1997,5,2,145,1.6,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.2,4,7,13,0,0,0,0,0,0.36,0.4,0.76,0.36,0.76
1446,Jérémy Le Douaron,fr FRA,MFFW,Brest,fr Ligue 1,24-358,1998,24,16,1446,16.1,7,3,10,7,0,0,1,0,6.9,6.9,1.3,8.2,23,18,82,0.44,0.19,0.62,0.44,0.62,0.43,0.08,0.51,0.43,0.51
1447,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,23-070,2000,28,28,2418,26.9,4,6,10,4,0,0,3,0,3.1,3.1,5.9,9,72,182,64,0.15,0.22,0.37,0.15,0.37,0.11,0.22,0.34,0.11,0.34
1448,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,33-181,1989,29,29,2610,29,0,0,0,0,0,0,1,0,1.1,1.1,0.6,1.7,56,135,75,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06
1449,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,33-185,1989,21,18,1565,17.4,0,0,0,0,0,0,6,1,0.4,0.4,0.3,0.7,9,81,4,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
1450,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,26-154,1996,25,23,2076,23.1,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,21,93,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03
1451,Rafael Leão,pt POR,FWMF,Milan,it Serie A,23-308,1999,27,22,1934,21.5,10,6,16,10,0,0,7,1,8.2,8.2,5.3,13.4,104,91,179,0.47,0.28,0.74,0.47,0.74,0.38,0.24,0.62,0.38,0.62
1452,Paolo Lebas,pt POR,MF,Ajaccio,fr Ligue 1,19-359,2003,1,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1453,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31-353,1991,10,10,899,10,0,0,0,0,0,0,1,1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
1454,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,31-353,1991,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,30-060,1993,25,25,2250,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,29-324,1993,25,25,2137,23.7,5,1,6,5,0,0,8,1,1.7,1.7,1.3,3,25,137,32,0.21,0.04,0.25,0.21,0.25,0.07,0.05,0.13,0.07,0.13
1457,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,24-081,1999,22,21,1823,20.3,0,1,1,0,0,0,4,1,0.6,0.6,0.4,1,15,93,13,0,0.05,0.05,0,0.05,0.03,0.02,0.05,0.03,0.05
1458,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24-331,1998,9,7,663,7.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,5,25,1,0,0,0,0,0,0.02,0,0.03,0.02,0.03
1459,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,31-329,1991,26,26,2179,24.2,4,0,4,4,0,0,6,2,2.6,2.6,0.2,2.8,7,67,2,0.17,0,0.17,0.17,0.17,0.11,0.01,0.12,0.11,0.12
1460,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,29-345,1993,18,13,1253,13.9,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.9,40,62,58,0,0.07,0.07,0,0.07,0.02,0.05,0.06,0.02,0.06
1461,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,27-153,1995,21,12,927,10.3,1,2,3,1,0,0,0,0,0.8,0.8,1.7,2.4,28,61,55,0.1,0.19,0.29,0.1,0.29,0.08,0.16,0.24,0.08,0.24
1462,Félix Lemaréchal,ci CIV,MF,Brest,fr Ligue 1,19-250,2003,6,1,145,1.6,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,5,1,0,0,0,0,0,0,0.06,0.06,0,0.06
1463,Dexter Lembikisa,jm JAM,DF,Wolves,eng Premier League,19-161,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0
1464,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,29-225,1993,11,10,715,7.9,0,0,0,0,0,0,4,1,0.2,0.2,0.2,0.4,3,30,5,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
1465,Mario Lemina,ga GAB,MFDF,Nice,fr Ligue 1,29-225,1993,14,11,838,9.3,0,0,0,0,0,0,1,1,0.3,0.3,0.1,0.4,14,46,10,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
1466,Tim Lemperle,de GER,FWMF,Köln,de Bundesliga,21-068,2002,10,0,116,1.3,0,0,0,0,0,0,0,0,0.1,0.1,1,1.2,1,5,14,0,0,0,0,0,0.09,0.81,0.9,0.09,0.9
1467,Clément Lenglet,fr FRA,DF,Tottenham,eng Premier League,27-301,1995,20,18,1538,17.1,0,2,2,0,0,0,3,0,0.8,0.8,0.6,1.5,23,66,7,0,0.12,0.12,0,0.12,0.05,0.04,0.09,0.05,0.09
1468,Bernd Leno,de GER,GK,Fulham,eng Premier League,31-041,1992,27,27,2430,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,28-204,1994,17,6,753,8.4,0,2,2,0,0,0,0,0,0.5,0.5,1.6,2.1,17,30,49,0,0.24,0.24,0,0.24,0.06,0.19,0.25,0.06,0.25
1470,Sergio León,es ESP,FW,Valladolid,es La Liga,34-098,1989,23,13,1137,12.6,5,1,6,4,1,2,0,1,3.3,1.8,0.8,2.6,16,17,64,0.4,0.08,0.47,0.32,0.4,0.26,0.06,0.33,0.14,0.2
