Rk,Gls.Stan,Sh.Stan,SoT.Stan,SoT%.Stan,Sh/90.Stan,SoT/90.Stan,G/Sh.Stan,G/SoT.Stan,Dist.Stan,FK.Stan,PK.Stan,PKatt.Stan,xG,npxG,npxG/Sh,G-xG,np:G-xG
1,1,37,8,21.6,1.55,0.34,0.03,0.13,18.4,2,0,0,3.6,3.6,0.1,-2.6,-2.6
2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
4,1,25,2,8,0.83,0.07,0.04,0.5,14.9,0,0,0,2.1,2.1,0.08,-1.1,-1.1
5,0,13,3,23.1,0.82,0.19,0,0,19.7,0,0,0,0.9,0.9,0.07,-0.9,-0.9
6,1,12,3,25,0.43,0.11,0.08,0.33,20.3,0,0,0,0.8,0.8,0.07,+0.2,+0.2
7,0,8,1,12.5,0.44,0.06,0,0,23.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
9,2,14,5,35.7,1.88,0.67,0.07,0.2,22.5,0,1,2,2.8,1.3,0.09,-0.8,-0.3
10,1,6,2,33.3,5.05,1.68,0.17,0.5,12.2,0,0,0,0.8,0.8,0.13,+0.2,+0.2
11,0,4,1,25,0.92,0.23,0,0,8.2,0,0,0,1.7,1.7,0.42,-1.7,-1.7
12,6,66,23,34.8,2.86,1,0.09,0.26,16.9,0,0,0,8.3,8.3,0.13,-2.3,-2.3
13,6,52,23,44.2,2.59,1.14,0.12,0.26,11.5,0,0,0,9.8,9.8,0.19,-3.8,-3.8
14,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
15,0,15,2,13.3,0.76,0.1,0,0,15.7,0,0,0,0.8,0.8,0.06,-0.8,-0.8
16,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
17,0,1,0,0,2.5,0,0,,26.1,0,0,0,0.1,0.1,0.12,-0.1,-0.1
18,3,18,5,27.8,1.08,0.3,0.17,0.6,26.9,1,0,0,0.9,0.9,0.05,+2.1,+2.1
19,5,42,14,33.3,2.02,0.67,0.12,0.36,13.9,0,0,0,5.9,5.9,0.14,-0.9,-0.9
20,0,4,0,0,0.17,0,0,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
21,1,21,11,52.4,2.99,1.56,0.05,0.09,14,0,0,0,3.4,3.4,0.16,-2.4,-2.4
22,1,7,4,57.1,0.49,0.28,0.14,0.25,17,0,0,0,0.3,0.3,0.04,+0.7,+0.7
23,0,1,0,0,0.84,0,0,,25.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
24,3,20,9,45,2.08,0.93,0.15,0.33,17.4,0,0,0,2.5,2.5,0.13,+0.5,+0.5
25,3,28,12,42.9,2.38,1.02,0.11,0.25,14,1,0,0,3.7,3.7,0.13,-0.7,-0.7
26,0,2,2,100,1.45,1.45,0,0,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
27,1,11,2,18.2,0.93,0.17,0.09,0.5,16.6,1,0,0,1.1,1.1,0.1,-0.1,-0.1
28,0,17,1,5.9,2.49,0.15,0,0,18.1,0,0,0,1.5,1.5,0.09,-1.5,-1.5
29,0,20,3,15,0.95,0.14,0,0,15.4,0,0,0,1.6,1.6,0.08,-1.6,-1.6
30,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
31,0,7,2,28.6,0.82,0.23,0,0,15.1,0,0,0,0.7,0.7,0.1,-0.7,-0.7
32,0,1,0,0,1.84,0,0,,15.9,0,0,0,0,0,0.04,0,0
33,1,13,4,30.8,0.87,0.27,0.08,0.25,25,0,0,0,0.7,0.7,0.05,+0.3,+0.3
34,0,21,5,23.8,1.04,0.25,0,0,20.4,0,0,0,1.2,1.2,0.06,-1.2,-1.2
35,1,8,1,12.5,0.68,0.09,0.13,1,9.4,0,0,0,1.4,1.4,0.18,-0.4,-0.4
36,0,3,2,66.7,0.3,0.2,0,0,14.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2
37,0,3,0,0,2.9,0,0,,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
38,2,16,5,31.3,1.03,0.32,0.13,0.4,22.1,0,0,0,0.8,0.8,0.05,+1.2,+1.2
39,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
40,3,18,7,38.9,1.39,0.54,0.17,0.43,24.5,0,0,0,1.1,1.1,0.06,+1.9,+1.9
41,2,11,2,18.2,0.4,0.07,0.18,1,14.2,0,0,0,0.8,0.8,0.08,+1.2,+1.2
42,1,7,3,42.9,0.78,0.33,0.14,0.33,16.1,0,0,0,0.7,0.7,0.11,+0.3,+0.3
43,1,10,5,50,0.87,0.44,0.1,0.2,14.1,0,0,0,0.7,0.7,0.07,+0.3,+0.3
44,0,3,1,33.3,0.19,0.06,0,0,17.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
45,0,1,0,0,0.12,0,0,,6,0,0,0,0,0,0.04,0,0
46,1,22,7,31.8,2.57,0.82,0,0,15.1,1,1,1,3.4,2.6,0.12,-2.4,-2.6
47,4,24,10,41.7,2.63,1.09,0.17,0.4,15,0,0,0,2.9,2.9,0.12,+1.1,+1.1
48,0,13,2,15.4,0.65,0.1,0,0,16.8,0,0,0,1.2,1.2,0.09,-1.2,-1.2
49,0,7,1,14.3,0.37,0.05,0,0,11.4,0,0,0,1,1,0.14,-1,-1
50,1,23,7,30.4,0.98,0.3,0.04,0.14,20.2,0,0,0,1.5,1.5,0.07,-0.5,-0.5
51,0,1,1,100,0.29,0.29,0,0,8.4,0,0,0,0.2,0.2,0.18,-0.2,-0.2
52,0,2,1,50,0.64,0.32,0,0,25.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
53,0,9,3,33.3,0.84,0.28,0,0,23.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
54,0,7,1,14.3,0.41,0.06,0,0,17.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6
55,1,13,3,23.1,0.71,0.16,0.08,0.33,20.1,5,0,0,0.8,0.8,0.06,+0.2,+0.2
56,0,1,1,100,3.6,3.6,0,0,15.1,0,0,0,0,0,0.04,0,0
57,0,2,1,50,0.81,0.4,0,0,36.4,0,0,0,0,0,0.01,0,0
58,1,11,4,36.4,3.13,1.14,0.09,0.25,14.7,0,0,0,1.4,1.4,0.13,-0.4,-0.4
59,1,10,2,20,0.81,0.16,0.1,0.5,24.1,0,0,0,0.6,0.6,0.06,+0.4,+0.4
60,5,32,11,34.4,1.76,0.61,0.13,0.36,23.5,3,1,2,3.7,2,0.06,+1.3,+2.0
61,0,2,1,50,0.09,0.04,0,0,25.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
62,1,2,1,50,0.76,0.38,0.5,1,8,0,0,0,0.3,0.3,0.17,+0.7,+0.7
63,0,9,1,11.1,0.68,0.08,0,0,25.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4
64,2,12,4,33.3,2.5,0.83,0.17,0.5,21.8,0,0,0,0.6,0.6,0.05,+1.4,+1.4
65,3,20,3,15,1.25,0.19,0.05,0.33,24.2,3,2,2,2.6,1,0.05,+0.4,0
66,0,10,5,50,0.71,0.36,0,0,16.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
67,0,14,3,21.4,1.38,0.3,0,0,21,0,0,0,0.7,0.7,0.05,-0.7,-0.7
68,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
69,2,24,10,41.7,1.33,0.56,0.08,0.2,22.4,0,0,0,1.7,1.7,0.07,+0.3,+0.3
70,1,26,4,15.4,1.11,0.17,0.04,0.25,22.6,4,0,0,1.7,1.7,0.06,-0.7,-0.7
71,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
72,0,7,1,14.3,0.6,0.09,0,0,24.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
73,0,15,6,40,3.49,1.4,0,0,19.4,0,0,0,1.1,1.1,0.07,-1.1,-1.1
74,0,2,0,0,1.33,0,0,,17,0,0,0,0.1,0.1,0.05,-0.1,-0.1
75,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
76,1,27,7,25.9,1.33,0.35,0.04,0.14,16.4,0,0,0,2.3,2.3,0.09,-1.3,-1.3
77,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
78,2,13,5,38.5,0.66,0.25,0.15,0.4,23.8,2,0,0,0.7,0.7,0.05,+1.3,+1.3
79,11,50,17,34,2.28,0.77,0.22,0.65,16.7,0,0,0,6.1,6.1,0.12,+4.9,+4.9
80,1,4,2,50,0.47,0.23,0.25,0.5,11.8,0,0,0,0.8,0.8,0.21,+0.2,+0.2
81,0,10,2,20,0.72,0.14,0,0,16.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5
82,0,1,1,100,0.38,0.38,0,0,17.5,0,0,0,0.1,0.1,0.13,-0.1,-0.1
83,0,0,0,,0,0,,,,,0,0,,,,,
84,2,3,2,66.7,0.3,0.2,0.67,1,16.6,0,0,0,0.4,0.4,0.14,+1.6,+1.6
85,7,30,13,43.3,3.14,1.36,0.2,0.46,14.7,0,1,1,5.2,4.4,0.15,+1.8,+1.6
86,1,14,4,28.6,3.99,1.14,0.07,0.25,15.8,0,0,0,1.5,1.5,0.11,-0.5,-0.5
87,1,8,1,12.5,0.38,0.05,0.13,1,16,0,0,0,0.8,0.8,0.1,+0.2,+0.2
88,0,2,0,0,0.42,0,0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
89,1,3,1,33.3,2.73,0.91,0.33,1,23.5,1,0,0,0.2,0.2,0.07,+0.8,+0.8
90,0,6,2,33.3,0.34,0.11,0,0,17.4,0,0,0,1.1,1.1,0.18,-1.1,-1.1
91,1,15,5,33.3,2.04,0.68,0.07,0.2,15,0,0,0,1.7,1.7,0.11,-0.7,-0.7
92,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
93,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
94,0,16,4,25,0.86,0.21,0,0,19.8,1,0,0,1.2,1.2,0.07,-1.2,-1.2
95,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
96,0,8,1,12.5,0.48,0.06,0,0,12.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5
97,3,16,7,43.8,2,0.87,0.19,0.43,24,1,0,0,0.8,0.8,0.05,+2.2,+2.2
98,0,14,5,35.7,0.63,0.23,0,0,17.2,0,0,0,1,1,0.08,-1,-1
99,0,10,3,30,0.54,0.16,0,0,25.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
100,0,1,0,0,0.38,0,0,,20.4,0,0,0,0,0,0.01,0,0
101,1,19,9,47.4,0.81,0.38,0.05,0.11,14.7,1,0,0,1.5,1.5,0.08,-0.5,-0.5
102,0,7,3,42.9,3.18,1.36,0,0,13,0,0,0,0.8,0.8,0.12,-0.8,-0.8
103,6,29,16,55.2,1.14,0.63,0.21,0.38,14.7,0,0,0,4.8,4.8,0.17,+1.2,+1.2
104,1,16,3,18.8,0.61,0.11,0.06,0.33,15.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2
105,4,27,11,40.7,1.76,0.72,0.11,0.27,13.9,0,1,2,5.4,3.8,0.14,-1.4,-0.8
106,2,26,8,30.8,1.14,0.35,0.08,0.25,21.4,1,0,0,1.4,1.4,0.06,+0.6,+0.6
107,0,19,3,15.8,0.83,0.13,0,0,20.5,3,0,0,1,1,0.05,-1,-1
108,0,3,0,0,0.5,0,0,,23.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
109,3,19,10,52.6,1.63,0.86,0.16,0.3,19.3,2,0,0,2,2,0.11,+1.0,+1.0
110,1,1,1,100,1.73,1.73,1,1,17.3,0,0,0,0.2,0.2,0.18,+0.8,+0.8
111,1,20,4,20,0.77,0.15,0.05,0.25,17.8,0,0,0,1.5,1.5,0.07,-0.5,-0.5
112,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
113,3,27,9,33.3,1.86,0.62,0.11,0.33,12.9,0,0,0,3.7,3.7,0.14,-0.7,-0.7
114,3,46,19,41.3,3.24,1.34,0.07,0.16,20.4,0,0,0,3.7,3.7,0.08,-0.7,-0.7
115,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
116,2,21,6,28.6,1.35,0.39,0.1,0.33,18.7,0,0,0,2,2,0.1,0,0
117,1,3,1,33.3,1.29,0.43,0.33,1,13,0,0,0,0.3,0.3,0.12,+0.7,+0.7
118,1,11,4,36.4,2.12,0.77,0.09,0.25,16,0,0,0,1.1,1.1,0.1,-0.1,-0.1
119,0,7,3,42.9,3.07,1.32,0,0,17.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5
120,0,5,1,20,0.57,0.11,0,0,19.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4
121,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
122,0,8,0,0,0.87,0,0,,28.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2
123,1,5,2,40,0.91,0.37,0.2,0.5,18.5,0,0,0,0.3,0.3,0.06,+0.7,+0.7
124,0,13,1,7.7,0.91,0.07,0,0,12.4,0,0,0,1.5,1.5,0.12,-1.5,-1.5
125,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
126,0,2,1,50,1.41,0.7,0,0,12.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3
127,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
128,2,13,8,61.5,1.07,0.66,0.15,0.25,10.7,0,0,0,1.4,1.4,0.11,+0.6,+0.6
129,1,20,10,50,1.62,0.81,0.05,0.1,16.4,0,0,0,1.6,1.6,0.08,-0.6,-0.6
130,1,20,4,20,1.63,0.33,0.05,0.25,18.9,0,0,0,1.6,1.6,0.08,-0.6,-0.6
131,8,21,10,47.6,1.54,0.73,0.24,0.5,15.7,0,3,3,5.7,3.3,0.16,+2.3,+1.7
132,5,27,11,40.7,1.09,0.44,0.07,0.18,32.5,6,3,5,4.9,0.9,0.03,+0.1,+1.1
133,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
134,0,1,0,0,9,0,0,,16.3,0,0,0,0.2,0.2,0.16,-0.2,-0.2
135,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
136,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
137,1,22,5,22.7,2.07,0.47,0.05,0.2,21.1,1,0,0,1.6,1.6,0.07,-0.6,-0.6
138,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
139,6,40,15,37.5,3.28,1.23,0.13,0.33,11.8,0,1,1,5.7,4.9,0.12,+0.3,+0.1
140,0,4,2,50,0.93,0.46,0,0,20.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
141,2,32,12,37.5,2.44,0.92,0.06,0.17,17.5,0,0,0,3.5,3.5,0.11,-1.5,-1.5
142,0,14,3,21.4,1.73,0.37,0,0,27.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4
143,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
144,6,33,15,45.5,3.37,1.53,0.18,0.4,20.9,3,0,1,4.9,4.1,0.13,+1.1,+1.9
145,0,9,3,33.3,1.28,0.43,0,0,24.4,1,0,0,0.4,0.4,0.05,-0.4,-0.4
146,0,9,0,0,4.85,0,0,,11.1,0,0,0,1.7,1.7,0.19,-1.7,-1.7
147,0,7,0,0,1.69,0,0,,29.3,1,0,0,0.3,0.3,0.04,-0.3,-0.3
148,12,64,23,35.9,2.43,0.87,0.16,0.43,19.8,6,2,3,10,7.7,0.12,+2.0,+2.3
149,0,3,1,33.3,1.39,0.46,0,0,14.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3
150,1,9,5,55.6,1.27,0.71,0.11,0.2,16.3,0,0,0,0.9,0.9,0.1,+0.1,+0.1
151,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
152,1,12,5,41.7,2.33,0.97,0.08,0.2,14.3,0,0,0,0.9,0.9,0.08,+0.1,+0.1
153,0,1,0,0,10,0,0,,12.4,0,0,0,0.1,0.1,0.12,-0.1,-0.1
154,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
155,2,9,3,33.3,0.36,0.12,0.22,0.67,15.5,0,0,0,0.6,0.6,0.06,+1.4,+1.4
156,0,2,1,50,2.34,1.17,0,0,12.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
157,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
158,1,8,3,37.5,0.5,0.19,0.13,0.33,14.7,0,0,0,0.7,0.7,0.09,+0.3,+0.3
159,2,23,11,47.8,1.63,0.78,0.04,0.09,25.4,1,1,1,2.5,1.7,0.07,-0.5,-0.7
160,7,50,19,38,3.07,1.17,0.1,0.26,22.1,1,2,3,6,3.7,0.07,+1.0,+1.3
161,1,3,1,33.3,0.18,0.06,0.33,1,4.1,0,0,0,1,1,0.41,0,0
162,4,19,8,42.1,2.15,0.9,0.21,0.5,11.9,0,0,0,4.5,4.5,0.25,-0.5,-0.5
163,0,1,0,0,8.18,0,0,,29.7,0,0,0,0,0,0.02,0,0
164,0,5,0,0,0.84,0,0,,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
165,0,3,1,33.3,1.03,0.34,0,0,19.3,0,0,1,1,0.3,0.09,-1,-0.3
166,3,20,9,45,0.9,0.4,0.15,0.33,15.3,0,0,0,2.3,2.3,0.11,+0.7,+0.7
167,0,1,1,100,0.17,0.17,0,0,37.5,0,0,0,0,0,0.01,0,0
168,1,17,4,23.5,1.01,0.24,0.06,0.25,14.4,0,0,0,2,2,0.12,-1,-1
169,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
170,4,20,9,45,2.99,1.34,0.2,0.44,10.8,0,0,0,2.8,2.8,0.14,+1.2,+1.2
171,0,7,1,14.3,0.57,0.08,0,0,18.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
172,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
173,0,9,0,0,0.66,0,0,,24.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4
174,3,8,5,62.5,0.33,0.2,0.38,0.6,7.6,0,0,0,1.2,1.2,0.15,+1.8,+1.8
175,0,1,0,0,0.11,0,0,,10,0,0,0,0.1,0.1,0.08,-0.1,-0.1
176,0,2,0,0,2,0,0,,8.7,0,0,0,0.2,0.2,0.1,-0.2,-0.2
177,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
178,0,5,1,20,0.71,0.14,0,0,7.2,0,0,0,0.8,0.8,0.16,-0.8,-0.8
179,2,5,3,60,0.54,0.32,0.4,0.67,16,0,0,0,0.6,0.6,0.13,+1.4,+1.4
180,4,46,16,34.8,2.82,0.98,0.09,0.25,22.6,0,0,0,2.6,2.6,0.06,+1.4,+1.4
181,0,2,0,0,1.87,0,0,,23.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
182,4,46,13,28.3,2.39,0.67,0.09,0.31,18.1,2,0,0,4.9,4.9,0.11,-0.9,-0.9
183,0,3,0,0,0.62,0,0,,13,0,0,0,0.2,0.2,0.06,-0.2,-0.2
184,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
185,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
186,1,6,3,50,1.03,0.51,0.17,0.33,24.5,0,0,0,0.8,0.8,0.13,+0.2,+0.2
187,1,21,7,33.3,2.01,0.67,0.05,0.14,24.1,6,0,0,1.2,1.2,0.06,-0.2,-0.2
188,1,12,6,50,3.18,1.59,0.08,0.17,20.6,3,0,0,1.4,1.4,0.12,-0.4,-0.4
189,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
190,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
191,3,14,7,50,1.06,0.53,0.21,0.43,20.4,0,0,0,1.4,1.4,0.1,+1.6,+1.6
192,5,24,10,41.7,1.04,0.43,0.21,0.5,19.9,0,0,0,2.5,2.5,0.1,+2.5,+2.5
193,4,20,11,55,1.38,0.76,0.2,0.36,20,0,0,0,1.6,1.6,0.08,+2.4,+2.4
194,0,7,2,28.6,0.36,0.1,0,0,21.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4
195,0,7,1,14.3,0.35,0.05,0,0,17.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
196,0,7,2,28.6,2.19,0.62,0,0,25.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
197,0,1,0,0,0.78,0,0,,24.4,0,0,0,0,0,0.03,0,0
198,0,8,0,0,0.33,0,0,,10.4,0,0,0,0.8,0.8,0.11,-0.8,-0.8
199,0,6,1,16.7,0.23,0.04,0,0,17.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
200,1,2,2,100,0.63,0.63,0.5,0.5,5.9,0,0,0,0.4,0.4,0.22,+0.6,+0.6
201,18,90,40,44.4,3.54,1.57,0.14,0.33,14.9,1,5,6,21.3,16.5,0.19,-3.3,-3.5
202,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
203,5,57,20,35.1,2.4,0.84,0.09,0.25,16,0,0,0,6.4,6.4,0.12,-1.4,-1.4
204,3,37,14,37.8,2.95,1.12,0.08,0.21,15,1,0,1,6.4,5.6,0.15,-3.4,-2.6
205,1,25,7,28,1.83,0.51,0.04,0.14,20,0,0,0,1.8,1.8,0.07,-0.8,-0.8
206,2,20,6,30,0.96,0.29,0.1,0.33,22.5,0,0,0,1.6,1.6,0.08,+0.4,+0.4
207,3,36,11,30.6,2.35,0.72,0.08,0.27,14.8,0,0,0,3.4,3.4,0.1,-0.4,-0.4
208,0,3,1,33.3,0.54,0.18,0,0,17.5,0,0,0,0.3,0.3,0.1,-0.3,-0.3
209,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
210,2,27,5,18.5,1.8,0.33,0.07,0.4,17.3,0,0,0,2,2,0.07,0,0
211,0,2,0,0,0.53,0,0,,26.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
212,5,21,10,47.6,2.02,0.96,0.24,0.5,13.2,0,0,0,2.7,2.7,0.13,+2.3,+2.3
213,0,5,0,0,0.24,0,0,,13.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4
214,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
215,0,4,2,50,1.07,0.54,0,0,16.8,0,0,0,0.5,0.5,0.12,-0.5,-0.5
216,5,26,11,42.3,1.08,0.46,0.19,0.45,20.7,1,0,0,2.7,2.7,0.11,+2.3,+2.3
217,1,9,4,44.4,1,0.45,0.11,0.25,16.7,0,0,0,0.4,0.4,0.05,+0.6,+0.6
218,3,28,11,39.3,3.51,1.38,0.11,0.27,19.1,2,0,0,3.4,3.4,0.12,-0.4,-0.4
219,0,9,1,11.1,1.97,0.22,0,0,22.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4
220,10,58,28,48.3,2.28,1.1,0.17,0.36,16.3,0,0,0,7.6,7.6,0.13,+2.4,+2.4
221,2,25,12,48,1.37,0.66,0.08,0.17,15.2,0,0,0,2.4,2.4,0.1,-0.4,-0.4
222,0,2,0,0,1.14,0,0,,11.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
223,2,3,3,100,0.61,0.61,0.67,0.67,12.7,0,0,0,1.2,1.2,0.39,+0.8,+0.8
224,0,9,1,11.1,0.91,0.1,0,0,25.7,3,0,0,0.5,0.5,0.05,-0.5,-0.5
225,0,9,2,22.2,1.69,0.37,0,0,22.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
226,3,49,11,22.4,3.36,0.76,0.06,0.27,22.2,0,0,0,2.3,2.3,0.05,+0.7,+0.7
227,3,14,3,21.4,0.5,0.11,0.21,1,10,0,0,0,1.6,1.6,0.12,+1.4,+1.4
228,0,7,4,57.1,1.4,0.8,0,0,20.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5
229,1,10,4,40,2.26,0.9,0.1,0.25,20.2,0,0,0,0.5,0.5,0.05,+0.5,+0.5
230,0,12,3,25,0.64,0.16,0,0,13.1,0,0,0,1,1,0.09,-1,-1
231,2,20,6,30,1.82,0.55,0.1,0.33,20,1,0,0,1.1,1.1,0.05,+0.9,+0.9
232,0,2,0,0,0.26,0,0,,18,0,0,0,0.2,0.2,0.08,-0.2,-0.2
233,0,8,0,0,0.51,0,0,,8.5,0,0,0,1.6,1.6,0.2,-1.6,-1.6
234,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
235,0,4,2,50,0.7,0.35,0,0,11.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
236,0,3,0,0,0.58,0,0,,18.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3
237,6,59,17,28.8,2.57,0.74,0.1,0.35,15.9,0,0,0,6.1,6.1,0.1,-0.1,-0.1
238,1,21,6,28.6,1.15,0.33,0.05,0.17,15.7,0,0,0,1.9,1.9,0.09,-0.9,-0.9
239,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
240,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
241,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
242,0,4,0,0,6,0,0,,32.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
243,4,17,7,41.2,1.91,0.78,0.18,0.43,14.5,0,1,1,3,2.2,0.13,+1.0,+0.8
244,2,15,4,26.7,0.69,0.18,0.13,0.5,11.8,0,0,0,1.2,1.2,0.08,+0.8,+0.8
245,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
246,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
247,8,48,19,39.6,2.22,0.88,0.17,0.42,18.7,0,0,0,4,4,0.08,+4.0,+4.0
248,0,6,0,0,0.54,0,0,,15.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
249,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
250,0,2,0,0,1.08,0,0,,10.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
251,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
252,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
253,7,19,11,57.9,1.58,0.91,0.37,0.64,12,0,0,0,2.9,2.9,0.15,+4.1,+4.1
254,0,3,1,33.3,0.69,0.23,0,0,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
255,1,11,5,45.5,1.43,0.65,0.09,0.2,21.7,1,0,0,0.5,0.5,0.05,+0.5,+0.5
256,0,1,0,0,7.5,0,0,,21.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
257,6,26,8,30.8,2.15,0.66,0.04,0.13,25.3,4,5,6,6.1,1.8,0.07,-0.1,-0.8
258,0,9,1,11.1,2.28,0.25,0,0,16,1,0,0,0.7,0.7,0.08,-0.7,-0.7
259,1,8,2,25,0.36,0.09,0.13,0.5,24.3,0,0,0,0.4,0.4,0.05,+0.6,+0.6
260,0,7,2,28.6,0.36,0.1,0,0,10.4,0,0,0,0.7,0.7,0.09,-0.7,-0.7
261,0,12,1,8.3,0.69,0.06,0,0,15.6,0,0,0,0.9,0.9,0.08,-0.9,-0.9
262,0,3,1,33.3,1.38,0.46,0,0,7.3,0,0,0,0.6,0.6,0.2,-0.6,-0.6
263,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
264,1,23,6,26.1,1.17,0.3,0.04,0.17,22.7,7,0,0,1.6,1.6,0.07,-0.6,-0.6
265,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
266,4,49,16,32.7,1.96,0.64,0.08,0.25,17.7,2,0,0,5.2,5.2,0.11,-1.2,-1.2
267,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
268,0,11,6,54.5,1.53,0.83,0,0,13.3,0,0,1,2.3,1.5,0.14,-2.3,-1.5
269,0,23,2,8.7,0.91,0.08,0,0,27.3,0,0,0,0.8,0.8,0.04,-0.8,-0.8
270,4,20,7,35,2.23,0.78,0.2,0.57,19.1,0,0,0,1.8,1.8,0.09,+2.2,+2.2
271,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
