Rk,Gls.Stan,Sh.Stan,SoT.Stan,SoT%.Stan,Sh/90.Stan,SoT/90.Stan,G/Sh.Stan,G/SoT.Stan,Dist.Stan,FK.Stan,PK.Stan,PKatt.Stan,xG,npxG,npxG/Sh,G-xG,np:G-xG
817,0,16,1,6.3,0.61,0.04,0,0,15.1,1,0,0,0.7,0.7,0.04,-0.7,-0.7
818,13,48,29,60.4,2.16,1.31,0.27,0.45,13.9,1,0,0,9.1,9.1,0.19,+3.9,+3.9
819,0,31,7,22.6,1.51,0.34,0,0,16.9,0,0,0,2.6,2.6,0.09,-2.6,-2.6
820,1,26,11,42.3,2.41,1.02,0.04,0.09,23,7,0,0,1.6,1.6,0.06,-0.6,-0.6
821,0,2,0,0,5.14,0,0,,29.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
822,12,36,17,47.2,1.84,0.87,0.33,0.71,11,0,0,1,8.1,7.2,0.2,+3.9,+4.8
823,2,15,6,40,0.97,0.39,0.13,0.33,16.1,0,0,0,1.6,1.6,0.11,+0.4,+0.4
824,7,49,20,40.8,3.63,1.48,0.14,0.35,11,0,0,0,7.2,7.2,0.16,-0.2,-0.2
825,3,35,11,31.4,1.37,0.43,0.09,0.27,17.1,0,0,0,2.5,2.5,0.07,+0.5,+0.5
826,0,11,1,9.1,0.99,0.09,0,0,25.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3
827,1,25,8,32,1.5,0.48,0.04,0.13,18.7,3,0,0,2.9,2.9,0.11,-1.9,-1.9
828,0,2,0,0,0.1,0,0,,9,0,0,0,0.2,0.2,0.1,-0.2,-0.2
829,0,6,1,16.7,0.97,0.16,0,0,17.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
830,2,6,2,33.3,0.9,0.3,0.33,1,14.6,0,0,0,1.2,1.2,0.2,+0.8,+0.8
831,0,15,5,33.3,1.38,0.46,0,0,24.4,2,0,0,0.6,0.6,0.04,-0.6,-0.6
832,0,14,1,7.1,0.54,0.04,0,0,33.4,0,0,0,0.9,0.9,0.06,-0.9,-0.9
833,0,6,3,50,0.64,0.32,0,0,10.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5
834,0,1,0,0,0.39,0,0,,33.2,1,0,0,0,0,0.03,0,0
835,0,4,0,0,0.26,0,0,,8.1,0,0,0,0.4,0.4,0.1,-0.4,-0.4
836,0,15,1,6.7,0.73,0.05,0,0,21.3,0,0,0,0.6,0.6,0.04,-0.6,-0.6
837,0,1,1,100,0.11,0.11,0,0,3.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2
838,2,15,6,40,1.32,0.53,0.13,0.33,26.8,2,0,0,0.5,0.5,0.04,+1.5,+1.5
839,5,48,16,33.3,2.25,0.75,0.1,0.31,22.5,10,0,0,4.2,4.2,0.09,+0.8,+0.8
840,0,3,1,33.3,0.77,0.26,0,0,17.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
841,3,28,9,32.1,2.45,0.79,0.11,0.33,19.4,1,0,0,1.8,1.8,0.07,+1.2,+1.2
842,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
843,0,13,3,23.1,0.6,0.14,0,0,19.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5
844,0,3,2,66.7,1.21,0.8,0,0,13.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2
845,1,10,3,30,0.74,0.22,0.1,0.33,18,0,0,0,0.7,0.7,0.07,+0.3,+0.3
846,0,8,2,25,0.35,0.09,0,0,12.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
847,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
848,2,10,5,50,0.8,0.4,0.2,0.4,22.1,0,0,0,0.6,0.6,0.06,+1.4,+1.4
849,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
850,1,12,7,58.3,1.71,1,0.08,0.14,17.8,0,0,0,1.3,1.3,0.11,-0.3,-0.3
851,0,5,2,40,1.5,0.6,0,0,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
852,2,18,4,22.2,2.99,0.66,0.06,0.25,16.5,0,1,1,2.6,1.9,0.1,-0.6,-0.9
853,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
854,0,8,0,0,0.5,0,0,,14.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6
855,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
856,1,13,4,30.8,1.25,0.38,0.08,0.25,17.1,0,0,0,2,2,0.15,-1,-1
857,4,48,12,25,3.99,1,0.08,0.33,14.6,2,0,0,6.3,6.3,0.15,-2.3,-2.3
858,0,6,3,50,0.97,0.48,0,0,22.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4
859,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
860,1,11,2,18.2,0.92,0.17,0.09,0.5,10.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3
861,0,6,0,0,1.06,0,0,,20.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
862,0,1,0,0,0.24,0,0,,3.5,0,0,0,0.2,0.2,0.2,-0.2,-0.2
863,2,24,6,25,2.25,0.56,0.04,0.17,21.5,9,1,1,2.4,1.6,0.07,-0.4,-0.6
864,0,7,1,14.3,0.78,0.11,0,0,11.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
865,0,1,0,0,0.46,0,0,,10.6,0,0,0,0,0,0.03,0,0
866,0,2,1,50,0.15,0.07,0,0,10.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2
867,2,36,13,36.1,4.28,1.55,0.06,0.15,18.3,2,0,0,3.6,3.6,0.1,-1.6,-1.6
868,4,26,12,46.2,3.6,1.66,0.15,0.33,18.9,1,0,0,2.8,2.8,0.11,+1.2,+1.2
869,0,2,1,50,0.18,0.09,0,0,9.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
870,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
871,4,21,10,47.6,3.36,1.6,0.19,0.4,15.7,0,0,0,3.3,3.3,0.16,+0.7,+0.7
872,4,30,11,36.7,1.6,0.59,0.13,0.36,13.7,0,0,0,3.4,3.4,0.11,+0.6,+0.6
873,5,59,20,33.9,2.11,0.71,0.07,0.2,21,3,1,1,5.7,4.9,0.08,-0.7,-0.9
874,0,11,2,18.2,0.53,0.1,0,0,23.5,2,0,0,0.5,0.5,0.05,-0.5,-0.5
875,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
876,3,14,7,50,0.87,0.44,0.14,0.29,12.4,0,1,1,2.5,1.8,0.13,+0.5,+0.2
877,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
878,1,13,4,30.8,2.87,0.88,0.08,0.25,15.5,0,0,0,1.1,1.1,0.09,-0.1,-0.1
879,0,12,1,8.3,1.21,0.1,0,0,23.7,1,0,0,0.6,0.6,0.05,-0.6,-0.6
880,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
881,1,8,1,12.5,0.43,0.05,0.13,1,14.4,0,0,0,0.5,0.5,0.06,+0.5,+0.5
882,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
883,0,4,0,0,0.29,0,0,,23.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
884,0,5,0,0,0.52,0,0,,20,0,0,0,0.2,0.2,0.04,-0.2,-0.2
885,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
886,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
887,0,10,1,10,0.43,0.04,0,0,24.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3
888,1,7,0,0,0.63,0,0,,18.3,0,1,1,1.3,0.5,0.07,-0.3,-0.5
889,0,1,0,0,1.91,0,0,,20.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
890,9,36,22,61.1,2.87,1.75,0.25,0.41,12.7,0,0,0,4.7,4.7,0.13,+4.3,+4.3
891,1,1,1,100,0.09,0.09,1,1,10.9,0,0,0,0.1,0.1,0.07,+0.9,+0.9
892,0,3,1,33.3,0.59,0.2,0,0,19.8,0,0,0,0.3,0.3,0.12,-0.3,-0.3
893,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
894,0,2,1,50,0.35,0.18,0,0,24.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
895,4,43,17,39.5,2.53,1,0.09,0.24,23.5,6,0,0,3.1,3.1,0.07,+0.9,+0.9
896,0,3,0,0,1.93,0,0,,8.9,0,0,0,0.6,0.6,0.21,-0.6,-0.6
897,9,35,19,54.3,2.24,1.22,0.26,0.47,14.6,1,0,0,4.8,4.8,0.14,+4.2,+4.2
898,0,3,1,33.3,4.43,1.48,0,0,19.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
899,4,64,18,28.1,2.36,0.66,0.05,0.17,19.6,0,1,2,7.4,5.8,0.09,-3.4,-2.8
900,0,2,1,50,1,0.5,0,0,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
901,1,6,2,33.3,0.74,0.25,0.17,0.5,11.4,0,0,0,0.7,0.7,0.12,+0.3,+0.3
902,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
903,2,31,7,22.6,1.18,0.27,0.06,0.29,22.4,1,0,0,2.2,2.2,0.07,-0.2,-0.2
904,0,1,0,0,0.07,0,0,,15.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
905,1,12,2,16.7,0.53,0.09,0.08,0.5,13.1,0,0,0,1.3,1.3,0.12,-0.3,-0.3
906,1,18,5,27.8,1.47,0.41,0.06,0.2,23.3,0,0,0,1,1,0.05,0,0
907,6,18,9,50,1.3,0.65,0.22,0.44,17.4,0,2,2,4.6,3.1,0.17,+1.4,+0.9
908,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
909,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
910,2,12,5,41.7,1.01,0.42,0.17,0.4,20.8,2,0,0,0.7,0.7,0.06,+1.3,+1.3
911,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
912,0,3,2,66.7,1.51,1.01,0,0,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
913,0,2,0,0,0.15,0,0,,9.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
914,1,10,4,40,0.67,0.27,0.1,0.25,12.5,0,0,0,0.8,0.8,0.08,+0.2,+0.2
915,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
916,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
917,0,2,2,100,0.79,0.79,0,0,11.6,0,0,0,0.3,0.3,0.13,-0.3,-0.3
918,3,23,5,21.7,0.94,0.2,0.09,0.4,20.8,1,1,1,2.3,1.5,0.07,+0.7,+0.5
919,0,6,1,16.7,1.73,0.29,0,0,16.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
920,6,48,20,41.7,1.86,0.78,0.13,0.3,14.6,0,0,0,5.6,5.6,0.12,+0.4,+0.4
921,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
922,2,24,5,20.8,2.13,0.44,0.08,0.4,19.3,0,0,0,1.9,1.9,0.08,+0.1,+0.1
923,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
924,0,1,0,0,0.08,0,0,,14.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
925,0,8,1,12.5,0.36,0.04,0,0,20,0,0,0,0.4,0.4,0.05,-0.4,-0.4
926,0,22,7,31.8,2.66,0.85,0,0,16,0,0,0,1.4,1.4,0.07,-1.4,-1.4
927,0,4,1,25,0.18,0.05,0,0,26.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3
928,1,7,3,42.9,0.65,0.28,0.14,0.33,13.5,0,0,0,0.6,0.6,0.09,+0.4,+0.4
929,8,31,16,51.6,1.34,0.69,0.26,0.5,11.4,0,0,0,6.9,6.9,0.22,+1.1,+1.1
930,4,36,10,27.8,2.02,0.56,0.08,0.3,18.9,0,1,1,3.1,2.4,0.07,+0.9,+0.6
931,1,10,6,60,1.62,0.97,0.1,0.17,15,0,0,0,1.1,1.1,0.11,-0.1,-0.1
932,0,8,4,50,1.37,0.69,0,0,18.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6
933,16,73,31,42.5,2.86,1.21,0.15,0.35,16.1,0,5,5,12.6,8.4,0.12,+3.4,+2.6
934,0,1,0,0,0.15,0,0,,19.8,0,0,0,0,0,0.04,0,0
935,6,57,23,40.4,3.19,1.29,0.11,0.26,19.6,4,0,0,6.1,6.1,0.11,-0.1,-0.1
936,0,3,1,33.3,6.75,2.25,0,0,17.5,0,0,0,0.3,0.3,0.11,-0.3,-0.3
937,0,11,2,18.2,2.26,0.41,0,0,14.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6
938,1,15,4,26.7,2.87,0.76,0.07,0.25,16.6,0,0,0,1.5,1.5,0.1,-0.5,-0.5
939,4,22,6,27.3,2.35,0.64,0.18,0.67,13.5,0,0,0,2.9,2.9,0.13,+1.1,+1.1
940,0,8,0,0,0.3,0,0,,23.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4
941,0,8,2,25,0.37,0.09,0,0,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
942,0,1,0,0,0.43,0,0,,13.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
943,1,18,7,38.9,1.52,0.59,0.06,0.14,18.2,0,0,0,1.4,1.4,0.08,-0.4,-0.4
944,0,5,1,20,0.25,0.05,0,0,26.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
945,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
946,0,7,1,14.3,0.5,0.07,0,0,30,0,0,0,0.1,0.1,0.02,-0.1,-0.1
947,8,40,21,52.5,1.91,1,0.2,0.38,12.9,0,0,1,6.6,5.7,0.14,+1.4,+2.3
948,0,7,3,42.9,0.33,0.14,0,0,25.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3
949,4,24,10,41.7,1.79,0.75,0.17,0.4,12.9,0,0,0,2.3,2.3,0.1,+1.7,+1.7
950,0,1,0,0,1.53,0,0,,23.1,0,0,0,0,0,0.05,0,0
951,0,9,3,33.3,3.42,1.14,0,0,20.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5
952,1,29,14,48.3,1.19,0.58,0.03,0.07,23.7,3,0,0,1.5,1.5,0.05,-0.5,-0.5
953,4,36,16,44.4,1.5,0.67,0.11,0.25,17.7,0,0,0,2.6,2.6,0.07,+1.4,+1.4
954,1,8,3,37.5,1.08,0.41,0.13,0.33,20.9,0,0,0,0.7,0.7,0.09,+0.3,+0.3
955,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
956,0,6,0,0,0.51,0,0,,17.4,0,0,0,0.5,0.5,0.08,-0.5,-0.5
957,2,12,3,25,0.51,0.13,0.17,0.67,10.1,0,0,0,0.5,0.5,0.05,+1.5,+1.5
958,1,5,1,20,0.41,0.08,0.2,1,7.5,0,0,0,1.5,1.5,0.3,-0.5,-0.5
959,1,22,7,31.8,0.79,0.25,0.05,0.14,29.4,0,0,0,0.7,0.7,0.03,+0.3,+0.3
960,2,37,6,16.2,4.57,0.74,0.05,0.33,15,0,0,0,3.2,3.2,0.09,-1.2,-1.2
961,1,17,3,17.6,1.88,0.33,0.06,0.33,18.2,1,0,0,1.7,1.7,0.1,-0.7,-0.7
962,0,4,1,25,0.23,0.06,0,0,13.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
963,2,16,6,37.5,3.18,1.19,0.13,0.33,16.1,0,0,0,1.6,1.6,0.1,+0.4,+0.4
964,0,3,1,33.3,1.5,0.5,0,0,20.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
965,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
966,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
967,0,2,0,0,5,0,0,,10.7,0,0,0,0.4,0.4,0.21,-0.4,-0.4
968,3,16,8,50,0.76,0.38,0.19,0.38,25.9,1,0,0,0.8,0.8,0.05,+2.2,+2.2
969,0,7,1,14.3,0.77,0.11,0,0,17.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
970,1,20,5,25,0.96,0.24,0.05,0.2,16.1,0,0,0,2.3,2.3,0.11,-1.3,-1.3
971,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
972,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
973,1,5,3,60,0.28,0.17,0.2,0.33,24.7,0,0,0,0.2,0.2,0.03,+0.8,+0.8
974,0,10,2,20,4.25,0.85,0,0,23.5,1,0,0,0.8,0.8,0.08,-0.8,-0.8
975,0,8,0,0,0.3,0,0,,22.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5
976,0,3,1,33.3,1.13,0.37,0,0,13.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4
977,6,24,13,54.2,1.41,0.76,0.25,0.46,12.3,0,0,0,4.7,4.7,0.19,+1.3,+1.3
978,2,19,6,31.6,2.64,0.83,0.11,0.33,12.7,0,0,0,2.5,2.5,0.13,-0.5,-0.5
979,2,9,6,66.7,1.94,1.29,0.22,0.33,15.8,0,0,0,0.8,0.8,0.09,+1.2,+1.2
980,0,3,1,33.3,4.91,1.64,0,0,21.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2
981,1,5,1,20,0.74,0.15,0.2,1,18.1,0,0,0,0.5,0.5,0.1,+0.5,+0.5
982,0,1,1,100,0.9,0.9,0,0,19.2,0,0,0,0,0,0.05,0,0
983,0,1,0,0,0.22,0,0,,24.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
984,0,3,1,33.3,1.5,0.5,0,0,11.5,0,0,0,0.7,0.7,0.24,-0.7,-0.7
985,2,47,14,29.8,1.87,0.56,0.04,0.14,19.6,3,0,0,3.7,3.7,0.08,-1.7,-1.7
986,0,19,3,15.8,1.33,0.21,0,0,19.6,1,0,0,1.1,1.1,0.06,-1.1,-1.1
987,2,10,3,30,0.58,0.17,0.2,0.67,8.4,0,0,0,2.3,2.3,0.23,-0.3,-0.3
988,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
989,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
990,0,10,2,20,0.49,0.1,0,0,19.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5
991,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
992,0,2,0,0,1.1,0,0,,17.1,0,0,0,0.2,0.2,0.11,-0.2,-0.2
993,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
994,0,1,0,0,0.66,0,0,,27.7,0,0,0,0,0,0.02,0,0
995,3,14,7,50,0.52,0.26,0.21,0.43,12.5,0,0,0,1.2,1.2,0.09,+1.8,+1.8
996,1,18,3,16.7,0.63,0.11,0.06,0.33,19.1,1,0,0,0.9,0.9,0.05,+0.1,+0.1
997,8,65,22,33.8,3.5,1.18,0.11,0.32,12.1,3,1,1,9.3,8.6,0.13,-1.3,-1.6
998,9,61,27,44.3,3.83,1.7,0.13,0.3,16.2,1,1,1,7.9,7.1,0.12,+1.1,+0.9
999,2,17,7,41.2,1.4,0.58,0.12,0.29,18.5,0,0,0,1.4,1.4,0.08,+0.6,+0.6
1000,0,5,0,0,0.7,0,0,,13.6,0,0,0,1.2,1.2,0.23,-1.2,-1.2
1001,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1002,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1003,6,43,21,48.8,1.89,0.92,0.14,0.29,19.1,2,0,0,4.4,4.4,0.1,+1.6,+1.6
1004,1,12,3,25,0.83,0.21,0.08,0.33,22.6,0,0,0,0.5,0.5,0.04,+0.5,+0.5
1005,2,44,14,31.8,1.73,0.55,0.02,0.07,23.6,3,1,1,3.8,3,0.07,-1.8,-2
1006,1,3,1,33.3,1.08,0.36,0.33,1,21.9,0,0,0,0.2,0.2,0.09,+0.8,+0.8
1007,0,1,1,100,0.18,0.18,0,0,11.7,0,0,0,0,0,0.04,0,0
1008,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1009,0,5,1,20,0.33,0.07,0,0,23,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1010,0,3,0,0,2.5,0,0,,18.9,1,0,0,0.2,0.2,0.07,-0.2,-0.2
1011,1,14,6,42.9,0.57,0.25,0.07,0.17,22.6,0,0,0,1.1,1.1,0.08,-0.1,-0.1
1012,0,16,6,37.5,2.15,0.81,0,0,22.1,0,0,0,1.1,1.1,0.07,-1.1,-1.1
1013,0,6,2,33.3,0.32,0.11,0,0,13.1,0,0,0,0.7,0.7,0.12,-0.7,-0.7
1014,0,4,0,0,2.29,0,0,,20,0,0,0,0.3,0.3,0.06,-0.3,-0.3
1015,1,5,1,20,0.44,0.09,0.2,1,23.1,0,0,0,0.5,0.5,0.09,+0.5,+0.5
1016,0,6,0,0,0.56,0,0,,12.8,0,0,0,0.8,0.8,0.13,-0.8,-0.8
1017,0,6,2,33.3,0.41,0.14,0,0,9,0,0,0,0.9,0.9,0.14,-0.9,-0.9
1018,0,4,0,0,0.41,0,0,,19,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1019,1,16,3,18.8,0.72,0.13,0.06,0.33,16.6,0,0,0,1.3,1.3,0.08,-0.3,-0.3
1020,4,35,11,31.4,3.37,1.06,0.06,0.18,17,0,2,2,4.6,3.3,0.09,-0.6,-1.3
1021,1,9,2,22.2,1.04,0.23,0.11,0.5,16.6,0,0,0,0.8,0.8,0.09,+0.2,+0.2
1022,0,10,2,20,0.46,0.09,0,0,11.3,0,0,0,0.9,0.9,0.09,-0.9,-0.9
1023,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1024,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1025,0,4,0,0,1.39,0,0,,16.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4
1026,3,26,16,61.5,2.14,1.32,0.12,0.19,16.6,1,0,0,3.3,3.3,0.13,-0.3,-0.3
1027,3,37,12,32.4,2.33,0.75,0.08,0.25,16.9,0,0,0,4.6,4.6,0.12,-1.6,-1.6
1028,0,9,0,0,0.69,0,0,,23.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
1029,2,19,4,21.1,2.14,0.45,0.11,0.5,12.3,0,0,0,2.1,2.1,0.11,-0.1,-0.1
1030,2,18,6,33.3,0.74,0.25,0.11,0.33,18.3,0,0,0,2.1,2.1,0.12,-0.1,-0.1
1031,0,5,2,40,1.99,0.8,0,0,12.5,0,0,0,0.6,0.6,0.12,-0.6,-0.6
1032,10,51,23,45.1,2.52,1.14,0.2,0.43,13.7,0,0,0,8.5,8.5,0.17,+1.5,+1.5
1033,0,14,4,28.6,0.56,0.16,0,0,15.4,0,0,0,1.4,1.4,0.1,-1.4,-1.4
1034,1,5,1,20,0.21,0.04,0.2,1,14.1,0,0,0,0.8,0.8,0.16,+0.2,+0.2
1035,1,4,1,25,0.91,0.23,0.25,1,11.6,0,0,0,0.7,0.7,0.22,+0.3,+0.3
1036,0,6,2,33.3,0.89,0.3,0,0,16.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
1037,0,9,2,22.2,2.4,0.53,0,0,19.1,0,0,0,0.8,0.8,0.09,-0.8,-0.8
1038,0,1,0,0,0.3,0,0,,26.5,0,0,0,0,0,0.01,0,0
1039,0,8,1,12.5,0.69,0.09,0,0,18.3,1,0,0,0.8,0.8,0.1,-0.8,-0.8
1040,4,47,19,40.4,1.93,0.78,0.04,0.11,20,7,2,2,5.3,3.8,0.08,-1.3,-1.8
1041,0,3,0,0,10.8,0,0,,28.5,2,0,0,0.2,0.2,0.06,-0.2,-0.2
1042,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1043,5,33,12,36.4,1.74,0.63,0.15,0.42,14.6,0,0,0,4.1,4.1,0.12,+0.9,+0.9
1044,1,11,2,18.2,2.92,0.53,0.09,0.5,24.3,5,0,0,0.6,0.6,0.06,+0.4,+0.4
1045,8,59,32,54.2,2.84,1.54,0.14,0.25,15,1,0,0,8.6,8.6,0.15,-0.6,-0.6
1046,0,1,1,100,0.29,0.29,0,0,10.8,0,0,0,0.1,0.1,0.11,-0.1,-0.1
1047,0,3,2,66.7,0.43,0.29,0,0,23.1,1,0,0,0.2,0.2,0.07,-0.2,-0.2
1048,9,73,28,38.4,3.35,1.29,0.12,0.32,18.4,4,0,0,7.3,7.3,0.1,+1.7,+1.7
1049,13,45,19,42.2,2.21,0.93,0.16,0.37,22.9,12,6,7,8.2,2.6,0.06,+4.8,+4.4
1050,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1051,1,3,1,33.3,0.18,0.06,0.33,1,28.1,0,0,0,0.1,0.1,0.03,+0.9,+0.9
1052,6,28,12,42.9,1.03,0.44,0.21,0.5,16.3,0,0,0,4.3,4.3,0.15,+1.7,+1.7
1053,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1054,0,5,1,20,0.34,0.07,0,0,25.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1055,0,2,0,0,0.19,0,0,,32.1,0,0,0,0,0,0.02,0,0
1056,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1057,1,7,3,42.9,0.65,0.28,0.14,0.33,23.5,1,0,0,0.2,0.2,0.03,+0.8,+0.8
1058,0,11,3,27.3,1.97,0.54,0,0,17.7,0,0,0,1,1,0.09,-1,-1
1059,2,15,7,46.7,2.43,1.14,0.13,0.29,18.2,0,0,0,1.7,1.7,0.11,+0.3,+0.3
1060,3,33,8,24.2,1.39,0.34,0.09,0.38,25.8,3,0,0,1.7,1.7,0.05,+1.3,+1.3
1061,0,6,1,16.7,0.88,0.15,0,0,22.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4
1062,1,19,6,31.6,2.42,0.76,0.05,0.17,18.4,1,0,0,1.2,1.2,0.06,-0.2,-0.2
1063,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1064,1,9,5,55.6,0.31,0.17,0.11,0.2,8.8,0,0,0,0.9,0.9,0.1,+0.1,+0.1
1065,2,23,5,21.7,1.12,0.24,0.04,0.2,16.8,0,1,1,3.2,2.4,0.11,-1.2,-1.4
1066,3,25,12,48,1.22,0.59,0.12,0.25,20.1,5,0,0,2,2,0.08,+1.0,+1.0
1067,2,20,11,55,1.54,0.85,0.1,0.18,11.6,0,0,0,2.4,2.4,0.12,-0.4,-0.4
1068,0,1,0,0,0.47,0,0,,23.7,0,0,0,0,0,0.03,0,0
1069,0,10,2,20,1.43,0.29,0,0,20.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
1070,1,8,4,50,1.46,0.73,0.13,0.25,16.8,0,0,0,0.7,0.7,0.09,+0.3,+0.3
1071,1,3,1,33.3,0.42,0.14,0.33,1,14.5,0,0,0,0.2,0.2,0.08,+0.8,+0.8
1072,0,8,1,12.5,0.93,0.12,0,0,27.1,2,0,0,0.2,0.2,0.03,-0.2,-0.2
1073,1,3,1,33.3,0.17,0.06,0,0,22.7,0,1,1,1.1,0.3,0.1,-0.1,-0.3
1074,3,20,6,30,0.93,0.28,0.15,0.5,20.5,0,0,0,1.6,1.6,0.08,+1.4,+1.4
1075,0,2,1,50,7.83,3.91,0,0,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1076,7,32,12,37.5,2.69,1.01,0.19,0.5,16.2,1,1,1,6.4,5.6,0.18,+0.6,+0.4
1077,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1078,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1079,0,1,0,0,0.2,0,0,,7.2,0,0,0,0.1,0.1,0.14,-0.1,-0.1
1080,0,26,9,34.6,1.2,0.42,0,0,27,4,0,0,0.9,0.9,0.03,-0.9,-0.9
1081,1,8,3,37.5,0.39,0.15,0.13,0.33,12.7,0,0,0,0.6,0.6,0.08,+0.4,+0.4
1082,4,46,15,32.6,2.14,0.7,0.09,0.27,18,4,0,0,5.8,5.8,0.13,-1.8,-1.8
