,Tota,Tota,Tota,Tota,Tota,Shor,Shor,Shor,Medi,Medi,Medi,Long,Long,Long,,,,,,,,,,
Rk,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1413,1173,1485,79,21632,7362,510,578,88.2,492,575,85.6,132,249,53,1,5.3,5.3,-4.3,48,154,37,12,162,Matches
1414,494,552,89.5,10681,4527,133,140,95,276,288,95.8,81,112,72.3,1,0.2,0.4,+0.8,2,24,1,0,31,Matches
1415,977,1182,82.7,18518,6759,359,400,89.8,493,561,87.9,108,174,62.1,1,1.1,0.2,-0.1,5,47,3,1,53,Matches
1416,1007,1621,62.1,19966,7472,392,501,78.2,434,637,68.1,157,348,45.1,9,9.2,9.7,-0.2,87,80,53,43,101,Matches
1417,1365,1559,87.6,22231,5444,661,734,90.1,554,599,92.5,99,132,75,2,1.9,2.5,+0.1,20,143,21,3,170,Matches
1418,1429,1652,86.5,25051,11180,630,688,91.6,634,683,92.8,131,219,59.8,1,1.3,0.4,-0.3,11,91,6,0,80,Matches
1419,1894,2153,88,34950,12876,758,821,92.3,887,955,92.9,218,319,68.3,1,2.3,2.2,-1.3,17,121,13,5,168,Matches
1420,8,13,61.5,123,20,3,4,75,4,5,80,0,1,0,0,0,0,0,0,1,0,0,0,Matches
1421,938,1156,81.1,19115,6700,255,314,81.2,556,628,88.5,115,176,65.3,0,0.1,0.3,-0.1,2,32,2,0,47,Matches
1422,656,804,81.6,10088,2834,338,390,86.7,253,308,82.1,36,58,62.1,1,0.8,1,+0.2,5,44,3,1,54,Matches
1423,1061,1203,88.2,17022,4072,537,580,92.6,405,453,89.4,77,106,72.6,5,3.2,3,+1.8,27,127,23,1,135,Matches
1424,455,597,76.2,7361,1947,228,274,83.2,173,208,83.2,37,69,53.6,3,1.4,1,+1.6,17,40,11,0,60,Matches
1425,551,780,70.6,8120,3587,292,348,83.9,203,287,70.7,24,78,30.8,1,1,0.8,0,6,35,7,1,50,Matches
1426,0,2,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,Matches
1427,829,1064,77.9,12200,2869,474,554,85.6,272,342,79.5,49,82,59.8,9,8,7.4,+1.0,41,66,42,10,134,Matches
1428,372,473,78.6,5435,1954,206,242,85.1,133,163,81.6,16,29,55.2,0,0.3,0.5,-0.3,3,29,5,1,46,Matches
1429,65,106,61.3,881,252,37,56,66.1,17,26,65.4,5,10,50,1,0.6,0.3,+0.4,5,6,2,1,8,Matches
1430,1,1,100,9,8,1,1,100,0,0,,0,0,,0,0,0,0,0,1,0,0,0,Matches
1431,2068,2259,91.5,38606,12144,904,934,96.8,790,834,94.7,311,396,78.5,3,3.2,4,-0.2,51,278,32,2,277,Matches
1432,199,299,66.6,2707,736,113,138,81.9,55,83,66.3,11,27,40.7,2,1.3,1.6,+0.7,11,12,11,3,19,Matches
1433,759,1073,70.7,21441,14060,104,105,99,370,382,96.9,284,583,48.7,0,0.6,0.5,-0.6,1,7,1,0,1,Matches
1434,466,562,82.9,6609,1676,278,316,88,159,183,86.9,13,26,50,1,1.7,0.8,-0.7,17,32,15,1,48,Matches
1435,362,506,71.5,6087,1151,176,235,74.9,131,166,78.9,38,57,66.7,1,1.8,2.3,-0.8,16,25,18,5,49,Matches
1436,349,496,70.4,6555,1844,140,178,78.7,148,188,78.7,50,97,51.5,4,4.1,2.9,-0.1,26,33,21,6,62,Matches
1437,898,1238,72.5,16352,5329,359,432,83.1,388,510,76.1,115,220,52.3,0,1,1.5,-1,14,71,21,8,89,Matches
1438,349,504,69.2,5067,1876,197,238,82.8,106,152,69.7,25,49,51,0,3,2.8,-3,32,33,23,5,68,Matches
1439,485,713,68,7757,2545,244,322,75.8,176,247,71.3,39,76,51.3,1,0.9,1.2,+0.1,10,41,7,4,60,Matches
1440,3,7,42.9,30,0,3,5,60,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
1441,404,486,83.1,5431,1144,259,287,90.2,107,127,84.3,17,24,70.8,8,3.4,2.7,+4.6,25,15,24,5,35,Matches
1442,194,243,79.8,2683,641,119,135,88.1,51,63,81,12,16,75,3,1.2,1.4,+1.8,10,17,12,2,24,Matches
1443,544,633,85.9,10848,3587,171,196,87.2,306,329,93,62,87,71.3,0,0.1,0.1,-0.1,3,20,0,0,31,Matches
1444,371,498,74.5,6178,1921,188,234,80.3,137,178,77,33,56,58.9,0,0.3,0.6,-0.3,6,38,8,3,58,Matches
1445,995,1223,81.4,15874,6753,543,615,88.3,348,424,82.1,77,127,60.6,0,1.8,1.5,-1.8,17,85,22,13,106,Matches
1446,65,94,69.1,893,218,42,57,73.7,14,18,77.8,5,10,50,1,1.1,0.5,-0.1,11,5,2,0,7,Matches
1447,1045,1282,81.5,16080,6013,550,598,92,390,459,85,68,156,43.6,5,4.5,2.7,+0.5,36,57,26,16,62,Matches
1448,63,105,60,763,163,47,62,75.8,12,27,44.4,2,4,50,0,0.5,0.2,-0.5,8,5,1,0,7,Matches
1449,57,97,58.8,776,245,30,52,57.7,14,21,66.7,4,4,100,0,0.5,0.5,-0.5,4,2,2,0,7,Matches
1450,424,663,64,5967,1337,260,346,75.1,123,207,59.4,20,32,62.5,8,5.1,4.4,+2.9,37,27,29,11,54,Matches
1451,343,455,75.4,4595,1048,215,264,81.4,89,117,76.1,12,21,57.1,7,3,1.8,+4.0,29,30,19,1,52,Matches
1452,326,424,76.9,5320,1775,151,179,84.4,132,161,82,28,48,58.3,0,0.3,0.2,-0.3,3,16,0,0,27,Matches
1453,53,78,67.9,1062,558,18,24,75,26,34,76.5,8,16,50,1,0.4,0,+0.6,2,4,0,0,4,Matches
1454,1240,1538,80.6,25668,9563,353,421,83.8,716,794,90.2,163,269,60.6,0,0.9,1.1,-0.9,7,79,8,0,117,Matches
1455,684,1114,61.4,22491,18197,86,87,98.9,296,301,98.3,301,722,41.7,0,0,0.1,0,0,22,0,0,0,Matches
1456,930,1246,74.6,21654,9853,241,284,84.9,492,580,84.8,193,353,54.7,2,0.9,0.4,+1.1,5,75,6,0,72,Matches
1457,564,714,79,8498,2331,318,364,87.4,184,219,84,32,56,57.1,4,2.4,2.2,+1.6,18,50,11,2,64,Matches
1458,544,736,73.9,8229,3429,300,361,83.1,203,268,75.7,24,52,46.2,2,2.1,2.5,-0.1,12,41,12,4,58,Matches
1459,43,56,76.8,527,103,30,35,85.7,10,14,71.4,1,1,100,0,0.4,0.6,-0.4,3,1,1,0,3,Matches
1460,836,962,86.9,11641,2793,502,552,90.9,265,288,92,28,53,52.8,1,0.9,1,+0.1,8,58,17,1,76,Matches
1461,358,443,80.8,7885,2221,81,104,77.9,217,247,87.9,57,82,69.5,0,0,0.1,0,1,13,0,0,19,Matches
1462,410,487,84.2,5862,1242,231,261,88.5,132,149,88.6,22,27,81.5,2,1.7,1.8,+0.3,21,25,14,0,62,Matches
1463,388,542,71.6,5427,1020,219,291,75.3,124,159,78,17,24,70.8,5,4.1,2.5,+0.9,31,31,14,1,55,Matches
1464,126,178,70.8,1538,198,80,97,82.5,29,44,65.9,4,7,57.1,0,0.3,0.8,-0.3,5,8,1,1,6,Matches
1465,12,20,60,155,55,7,10,70,4,7,57.1,0,0,,0,0,0,0,0,2,1,0,3,Matches
1466,83,135,61.5,1047,295,49,73,67.1,26,40,65,1,1,100,0,0.1,0.3,-0.1,2,12,2,0,16,Matches
1467,593,770,77,8281,1729,373,416,89.7,186,252,73.8,19,50,38,2,2.6,2.9,-0.6,21,26,24,15,36,Matches
1468,1118,1237,90.4,16115,3945,642,678,94.7,372,407,91.4,52,77,67.5,3,2.4,2.5,+0.6,23,87,22,3,119,Matches
1469,2782,2940,94.6,53607,17549,933,966,96.6,1575,1624,97,251,316,79.4,0,0.6,1.3,-0.6,9,309,9,2,271,Matches
1470,1223,1454,84.1,27396,11254,303,335,90.4,651,708,91.9,254,362,70.2,0,0.5,0.6,-0.5,5,81,8,0,82,Matches
1471,128,163,78.5,1932,590,80,90,88.9,33,42,78.6,10,20,50,0,0.1,0.4,-0.1,3,5,6,5,14,Matches
1472,179,273,65.6,2677,657,103,132,78,45,70,64.3,15,22,68.2,4,2.1,1.2,+1.9,15,10,13,2,28,Matches
1473,516,696,74.1,10069,3526,133,184,72.3,331,392,84.4,43,95,45.3,0,0.4,0.5,-0.4,4,20,1,0,18,Matches
1474,107,182,58.8,1452,355,71,104,68.3,21,38,55.3,6,12,50,0,0.4,1.4,-0.4,7,7,7,6,7,Matches
1475,345,416,82.9,6011,1702,162,184,88,135,155,87.1,38,54,70.4,1,1.1,0.8,-0.1,8,26,6,2,34,Matches
1476,4,5,80,49,0,3,3,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
1477,230,314,73.2,4097,1497,125,142,88,77,111,69.4,24,46,52.2,1,0.5,0.2,+0.5,3,21,3,1,29,Matches
1478,553,710,77.9,8121,2113,318,376,84.6,168,215,78.1,35,52,67.3,2,4,4.1,-2,41,43,27,9,66,Matches
1479,1077,1540,69.9,16904,8100,557,674,82.6,428,584,73.3,65,155,41.9,7,6.3,5.4,+0.7,44,100,55,14,174,Matches
1480,859,1014,84.7,11935,3467,507,554,91.5,269,324,83,32,54,59.3,3,2.1,2.1,+0.9,13,50,15,6,50,Matches
1481,12,16,75,113,15,7,10,70,2,2,100,0,0,,0,0,0,0,0,1,0,0,1,Matches
1482,194,300,64.7,2411,470,134,165,81.2,40,80,50,5,15,33.3,3,2.6,0.9,+0.4,15,9,8,4,18,Matches
1483,965,1232,78.3,16974,4998,455,528,86.2,315,386,81.6,137,224,61.2,3,2.6,2.4,+0.4,50,95,23,11,136,Matches
1484,1448,1855,78.1,24067,9902,718,820,87.6,593,734,80.8,113,217,52.1,1,1.9,3.4,-0.9,26,124,35,11,166,Matches
1485,481,547,87.9,9479,4160,181,197,91.9,227,245,92.7,69,96,71.9,1,0.1,0.2,+0.9,2,23,3,1,28,Matches
1486,1897,2163,87.7,36808,11091,613,674,90.9,1053,1145,92,217,297,73.1,1,0.5,0.5,+0.5,5,83,4,0,115,Matches
1487,0,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
1488,555,787,70.5,9136,2681,284,368,77.2,187,244,76.6,60,84,71.4,10,6.8,4.9,+3.2,45,46,48,12,101,Matches
1489,559,735,76.1,13866,10681,173,175,98.9,223,227,98.2,149,317,47,0,0,0,0,0,7,0,0,0,Matches
1490,606,1160,52.2,23952,20066,53,54,98.1,197,201,98,353,892,39.6,0,0,0.1,0,2,38,2,0,0,Matches
1491,807,1033,78.1,13876,4105,413,483,85.5,252,299,84.3,107,169,63.3,0,1.9,2.4,-1.9,25,81,26,9,114,Matches
1492,60,89,67.4,765,170,36,50,72,12,18,66.7,3,6,50,0,0.9,1.1,-0.9,6,1,1,0,6,Matches
1493,685,835,82,14283,3797,176,210,83.8,409,451,90.7,92,147,62.6,0,0.5,0.2,-0.5,3,38,3,2,43,Matches
1494,1131,1235,91.6,17560,5617,624,665,93.8,405,430,94.2,73,86,84.9,0,0.3,0.6,-0.3,6,131,3,0,84,Matches
1495,908,1172,77.5,21891,8978,217,267,81.3,489,556,87.9,192,317,60.6,0,0.2,0.4,-0.2,5,59,4,0,74,Matches
1496,874,1205,72.5,14858,6450,417,475,87.8,352,468,75.2,79,186,42.5,2,2.3,2.2,-0.3,13,66,19,14,84,Matches
1497,621,791,78.5,9420,2948,330,379,87.1,189,231,81.8,58,105,55.2,5,3.3,3.7,+1.7,31,48,39,14,95,Matches
1498,12,16,75,167,14,6,9,66.7,5,5,100,0,0,,0,0,0,0,0,1,0,0,0,Matches
1499,1028,1178,87.3,18206,5095,450,492,91.5,468,514,91.1,95,138,68.8,0,0.4,0.6,-0.4,6,95,5,0,93,Matches
1500,783,888,88.2,13806,3808,336,371,90.6,324,351,92.3,85,112,75.9,1,0.5,0.7,+0.5,10,61,3,1,81,Matches
1501,39,61,63.9,530,121,24,34,70.6,12,18,66.7,2,3,66.7,0,0.7,0.6,-0.7,7,3,5,1,4,Matches
1502,40,50,80,773,260,11,13,84.6,21,24,87.5,6,11,54.5,0,0,0,0,0,6,0,0,7,Matches
1503,743,820,90.6,14042,4898,265,285,93,381,392,97.2,80,111,72.1,1,0.3,0.5,+0.7,2,62,2,0,80,Matches
1504,252,382,66,3280,783,156,197,79.2,65,102,63.7,10,28,35.7,0,0.5,0.5,-0.5,9,14,4,2,19,Matches
1505,76,115,66.1,2214,1594,18,18,100,28,28,100,29,67,43.3,0,0,0,0,0,0,0,0,0,Matches
1506,374,521,71.8,6527,2547,172,209,82.3,152,201,75.6,42,86,48.8,1,1,1,0,13,25,5,2,35,Matches
1507,256,323,79.3,4070,1219,123,146,84.2,102,116,87.9,21,30,70,0,0.1,0.4,-0.1,4,22,5,0,24,Matches
1508,3,3,100,78,63,1,1,100,0,0,,2,2,100,0,0,0,0,0,0,0,0,0,Matches
1509,575,767,75,7309,1585,362,441,82.1,146,193,75.6,21,40,52.5,3,4.4,4.8,-1.4,37,38,30,3,81,Matches
1510,255,415,61.4,3917,807,128,181,70.7,90,134,67.2,18,47,38.3,1,1.7,1.7,-0.7,16,17,13,4,34,Matches
1511,79,104,76,1281,448,34,40,85,38,47,80.9,4,10,40,0,0,0,0,1,3,0,0,7,Matches
1512,155,199,77.9,3899,2488,32,32,100,74,74,100,46,90,51.1,0,0,0,0,0,0,0,0,0,Matches
1513,29,37,78.4,571,121,13,17,76.5,12,15,80,4,4,100,0,0.1,0,-0.1,2,2,0,0,3,Matches
1514,12,16,75,104,18,7,7,100,2,4,50,0,1,0,0,0,0,0,0,0,0,0,1,Matches
1515,1035,1435,72.1,19823,5953,465,522,89.1,398,521,76.4,154,333,46.2,3,3,4.6,0,37,86,43,29,114,Matches
1516,1491,1757,84.9,32387,10782,355,402,88.3,909,976,93.1,220,350,62.9,0,0.7,0.7,-0.7,4,81,5,1,101,Matches
1517,1510,1704,88.6,29785,10135,482,522,92.3,841,899,93.5,170,241,70.5,1,1,1.1,0,9,74,4,1,68,Matches
1518,66,96,68.8,1101,348,37,47,78.7,21,28,75,7,11,63.6,3,1.2,0.5,+1.8,13,12,7,2,13,Matches
1519,24,31,77.4,342,68,15,18,83.3,7,8,87.5,1,3,33.3,0,0,0,0,0,0,1,0,3,Matches
1520,324,501,64.7,8748,6370,59,61,96.7,162,168,96.4,100,263,38,0,0,0,0,0,6,1,0,0,Matches
1521,1215,1385,87.7,22399,8069,452,486,93,637,691,92.2,107,165,64.8,2,0.6,0.8,+1.4,4,75,6,0,72,Matches
1522,413,587,70.4,5975,1580,224,281,79.7,126,174,72.4,29,58,50,4,5.5,4.8,-1.5,47,26,16,6,43,Matches
1523,218,279,78.1,3045,760,125,151,82.8,76,92,82.6,7,13,53.8,0,1.5,0.9,-1.5,16,19,7,0,22,Matches
1524,128,153,83.7,1533,382,75,85,88.2,33,41,80.5,0,4,0,0,0.3,0.2,-0.3,8,11,2,0,13,Matches
1525,894,1112,80.4,13350,3366,494,553,89.3,285,343,83.1,58,101,57.4,2,2.8,3.7,-0.8,26,56,32,15,82,Matches
1526,864,1166,74.1,12649,4429,507,587,86.4,281,388,72.4,43,106,40.6,1,2.7,2.7,-1.7,20,44,27,8,80,Matches
1527,495,717,69,8053,2634,240,297,80.8,195,270,72.2,38,70,54.3,1,2.7,3.8,-1.7,28,42,35,12,97,Matches
1528,49,63,77.8,732,149,30,35,85.7,14,21,66.7,3,5,60,0,0.1,0.1,-0.1,3,3,1,0,5,Matches
1529,1115,1373,81.2,21989,7473,335,389,86.1,648,712,91,118,225,52.4,0,0.1,0.2,-0.1,2,68,3,0,97,Matches
1530,1055,1327,79.5,14552,4204,612,690,88.7,289,378,76.5,66,110,60,2,2.6,3.1,-0.6,26,54,29,10,81,Matches
1531,767,957,80.1,18629,12234,247,252,98,295,299,98.7,211,388,54.4,0,0.2,0.1,-0.2,2,15,1,0,0,Matches
1532,128,161,79.5,1757,346,76,81,93.8,28,40,70,10,13,76.9,0,0.7,0.3,-0.7,5,10,0,0,8,Matches
1533,434,534,81.3,6794,1853,220,253,87,147,163,90.2,37,51,72.5,1,2.4,2.4,-1.4,17,50,23,1,68,Matches
1534,44,55,80,477,83,35,41,85.4,6,8,75,1,1,100,0,0,0,0,1,0,1,0,4,Matches
1535,1327,1419,93.5,19317,4857,727,755,96.3,476,516,92.2,57,65,87.7,0,0.7,1,-0.7,15,128,6,0,93,Matches
1536,1,1,100,25,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
1537,93,123,75.6,1493,322,49,60,81.7,32,39,82.1,9,13,69.2,1,0.8,0.2,+0.2,8,9,2,0,16,Matches
1538,1221,1435,85.1,22351,8006,534,595,89.7,528,591,89.3,138,200,69,3,1.3,1.6,+1.7,18,144,25,1,147,Matches
1539,350,458,76.4,5230,1951,203,245,82.9,104,138,75.4,26,42,61.9,1,0.3,0.4,+0.7,7,22,6,1,39,Matches
1540,485,625,77.6,7099,1760,279,316,88.3,166,207,80.2,19,52,36.5,2,1.8,2.1,+0.2,11,16,9,3,32,Matches
1541,876,981,89.3,13025,3046,507,547,92.7,315,355,88.7,33,42,78.6,2,2.4,2.4,-0.4,18,77,20,0,108,Matches
1542,79,102,77.5,1696,601,19,22,86.4,46,54,85.2,14,21,66.7,0,0,0,0,0,2,0,0,4,Matches
1543,43,72,59.7,411,97,32,46,69.6,5,11,45.5,0,1,0,0,0.1,0.1,-0.1,2,4,1,0,3,Matches
1544,481,604,79.6,8348,2303,229,271,84.5,177,200,88.5,52,89,58.4,1,0.8,0.8,+0.2,7,44,4,0,43,Matches
1545,405,536,75.6,5124,1306,260,313,83.1,113,136,83.1,8,21,38.1,0,1.9,1.8,-1.9,23,19,20,1,54,Matches
1546,945,1129,83.7,24234,17011,151,153,98.7,540,542,99.6,251,430,58.4,0,0,0,0,0,4,0,0,1,Matches
1547,354,427,82.9,5762,2011,166,189,87.8,157,174,90.2,18,39,46.2,0,0.4,0.4,-0.4,3,22,1,0,23,Matches
1548,857,1160,73.9,23893,16025,149,152,98,426,433,98.4,278,568,48.9,0,0,0,0,1,12,0,0,0,Matches
1549,155,218,71.1,2862,1050,68,76,89.5,63,85,74.1,20,46,43.5,0,0.4,0.5,-0.4,4,13,5,3,13,Matches
1550,2357,2599,90.7,36504,12683,1271,1338,95,849,927,91.6,155,199,77.9,1,2.4,2,-1.4,49,254,15,4,236,Matches
1551,1136,1334,85.2,25402,15433,298,298,100,620,627,98.9,216,405,53.3,1,0.7,0.1,+0.3,1,14,0,0,1,Matches
1552,690,841,82,12902,3159,308,329,93.6,241,270,89.3,110,186,59.1,0,1.4,2.1,-1.4,24,58,12,3,68,Matches
1553,537,622,86.3,9450,1888,247,277,89.2,194,211,91.9,72,89,80.9,0,0.3,0.3,-0.3,9,42,0,0,50,Matches
1554,84,122,68.9,1266,390,47,58,81,25,37,67.6,7,16,43.8,0,0,0.2,0,0,1,2,2,6,Matches
1555,960,1259,76.3,19031,5050,339,442,76.7,437,539,81.1,162,209,77.5,0,0.7,1.2,-0.7,16,55,11,2,96,Matches
1556,42,61,68.9,1177,782,6,6,100,17,18,94.4,18,36,50,0,0,0,0,0,2,0,0,1,Matches
1557,201,336,59.8,6643,5439,28,29,96.6,83,87,95.4,90,219,41.1,0,0,0,0,0,6,0,0,0,Matches
1558,818,1011,80.9,11873,4589,502,558,90,246,301,81.7,44,74,59.5,0,1.2,1.6,-1.2,14,55,15,11,79,Matches
1559,5,6,83.3,87,28,1,1,100,2,3,66.7,1,1,100,0,0,0,0,0,1,0,0,0,Matches
1560,606,835,72.6,11052,3266,259,331,78.2,265,333,79.6,75,129,58.1,0,0.6,0.5,-0.6,9,60,3,1,72,Matches
1561,521,711,73.3,9666,3088,208,254,81.9,226,284,79.6,75,143,52.4,0,1.1,1.1,-1.1,15,63,8,1,67,Matches
1562,165,194,85.1,2978,935,77,83,92.8,69,79,87.3,18,24,75,0,0.1,0,-0.1,2,14,1,0,10,Matches
1563,488,592,82.4,10110,4267,139,159,87.4,268,298,89.9,69,111,62.2,0,0.3,0.1,-0.3,4,21,2,0,21,Matches
1564,427,657,65,8014,3075,194,247,78.5,139,194,71.6,74,142,52.1,2,4.1,3.8,-2.1,38,53,11,5,67,Matches
1565,599,887,67.5,10846,5050,302,344,87.8,197,286,68.9,90,208,43.3,2,2.1,1.6,-0.1,18,65,21,9,74,Matches
1566,175,282,62.1,2419,629,107,151,70.9,44,69,63.8,10,21,47.6,2,0.9,1.1,+1.1,10,15,6,3,25,Matches
1567,454,585,77.6,6134,1388,298,342,87.1,126,157,80.3,13,23,56.5,5,2.2,2.6,+2.8,28,22,32,12,53,Matches
1568,638,820,77.8,10614,2591,317,364,87.1,234,283,82.7,63,112,56.3,1,1.8,2.1,-0.8,17,74,15,5,81,Matches
1569,147,246,59.8,2438,1085,73,96,76,60,92,65.2,12,44,27.3,0,0.3,0.3,-0.3,6,11,3,2,15,Matches
1570,341,436,78.2,5713,1597,164,201,81.6,136,161,84.5,31,43,72.1,1,0.3,0.5,+0.7,9,39,3,0,33,Matches
1571,650,903,72,11938,4642,282,326,86.5,281,360,78.1,78,176,44.3,4,2.6,2.5,+1.4,23,38,31,18,67,Matches
1572,497,774,64.2,8019,2631,273,339,80.5,149,223,66.8,52,114,45.6,7,5.2,3.8,+1.8,36,47,36,10,97,Matches
1573,1349,1663,81.1,26093,9737,469,539,87,700,802,87.3,160,265,60.4,0,0.4,0.6,-0.4,5,89,7,2,113,Matches
1574,3,7,42.9,42,33,2,3,66.7,1,1,100,0,1,0,0,0,0,0,0,0,1,0,1,Matches
1575,1290,1550,83.2,21991,7065,567,644,88,559,629,88.9,121,210,57.6,3,2.5,2.2,+0.5,37,107,19,2,105,Matches
1576,231,327,70.6,2627,415,157,194,80.9,43,65,66.2,6,12,50,0,3,1.7,-3,24,10,9,0,19,Matches
1577,1506,1673,90,27726,10237,531,573,92.7,859,917,93.7,106,147,72.1,0,0.2,0.2,-0.2,4,66,2,0,80,Matches
1578,24,37,64.9,385,64,13,17,76.5,7,10,70,3,4,75,0,0,0,0,0,0,0,0,2,Matches
1579,227,301,75.4,3432,630,122,148,82.4,68,89,76.4,20,34,58.8,2,2.4,2.1,-0.4,11,14,10,4,23,Matches
1580,1512,1741,86.8,26251,6157,649,714,90.9,691,760,90.9,129,164,78.7,4,4,3.4,0,32,146,18,3,148,Matches
1581,10,16,62.5,125,19,5,5,100,2,6,33.3,1,2,50,0,0,0,0,0,1,1,1,1,Matches
1582,70,80,87.5,1696,1086,12,12,100,43,46,93.5,15,22,68.2,0,0,0,0,0,0,0,0,0,Matches
1583,43,49,87.8,1028,707,9,9,100,27,27,100,7,13,53.8,0,0,0,0,0,0,0,0,0,Matches
1584,821,982,83.6,16406,6050,249,279,89.2,478,524,91.2,88,159,55.3,1,0.5,0.4,+0.5,9,56,5,2,76,Matches
1585,660,1005,65.7,19469,14518,119,120,99.2,290,300,96.7,249,576,43.2,0,0,0.1,0,0,26,0,0,0,Matches
1586,282,397,71,5428,2134,94,107,87.9,158,189,83.6,25,89,28.1,0,0.1,0.1,-0.1,3,25,2,0,18,Matches
1587,460,766,60.1,8461,3808,194,252,77,220,337,65.3,43,136,31.6,0,1.1,1,-1.1,12,33,9,7,34,Matches
1588,4,4,100,51,9,3,3,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
1589,858,1066,80.5,14410,4157,411,473,86.9,328,370,88.6,78,133,58.6,2,1.9,2.6,+0.1,31,104,25,2,137,Matches
1590,211,256,82.4,3297,998,100,110,90.9,96,108,88.9,8,19,42.1,1,0.9,0.8,+0.1,8,5,5,5,12,Matches
1591,273,429,63.6,4813,1460,132,157,84.1,95,143,66.4,35,78,44.9,2,2.3,2.7,-0.3,18,26,18,10,35,Matches
1592,748,1002,74.7,12088,4019,404,473,85.4,260,332,78.3,59,122,48.4,0,1.4,1.3,-1.4,13,62,18,12,70,Matches
1593,796,1089,73.1,13401,4128,389,453,85.9,292,365,80,89,198,44.9,8,5.1,3.9,+2.9,48,82,38,7,136,Matches
1594,353,523,67.5,9427,6883,95,96,99,152,156,97.4,102,265,38.5,1,0.3,0.3,+0.7,1,4,1,0,0,Matches
1595,888,1328,66.9,14240,5931,466,554,84.1,333,493,67.5,62,193,32.1,4,2.1,3.2,+1.9,28,30,30,21,53,Matches
1596,110,141,78,1273,190,69,85,81.2,25,31,80.6,2,5,40,0,0.2,0.4,-0.2,2,5,0,0,4,Matches
1597,834,1123,74.3,13492,4437,421,507,83,332,400,83,59,138,42.8,3,2.4,1.9,+0.6,31,96,28,1,120,Matches
1598,0,1,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
1599,228,255,89.4,3913,1045,111,119,93.3,85,90,94.4,24,34,70.6,0,0,0.1,0,1,24,1,0,20,Matches
1600,174,229,76,3305,1190,57,69,82.6,97,119,81.5,17,31,54.8,0,0,0,0,0,17,1,0,12,Matches
1601,130,155,83.9,2576,927,39,45,86.7,76,80,95,14,27,51.9,0,0,0,0,0,5,0,0,3,Matches
1602,574,684,83.9,10444,2437,228,256,89.1,247,273,90.5,73,105,69.5,1,0.8,0.7,+0.2,7,60,8,1,68,Matches
1603,727,904,80.4,11703,3387,374,429,87.2,265,305,86.9,59,104,56.7,0,0.6,0.9,-0.6,8,65,15,2,79,Matches
1604,1353,1578,85.7,27400,9647,436,476,91.6,722,792,91.2,174,265,65.7,0,0.1,0.6,-0.1,4,116,2,0,115,Matches
1605,777,947,82,11969,2132,443,486,91.2,264,313,84.3,53,102,52,5,4.2,3.8,+0.8,39,27,34,6,70,Matches
1606,609,849,71.7,11377,3577,249,300,83,235,315,74.6,99,171,57.9,6,3.5,3.1,+2.5,33,55,19,6,83,Matches
1607,458,577,79.4,7408,2251,232,268,86.6,181,220,82.3,28,55,50.9,0,0.4,0.4,-0.4,10,47,3,1,53,Matches
1608,913,1154,79.1,24884,17336,172,172,100,429,431,99.5,305,543,56.2,1,0.4,0.1,+0.6,2,36,2,0,1,Matches
1609,106,138,76.8,1811,549,46,58,79.3,54,62,87.1,6,13,46.2,0,0.3,0.5,-0.3,3,16,4,1,15,Matches
1610,249,326,76.4,4079,1366,126,142,88.7,96,122,78.7,20,41,48.8,0,0.6,1,-0.6,5,15,6,4,24,Matches
1611,4,5,80,51,12,3,3,100,1,2,50,0,0,,0,0.1,0,-0.1,1,0,1,0,1,Matches
1612,97,132,73.5,1324,306,62,75,82.7,26,35,74.3,4,7,57.1,0,0.5,1.1,-0.5,4,6,3,2,11,Matches
1613,801,1052,76.1,13554,3712,383,443,86.5,298,371,80.3,87,160,54.4,8,5.2,5.7,+2.8,45,85,30,5,147,Matches
1614,702,843,83.3,10197,2658,404,449,90,232,266,87.2,32,49,65.3,3,2.2,1.3,+0.8,26,70,15,3,95,Matches
1615,54,80,67.5,665,144,35,45,77.8,12,17,70.6,1,2,50,0,0.5,0.6,-0.5,4,5,3,1,2,Matches
1616,661,865,76.4,9614,2172,390,460,84.8,205,269,76.2,36,64,56.3,2,0.8,1,+1.2,19,47,7,1,51,Matches
1617,421,508,82.9,8193,3305,145,165,87.9,221,244,90.6,52,88,59.1,0,0.1,0.1,-0.1,2,37,1,1,35,Matches
1618,110,156,70.5,1710,723,61,74,82.4,40,52,76.9,8,19,42.1,1,0.2,0.3,+0.8,2,7,3,1,11,Matches
1619,33,48,68.8,479,118,20,27,74.1,12,14,85.7,1,2,50,0,0.1,0.1,-0.1,1,1,1,0,3,Matches
