,Tota,Tota,Tota,Tota,Tota,Shor,Shor,Shor,Medi,Medi,Medi,Long,Long,Long,,,,,,,,,,
Rk,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
892,3,7,42.9,23,10,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
893,310,508,61,5434,2092,141,167,84.4,124,188,66,33,105,31.4,4,3,3.1,+1.0,29,19,18,10,29,Matches
894,646,812,79.6,11893,3909,290,316,91.8,261,302,86.4,82,151,54.3,0,0.9,1.5,-0.9,11,62,21,8,68,Matches
895,881,1102,79.9,12909,2621,542,595,91.1,235,294,79.9,56,115,48.7,5,6.3,5.3,-1.3,40,50,37,9,98,Matches
896,3,5,60,70,50,1,1,100,1,1,100,1,3,33.3,0,0,0,0,0,0,0,0,0,Matches
897,1574,1786,88.1,23818,4758,870,945,92.1,542,607,89.3,97,131,74,1,3.1,2.7,-2.1,40,99,39,6,178,Matches
898,470,528,89,8686,2839,168,183,91.8,266,284,93.7,29,50,58,0,0,0.1,0,2,25,0,0,28,Matches
899,895,1187,75.4,15117,4697,424,517,82,369,439,84.1,76,162,46.9,4,2.6,2.3,+1.4,20,142,23,2,146,Matches
900,834,1076,77.5,13826,4823,434,479,90.6,300,390,76.9,80,145,55.2,0,1.6,2,-1.6,19,42,24,13,72,Matches
901,49,57,86,1002,408,18,18,100,21,25,84,8,9,88.9,0,0,0,0,0,4,1,0,4,Matches
902,170,205,82.9,3299,776,61,68,89.7,86,99,86.9,21,34,61.8,0,0.1,0.1,-0.1,2,4,2,2,7,Matches
903,1821,2097,86.8,37156,12895,576,646,89.2,946,1013,93.4,266,369,72.1,2,1.1,0.7,+0.9,10,118,5,2,117,Matches
904,18,24,75,224,91,12,12,100,3,6,50,1,3,33.3,1,0,0.4,+1.0,1,2,2,1,3,Matches
905,1052,1417,74.2,17266,5582,529,613,86.3,363,484,75,111,205,54.1,3,6.3,4.5,-3.3,48,111,51,8,191,Matches
906,624,766,81.5,8731,2325,357,406,87.9,191,225,84.9,30,61,49.2,2,3.5,3.4,-1.5,24,53,33,2,80,Matches
907,695,842,82.5,11652,3225,342,389,87.9,253,290,87.2,73,103,70.9,1,1,0.7,0,13,68,8,0,80,Matches
908,22,38,57.9,341,115,12,19,63.2,5,9,55.6,3,3,100,1,0.2,0,+0.8,1,5,1,0,6,Matches
909,360,603,59.7,11459,8540,48,49,98,167,173,96.5,144,377,38.2,0,0,0,0,0,11,0,0,0,Matches
910,377,444,84.9,5090,1267,222,243,91.4,114,129,88.4,16,18,88.9,1,1.3,1.8,-0.3,9,33,14,3,46,Matches
911,52,75,69.3,672,159,31,42,73.8,19,27,70.4,0,1,0,0,0.6,0.1,-0.6,4,2,3,0,7,Matches
912,27,28,96.4,602,188,8,8,100,11,11,100,8,9,88.9,0,0,0,0,0,0,0,0,2,Matches
913,428,886,48.3,16732,14440,38,39,97.4,137,148,92.6,253,692,36.6,1,0.1,0.1,+0.9,1,33,1,0,0,Matches
914,6,7,85.7,103,13,2,2,100,4,5,80,0,0,,0,0,0,0,0,0,0,0,1,Matches
915,73,94,77.7,1150,452,39,46,84.8,23,32,71.9,8,11,72.7,0,0.7,0.6,-0.7,2,2,2,2,2,Matches
916,46,72,63.9,633,288,31,37,83.8,13,20,65,1,5,20,0,0,0,0,1,1,1,1,4,Matches
917,702,1014,69.2,12016,5268,343,397,86.4,283,392,72.2,60,155,38.7,1,0.6,0.7,+0.4,11,68,12,7,80,Matches
918,982,1178,83.4,16074,6119,491,546,89.9,410,486,84.4,68,100,68,1,1.1,0.9,-0.1,10,78,11,1,91,Matches
919,4,10,40,53,31,1,4,25,2,4,50,0,0,,0,0,0,0,0,0,0,0,0,Matches
920,297,445,66.7,5006,2451,148,186,79.6,105,155,67.7,34,77,44.2,0,0.6,0.8,-0.6,12,28,16,10,36,Matches
921,1156,1449,79.8,17885,4839,604,677,89.2,435,534,81.5,70,116,60.3,5,3.7,3.5,+1.3,37,60,33,10,89,Matches
922,198,263,75.3,2823,876,124,136,91.2,62,84,73.8,8,19,42.1,0,0.1,0.2,-0.1,3,11,3,1,15,Matches
923,379,533,71.1,7089,1936,157,208,75.5,146,185,78.9,59,96,61.5,1,0.4,0.2,+0.6,8,46,2,0,46,Matches
924,334,482,69.3,5352,1620,197,234,84.2,86,128,67.2,40,84,47.6,3,2.1,2.3,+0.9,25,18,24,15,34,Matches
925,1035,1249,82.9,15946,3992,565,644,87.7,369,420,87.9,61,88,69.3,3,3.6,2.1,-0.6,30,86,21,3,113,Matches
926,1137,1358,83.7,18842,5515,547,626,87.4,448,506,88.5,92,118,78,4,2.2,3,+1.8,28,131,13,1,138,Matches
927,113,150,75.3,1514,465,72,85,84.7,34,48,70.8,3,6,50,0,0.1,0.1,-0.1,2,2,2,1,6,Matches
928,239,349,68.5,3865,1541,114,141,80.9,92,127,72.4,21,44,47.7,0,0.4,0.3,-0.4,4,22,4,2,25,Matches
929,1486,1728,86,23572,7197,728,796,91.5,621,697,89.1,85,131,64.9,3,1.4,2.6,+1.6,23,178,38,4,208,Matches
930,424,477,88.9,8155,2936,132,146,90.4,258,264,97.7,33,58,56.9,0,0,0.1,0,0,12,2,0,19,Matches
931,464,630,73.7,9210,3861,154,180,85.6,250,298,83.9,56,134,41.8,0,0.9,1.8,-0.9,5,38,2,2,38,Matches
932,970,1211,80.1,14028,3966,580,653,88.8,311,379,82.1,51,101,50.5,6,4.2,4.3,+1.8,30,45,22,10,70,Matches
933,4,4,100,72,50,3,3,100,0,0,,1,1,100,0,0,0,0,0,0,0,0,0,Matches
934,320,499,64.1,5109,1866,177,221,80.1,98,149,65.8,28,65,43.1,7,3.3,3.2,+3.7,22,26,26,11,49,Matches
935,79,108,73.1,1120,430,48,57,84.2,22,32,68.8,5,13,38.5,0,0,0,0,1,3,0,0,3,Matches
936,553,698,79.2,8245,2406,292,331,88.2,173,212,81.6,42,77,54.5,2,4.2,4.9,-2.2,32,39,28,5,69,Matches
937,1108,1376,80.5,16460,4014,574,638,90,382,468,81.6,72,134,53.7,4,4,3.1,0,48,91,26,8,147,Matches
938,225,361,62.3,7130,5241,34,34,100,101,103,98.1,89,218,40.8,0,0.2,0,-0.2,3,9,0,0,0,Matches
939,1,4,25,14,14,1,1,100,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,Matches
940,377,437,86.3,7780,2598,104,119,87.4,211,227,93,59,84,70.2,0,0.1,0.1,-0.1,1,21,2,0,22,Matches
941,213,338,63,2869,943,129,167,77.2,58,93,62.4,11,38,28.9,2,2,1.4,0,17,20,11,4,29,Matches
942,39,53,73.6,658,255,16,19,84.2,18,20,90,4,8,50,0,0,0,0,0,2,0,0,2,Matches
943,9,12,75,113,31,6,7,85.7,3,3,100,0,0,,0,0,0,0,0,0,0,0,1,Matches
944,3,6,50,51,5,1,1,100,2,4,50,0,0,,0,0,0,0,0,0,0,0,0,Matches
945,285,336,84.8,4261,1080,167,186,89.8,99,113,87.6,13,22,59.1,2,1.5,0.8,+0.5,6,27,3,0,33,Matches
946,392,510,76.9,7567,3287,134,166,80.7,199,239,83.3,50,82,61,1,0.6,0.3,+0.4,2,37,3,3,46,Matches
947,1697,2182,77.8,27626,8103,831,941,88.3,679,834,81.4,124,260,47.7,3,2.4,3.1,+0.6,23,73,38,26,104,Matches
948,616,761,80.9,10417,3377,295,333,88.6,233,279,83.5,63,93,67.7,0,0.6,1.1,-0.6,11,86,12,1,105,Matches
949,5,8,62.5,68,14,2,3,66.7,3,4,75,0,1,0,0,0,0,0,0,0,0,0,0,Matches
950,324,443,73.1,5772,2027,142,172,82.6,130,168,77.4,41,74,55.4,0,1,1.5,-1,13,26,9,3,45,Matches
951,170,276,61.6,2103,626,102,137,74.5,37,68,54.4,7,15,46.7,2,1.9,1.6,+0.1,12,12,12,2,23,Matches
952,890,1188,74.9,14543,3809,443,517,85.7,305,386,79,88,173,50.9,3,3.1,3.1,-0.1,38,86,20,9,94,Matches
953,755,1062,71.1,21393,15894,155,157,98.7,314,321,97.8,277,573,48.3,0,0,0,0,0,13,0,0,0,Matches
954,694,984,70.5,14026,6486,243,274,88.7,325,440,73.9,116,226,51.3,0,0.9,1.7,-0.9,13,74,18,11,74,Matches
955,628,802,78.3,7763,1157,403,468,86.1,154,192,80.2,20,35,57.1,3,3,3.4,0,28,20,23,1,62,Matches
956,1298,1394,93.1,19520,5530,697,734,95,469,494,94.9,68,76,89.5,1,1.7,1.3,-0.7,15,138,7,0,132,Matches
957,142,196,72.4,1845,236,78,100,78,43,57,75.4,5,9,55.6,1,1.1,0.5,-0.1,11,8,4,0,14,Matches
958,34,59,57.6,529,85,18,31,58.1,12,18,66.7,2,3,66.7,0,0,0.1,0,0,2,0,0,7,Matches
959,640,1046,61.2,10222,3488,325,421,77.2,225,349,64.5,57,164,34.8,4,4.7,6.8,-0.7,43,35,51,28,86,Matches
960,804,1036,77.6,14471,4403,334,403,82.9,343,405,84.7,90,161,55.9,0,0.6,1.3,-0.6,9,92,7,1,115,Matches
961,1169,1466,79.7,24413,10143,329,404,81.4,654,749,87.3,174,284,61.3,0,0.5,0.8,-0.5,9,101,1,0,117,Matches
962,1568,1689,92.8,29467,10517,565,596,94.8,844,885,95.4,139,172,80.8,0,0.1,0.7,-0.1,4,157,3,0,137,Matches
963,1310,1690,77.5,21253,7515,667,734,90.9,515,647,79.6,95,213,44.6,0,1.7,2,-1.7,29,96,35,22,133,Matches
964,27,34,79.4,685,509,8,8,100,12,12,100,6,13,46.2,0,0,0,0,0,2,0,0,1,Matches
965,437,578,75.6,8330,2818,207,240,86.3,150,179,83.8,72,131,55,1,1.1,1.7,-0.1,19,72,13,4,79,Matches
966,364,609,59.8,5420,1852,215,285,75.4,112,205,54.6,21,57,36.8,2,2.7,1.7,-0.7,18,40,17,2,87,Matches
967,899,1268,70.9,15312,4754,466,550,84.7,278,390,71.3,109,219,49.8,6,3.4,4.2,+2.6,58,64,50,21,96,Matches
968,1,3,33.3,32,10,0,0,,0,1,0,1,2,50,0,0,0,0,0,0,0,0,0,Matches
969,411,555,74.1,9682,3347,95,109,87.2,227,275,82.5,87,162,53.7,0,0.1,0.1,-0.1,3,43,2,0,37,Matches
970,3,3,100,22,1,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
971,295,370,79.7,4777,1922,159,176,90.3,111,132,84.1,20,43,46.5,0,0.6,0.9,-0.6,5,20,5,2,22,Matches
972,2,2,100,23,0,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
973,2160,2635,82,44870,16624,780,895,87.2,919,1032,89.1,413,598,69.1,1,1.8,2.6,-0.8,25,233,22,5,227,Matches
974,1086,1262,86.1,14787,2659,658,697,94.4,300,350,85.7,55,88,62.5,5,3.2,4.1,+1.8,20,104,25,6,115,Matches
975,13,16,81.3,104,12,11,12,91.7,0,1,0,0,0,,0,0.3,0.1,-0.3,2,1,0,0,0,Matches
976,16,22,72.7,207,38,11,13,84.6,4,6,66.7,0,1,0,0,0,0,0,0,1,0,0,0,Matches
977,677,924,73.3,16463,11234,176,178,98.9,332,343,96.8,166,397,41.8,0,0,0,0,0,5,0,0,0,Matches
978,301,382,78.8,5804,2050,115,125,92,148,162,91.4,35,81,43.2,0,0.2,0.2,-0.2,4,20,3,0,28,Matches
979,645,785,82.2,11880,3471,264,297,88.9,282,308,91.6,80,129,62,2,2.2,2.5,-0.2,23,67,19,1,85,Matches
980,106,163,65,1166,344,58,81,71.6,28,46,60.9,2,5,40,2,1.6,1.4,+0.4,9,5,10,2,15,Matches
981,14,35,40,495,422,1,1,100,6,6,100,7,27,25.9,0,0,0,0,0,3,0,0,0,Matches
982,592,808,73.3,9477,3284,307,370,83,226,287,78.7,39,80,48.8,3,1.5,1.6,+1.5,11,52,19,4,90,Matches
983,369,490,75.3,4430,790,230,286,80.4,79,103,76.7,12,22,54.5,3,2.9,2.2,+0.1,19,18,14,4,36,Matches
984,1184,1326,89.3,17408,2930,663,708,93.6,389,428,90.9,70,90,77.8,4,3.1,2.5,+0.9,30,72,25,3,94,Matches
985,95,137,69.3,1358,241,54,69,78.3,31,40,77.5,4,12,33.3,1,1.2,0.9,-0.2,3,3,1,0,5,Matches
986,76,112,67.9,873,127,45,64,70.3,20,28,71.4,1,1,100,2,1,0.8,+1.0,8,1,2,0,5,Matches
987,4,4,100,73,15,2,2,100,1,1,100,1,1,100,0,0,0,0,0,1,1,0,1,Matches
988,84,119,70.6,1091,314,60,70,85.7,17,30,56.7,3,5,60,1,0.4,0.4,+0.6,5,0,4,3,5,Matches
989,7,9,77.8,80,18,5,5,100,1,2,50,0,0,,0,0,0,0,0,1,0,0,0,Matches
990,4,6,66.7,57,23,3,3,100,1,1,100,0,2,0,0,0,0,0,1,0,0,0,0,Matches
991,212,343,61.8,3539,1560,104,118,88.1,75,119,63,25,72,34.7,1,1,0.4,0,8,14,10,9,20,Matches
992,143,216,66.2,2264,747,79,105,75.2,50,66,75.8,11,32,34.4,1,1.2,1,-0.2,6,11,11,3,25,Matches
993,229,280,81.8,3403,1029,126,134,94,72,86,83.7,14,36,38.9,0,0.4,0.4,-0.4,7,24,4,1,19,Matches
994,530,714,74.2,7839,2988,320,367,87.2,189,253,74.7,16,62,25.8,1,0.6,1,+0.4,9,24,14,2,40,Matches
995,7,10,70,77,26,6,7,85.7,1,1,100,0,1,0,0,0,0,0,0,2,0,0,2,Matches
996,1117,1382,80.8,22279,9598,361,400,90.3,627,688,91.1,121,268,45.1,0,0.2,0.3,-0.2,3,74,5,0,68,Matches
997,770,1123,68.6,14077,5678,336,389,86.4,328,473,69.3,95,201,47.3,6,1.6,2.6,+4.4,29,65,18,14,80,Matches
998,831,1245,66.7,26246,19511,102,103,99,384,398,96.5,341,732,46.6,0,0.1,0.1,-0.1,2,22,0,0,0,Matches
999,610,738,82.7,9022,2677,344,383,89.8,206,240,85.8,32,61,52.5,2,2,1.6,0,16,28,9,6,30,Matches
1000,19,22,86.4,283,104,11,11,100,8,9,88.9,0,2,0,0,0,0,0,0,1,0,0,1,Matches
1001,991,1243,79.7,18498,5588,456,514,88.7,357,419,85.2,152,258,58.9,1,1.4,1.9,-0.4,25,94,17,3,112,Matches
1002,1,4,25,15,0,1,1,100,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,Matches
1003,1451,1759,82.5,25960,10355,595,653,91.1,712,804,88.6,121,235,51.5,0,1.8,1.8,-1.8,16,104,18,6,125,Matches
1004,93,146,63.7,1201,309,64,85,75.3,21,37,56.8,4,7,57.1,2,0.8,0.4,+1.2,6,3,7,2,9,Matches
1005,7,13,53.8,134,22,4,4,100,1,2,50,2,3,66.7,0,0,0,0,0,1,0,0,3,Matches
1006,755,882,85.6,14082,6928,294,317,92.7,363,398,91.2,85,147,57.8,0,0.3,0.1,-0.3,3,28,2,0,34,Matches
1007,1356,1676,80.9,25515,8979,532,612,86.9,635,740,85.8,155,257,60.3,1,1.2,0.6,-0.2,9,94,3,1,108,Matches
1008,321,480,66.9,3620,596,202,281,71.9,65,96,67.7,10,16,62.5,3,2.3,1.6,+0.7,25,17,10,1,23,Matches
1009,1063,1356,78.4,15227,4008,629,732,85.9,341,430,79.3,46,91,50.5,5,8.4,11.6,-3.4,48,70,68,8,127,Matches
1010,611,808,75.6,10370,3667,277,335,82.7,285,354,80.5,36,79,45.6,0,0.8,0.7,-0.8,12,47,13,4,67,Matches
1011,394,439,89.7,7917,3014,127,132,96.2,211,229,92.1,52,71,73.2,1,0.1,0.2,+0.9,2,25,0,0,22,Matches
1012,345,486,71,6682,3385,127,161,78.9,167,206,81.1,46,94,48.9,0,0.2,0.4,-0.2,4,21,4,1,35,Matches
1013,1,1,100,20,19,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
1014,548,759,72.2,8761,2569,275,322,85.4,195,244,79.9,50,124,40.3,4,3.1,3.5,+0.9,44,44,36,8,87,Matches
1015,218,282,77.3,3491,1060,116,134,86.6,75,89,84.3,19,37,51.4,1,0.2,0.2,+0.8,4,29,4,2,25,Matches
1016,306,400,76.5,5124,1281,155,182,85.2,103,126,81.7,31,53,58.5,1,1.1,1,-0.1,14,25,17,1,43,Matches
1017,153,203,75.4,2485,981,75,91,82.4,67,79,84.8,8,27,29.6,0,0,0,0,0,12,0,0,7,Matches
1018,155,197,78.7,1958,396,104,119,87.4,34,39,87.2,5,9,55.6,2,2.2,1.2,-0.2,13,14,6,0,15,Matches
1019,230,292,78.8,4200,1139,103,119,86.6,101,126,80.2,24,37,64.9,1,0.8,0.5,+0.2,3,27,3,2,36,Matches
1020,254,411,61.8,3630,715,152,226,67.3,72,107,67.3,15,30,50,1,1.9,1.4,-0.9,18,20,11,2,32,Matches
1021,474,596,79.5,7442,1880,266,287,92.7,163,208,78.4,35,59,59.3,2,2.7,2.5,-0.7,19,38,20,6,71,Matches
1022,832,971,85.7,14139,3348,429,460,93.3,295,340,86.8,84,129,65.1,1,1.9,2.9,-0.9,23,72,28,12,105,Matches
1023,1161,1371,84.7,23475,8416,339,373,90.9,677,721,93.9,136,246,55.3,2,1.2,0.9,+0.8,4,46,0,0,43,Matches
1024,594,778,76.3,16899,12376,101,102,99,296,299,99,196,376,52.1,0,0,0,0,0,4,0,0,0,Matches
1025,550,657,83.7,10419,3543,218,245,89,249,278,89.6,73,102,71.6,2,0.7,0.4,+1.3,13,63,3,0,73,Matches
1026,24,41,58.5,333,117,16,18,88.9,5,10,50,2,7,28.6,0,0.1,0.1,-0.1,2,1,1,0,2,Matches
1027,119,167,71.3,1455,305,80,97,82.5,25,37,67.6,3,8,37.5,0,0.5,0.7,-0.5,12,5,6,1,12,Matches
1028,356,373,95.4,6701,2099,140,143,97.9,178,184,96.7,38,44,86.4,0,0,0,0,0,8,0,0,12,Matches
1029,594,721,82.4,12217,3976,172,204,84.3,352,377,93.4,68,127,53.5,0,0,0.1,0,2,21,0,0,17,Matches
1030,797,909,87.7,14594,5482,314,338,92.9,403,439,91.8,71,103,68.9,1,0.8,0.2,+0.2,3,30,0,0,39,Matches
1031,149,203,73.4,2232,832,78,90,86.7,57,79,72.2,6,19,31.6,0,0.9,0.6,-0.9,6,10,3,0,13,Matches
1032,693,940,73.7,12669,2404,326,411,79.3,260,329,79,95,126,75.4,6,4.2,4.8,+1.8,37,46,32,9,91,Matches
1033,611,686,89.1,8708,1806,329,359,91.6,214,232,92.2,26,34,76.5,1,0.8,1.1,+0.2,13,53,5,0,65,Matches
1034,14,18,77.8,197,31,10,10,100,2,4,50,2,3,66.7,0,0.2,0.1,-0.2,2,0,0,0,1,Matches
1035,29,37,78.4,376,81,21,24,87.5,5,10,50,2,2,100,0,0,0,0,1,3,0,0,3,Matches
1036,195,304,64.1,4380,1512,46,66,69.7,113,154,73.4,36,73,49.3,0,1,0.7,-1,7,17,2,2,18,Matches
1037,482,743,64.9,6816,1929,265,340,77.9,151,224,67.4,28,92,30.4,2,3.8,3.1,-1.8,35,27,21,8,51,Matches
1038,4,4,100,35,0,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
1039,708,854,82.9,11193,3541,346,401,86.3,282,314,89.8,46,74,62.2,3,2.3,3.7,+0.7,28,73,24,2,98,Matches
1040,5,6,83.3,68,36,4,4,100,1,1,100,0,1,0,0,0.1,0,-0.1,1,1,0,0,2,Matches
1041,1199,1453,82.5,17610,6525,675,729,92.6,413,508,81.3,56,117,47.9,4,2.7,3.3,+1.3,22,58,27,13,99,Matches
1042,212,261,81.2,3294,1266,121,134,90.3,76,94,80.9,12,20,60,0,0.4,0.4,-0.4,6,13,6,2,28,Matches
1043,83,107,77.6,1261,381,51,57,89.5,28,37,75.7,4,9,44.4,1,0.6,0.6,+0.4,2,8,1,1,7,Matches
1044,55,65,84.6,836,216,31,33,93.9,19,22,86.4,4,6,66.7,0,0,0,0,1,4,0,0,4,Matches
1045,786,1044,75.3,11948,2753,449,525,85.5,232,290,80,69,127,54.3,9,5.9,6.1,+3.1,49,56,33,8,104,Matches
1046,751,852,88.1,12807,2930,345,389,88.7,303,328,92.4,72,90,80,0,0.2,0.4,-0.2,9,74,2,1,69,Matches
1047,861,1210,71.2,19033,8374,249,308,80.8,446,537,83.1,154,319,48.3,0,1.1,1.9,-1.1,8,77,16,1,80,Matches
1048,1840,2072,88.8,33549,11497,746,802,93,901,977,92.2,166,235,70.6,0,1.8,1.1,-1.8,15,207,13,3,210,Matches
1049,24,29,82.8,535,380,3,3,100,19,20,95,2,6,33.3,0,0,0,0,0,0,0,0,0,Matches
1050,840,1041,80.7,14201,3407,382,451,84.7,378,438,86.3,54,94,57.4,1,2,1.1,-1,15,65,6,1,76,Matches
1051,2,4,50,43,26,1,3,33.3,0,0,,1,1,100,0,0,0,0,0,0,0,0,0,Matches
1052,718,950,75.6,14232,6063,269,321,83.8,341,417,81.8,98,179,54.7,0,0.6,0.9,-0.6,10,66,8,6,64,Matches
1053,555,769,72.2,9290,2076,277,315,87.9,182,246,74,65,129,50.4,4,3.6,3.5,+0.4,41,23,23,7,59,Matches
1054,68,109,62.4,699,120,51,76,67.1,8,13,61.5,0,1,0,0,0.4,0.3,-0.4,4,3,0,0,3,Matches
1055,397,585,67.9,11507,9011,96,96,100,156,158,98.7,143,329,43.5,0,0,0,0,0,5,0,0,0,Matches
1056,833,971,85.8,11275,2149,543,578,93.9,230,260,88.5,30,42,71.4,3,6,4.6,-3,53,30,43,1,100,Matches
1057,287,402,71.4,8355,6213,57,57,100,123,123,100,106,219,48.4,0,0,0,0,1,3,0,0,0,Matches
1058,322,433,74.4,5029,1365,177,197,89.8,110,133,82.7,23,72,31.9,0,0.6,1,-0.6,10,31,9,3,44,Matches
1059,394,501,78.6,6461,1375,204,236,86.4,137,162,84.6,37,64,57.8,1,1.8,1.3,-0.8,17,31,13,3,39,Matches
1060,54,80,67.5,731,134,30,37,81.1,18,24,75,1,10,10,2,0.2,0,+1.8,4,5,1,0,5,Matches
1061,244,415,58.8,3511,947,138,211,65.4,84,138,60.9,9,28,32.1,0,0.9,0.7,-0.9,8,29,8,3,36,Matches
1062,20,31,64.5,449,276,6,6,100,8,8,100,6,17,35.3,0,0,0,0,0,0,0,0,0,Matches
1063,29,41,70.7,434,43,15,18,83.3,13,17,76.5,0,3,0,0,0,0.1,0,1,6,0,0,2,Matches
1064,689,878,78.5,13294,4206,240,269,89.2,346,393,88,86,168,51.2,0,0.1,0.3,-0.1,2,42,1,0,50,Matches
1065,1,1,100,14,14,1,1,100,0,0,,0,0,,0,0,0,0,0,1,0,0,1,Matches
1066,86,101,85.1,1518,351,37,43,86,22,25,88,16,17,94.1,0,0,0.1,0,0,9,0,0,11,Matches
1067,544,704,77.3,7532,1658,315,373,84.5,143,186,76.9,35,61,57.4,4,3.1,3,+0.9,26,38,12,0,53,Matches
1068,1043,1428,73,17809,6429,524,610,85.9,332,441,75.3,138,276,50,7,7.5,8.3,-0.5,66,93,58,10,147,Matches
1069,34,47,72.3,792,519,14,14,100,11,11,100,8,21,38.1,0,0,0,0,0,0,0,0,0,Matches
1070,940,1062,88.5,19549,7333,288,310,92.9,471,503,93.6,158,197,80.2,0,0.5,1.2,-0.5,11,95,15,3,110,Matches
1071,1012,1345,75.2,18387,5413,446,508,87.8,397,481,82.5,135,267,50.6,4,5.5,4.6,-1.5,60,94,37,12,149,Matches
1072,244,319,76.5,4734,1686,83,101,82.2,116,137,84.7,39,58,67.2,0,0.1,0.2,-0.1,4,13,4,1,34,Matches
1073,776,982,79,17570,10060,241,242,99.6,345,348,99.1,171,369,46.3,0,0,0,0,0,3,0,0,0,Matches
1074,798,954,83.6,15233,4717,333,372,89.5,328,367,89.4,119,176,67.6,1,0.4,0.5,+0.6,10,88,7,0,95,Matches
1075,270,403,67,3792,824,168,223,75.3,67,97,69.1,16,24,66.7,2,2,1.9,0,15,10,12,2,32,Matches
1076,602,675,89.2,10848,3055,235,254,92.5,308,331,93.1,47,68,69.1,0,0.1,0.2,-0.1,2,27,0,0,20,Matches
1077,512,719,71.2,8113,2483,270,308,87.7,194,255,76.1,37,94,39.4,0,1,0.8,-1,11,36,6,4,51,Matches
1078,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
1079,563,878,64.1,9510,3315,284,370,76.8,181,275,65.8,65,130,50,6,4,4.8,+2.0,43,52,52,15,120,Matches
1080,2057,2360,87.2,40390,14502,664,722,92,1162,1261,92.1,214,342,62.6,1,1.3,1,-0.3,6,116,3,0,111,Matches
1081,1882,2178,86.4,31940,8136,893,966,92.4,750,836,89.7,177,227,78,6,3.6,3.5,+2.4,35,214,53,4,286,Matches
1082,4,4,100,51,30,3,3,100,1,1,100,0,0,,0,0,0,0,0,1,1,0,1,Matches
1083,1294,1525,84.9,17644,6995,795,872,91.2,391,453,86.3,49,91,53.8,2,2.1,2.7,-0.1,28,96,22,5,118,Matches
1084,51,76,67.1,700,190,28,42,66.7,12,14,85.7,4,6,66.7,2,1.2,0.7,+0.8,5,5,0,0,7,Matches
1085,525,611,85.9,9144,2336,233,264,88.3,240,265,90.6,41,49,83.7,0,0.3,0.2,-0.3,6,43,4,0,48,Matches
1086,140,210,66.7,2040,498,82,95,86.3,36,52,69.2,13,33,39.4,3,1.2,1,+1.8,15,6,6,6,5,Matches
1087,854,971,88,14719,3230,428,464,92.2,319,348,91.7,88,119,73.9,1,0.6,0.5,+0.4,9,93,7,0,88,Matches
1088,54,75,72,618,111,37,44,84.1,8,13,61.5,2,3,66.7,0,0.2,0.3,-0.2,4,4,0,0,3,Matches
1089,676,827,81.7,13135,5141,261,298,87.6,301,352,85.5,100,147,68,1,0.8,0.8,+0.2,13,80,8,2,76,Matches
1090,424,517,82,7619,2554,160,200,80,211,234,90.2,39,56,69.6,0,0.1,0.3,-0.1,3,24,1,0,42,Matches
1091,1014,1498,67.7,18470,7103,468,538,87,376,537,70,140,334,41.9,4,3.8,5.1,+0.2,47,74,40,22,110,Matches
1092,890,1112,80,17589,5544,343,410,83.7,364,427,85.2,148,216,68.5,0,0.4,0.7,-0.4,13,113,16,1,139,Matches
1093,441,522,84.5,7876,1942,208,231,90,156,178,87.6,59,73,80.8,1,1.1,1.4,-0.1,12,41,13,4,54,Matches
1094,1179,1367,86.2,20887,5756,530,576,92,476,536,88.8,135,187,72.2,3,3.7,4.3,-0.7,36,171,30,2,165,Matches
1095,235,294,79.9,3270,427,149,174,85.6,51,68,75,19,22,86.4,0,0.4,0.6,-0.4,5,10,5,0,23,Matches
1096,950,1176,80.8,23404,15166,231,231,100,477,480,99.4,240,461,52.1,0,0,0.1,0,0,17,3,0,6,Matches
1097,483,585,82.6,9485,3236,158,189,83.6,268,292,91.8,50,85,58.8,0,0,0.9,0,1,27,3,1,31,Matches
1098,836,1064,78.6,15799,4666,364,400,91,319,375,85.1,129,231,55.8,4,2.8,2,+1.2,28,92,8,2,85,Matches
1099,720,965,74.6,11859,4968,373,435,85.7,250,327,76.5,74,144,51.4,0,0.5,0.9,-0.5,7,52,7,1,75,Matches
1100,1175,1340,87.7,18647,4054,608,648,93.8,412,456,90.4,105,151,69.5,4,4.9,4.2,-0.9,38,95,22,1,126,Matches
1101,208,307,67.8,5494,3524,60,60,100,72,73,98.6,74,168,44,0,0,0,0,0,1,0,0,0,Matches
1102,1142,1667,68.5,18871,7620,572,693,82.5,423,564,75,110,284,38.7,9,7.1,6.7,+1.9,68,81,47,25,120,Matches
1103,1035,1288,80.4,21659,9788,298,357,83.5,559,638,87.6,162,247,65.6,0,0.7,0.9,-0.7,7,65,2,0,106,Matches
