,SCA,SCA,SCA,SCA,SCA,SCA,SCA,SCA,GCA,GCA,GCA,GCA,GCA,GCA,GCA,GCA
Rk,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1470,12,0.37,11,1,0,0,0,0,1,0.03,1,0,0,0,0,0
1471,13,3.41,7,1,2,0,3,0,1,0.26,0,0,0,0,1,0
1472,37,2.82,26,0,1,6,3,1,7,0.53,6,0,0,0,1,0
1473,10,0.44,9,0,0,1,0,0,1,0.04,1,0,0,0,0,0
1474,19,1.95,13,0,3,1,2,0,1,0.1,1,0,0,0,0,0
1475,20,2.13,16,0,0,1,3,0,1,0.11,1,0,0,0,0,0
1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,10,1.53,9,1,0,0,0,0,1,0.15,1,0,0,0,0,0
1478,99,3.6,57,5,12,16,6,3,8,0.29,4,0,2,2,0,0
1479,91,2.96,79,4,3,5,0,0,11,0.36,11,0,0,0,0,0
1480,34,1.84,26,2,2,0,3,1,11,0.6,6,1,1,0,2,1
1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,25,1.56,20,0,1,2,2,0,5,0.31,4,0,1,0,0,0
1483,101,4.14,59,24,5,3,6,4,8,0.33,4,1,1,0,2,0
1484,69,2.03,57,6,2,2,1,1,5,0.15,4,0,0,1,0,0
1485,5,0.52,4,0,0,0,0,1,1,0.1,1,0,0,0,0,0
1486,9,0.24,7,0,0,2,0,0,2,0.05,2,0,0,0,0,0
1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,113,3.9,65,0,28,9,11,0,19,0.66,13,0,5,0,1,0
1489,1,0.04,0,1,0,0,0,0,1,0.04,0,1,0,0,0,0
1490,9,0.24,4,3,0,0,2,0,1,0.03,1,0,0,0,0,0
1491,55,2.18,48,1,1,1,1,3,2,0.08,1,0,0,0,1,0
1492,9,1.72,8,0,0,1,0,0,0,0,0,0,0,0,0,0
1493,10,0.59,9,0,0,1,0,0,2,0.12,2,0,0,0,0,0
1494,21,1.11,17,1,0,0,1,2,3,0.16,3,0,0,0,0,0
1495,12,0.4,10,2,0,0,0,0,1,0.03,1,0,0,0,0,0
1496,34,1.59,25,6,0,1,0,2,5,0.23,3,1,0,0,0,1
1497,66,4.12,45,9,4,5,3,0,11,0.69,7,1,1,2,0,0
1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,33,1.51,26,0,0,0,4,3,2,0.09,1,0,0,0,1,0
1500,22,1.77,20,2,0,0,0,0,1,0.08,1,0,0,0,0,0
1501,12,7.25,10,0,0,1,1,0,0,0,0,0,0,0,0,0
1502,2,1.31,1,0,0,1,0,0,1,0.66,1,0,0,0,0,0
1503,9,0.98,7,0,0,1,0,1,4,0.44,3,0,0,0,0,1
1504,33,1.92,21,0,5,2,5,0,4,0.23,1,0,2,0,1,0
1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,24,3.25,15,7,0,1,1,0,2,0.27,1,1,0,0,0,0
1507,8,1.15,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,109,3.33,63,1,18,16,10,1,15,0.46,8,0,3,3,1,0
1510,45,2.07,22,0,10,3,8,2,5,0.23,2,0,2,0,1,0
1511,2,0.69,2,0,0,0,0,0,1,0.34,1,0,0,0,0,0
1512,1,0.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1513,2,2.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,3,3.75,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1515,70,3.08,40,24,0,3,2,1,10,0.44,7,1,0,1,1,0
1516,26,0.82,19,2,0,4,1,0,1,0.03,0,0,0,1,0,0
1517,22,0.74,16,0,1,3,1,1,2,0.07,2,0,0,0,0,0
1518,18,6.86,13,1,1,1,2,0,4,1.53,3,0,0,0,1,0
1519,1,1.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1520,3,0.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,13,0.5,12,0,0,0,0,1,4,0.15,3,0,0,0,0,1
1522,89,4.05,58,11,10,7,3,0,8,0.36,5,2,0,1,0,0
1523,33,3.32,26,2,1,3,0,1,2,0.2,2,0,0,0,0,0
1524,16,3.92,13,0,0,2,1,0,1,0.25,0,0,0,1,0,0
1525,56,2.85,51,2,1,2,0,0,4,0.2,4,0,0,0,0,0
1526,44,1.8,37,0,2,1,3,1,3,0.12,1,0,1,0,1,0
1527,76,3.48,64,1,3,5,3,0,7,0.32,6,0,0,1,0,0
1528,4,2.73,2,0,1,1,0,0,0,0,0,0,0,0,0,0
1529,9,0.35,7,0,0,0,1,1,0,0,0,0,0,0,0,0
1530,57,2.1,51,3,1,0,2,0,5,0.18,5,0,0,0,0,0
1531,6,0.16,6,0,0,0,0,0,3,0.08,3,0,0,0,0,0
1532,10,3.78,5,2,1,1,1,0,0,0,0,0,0,0,0,0
1533,35,3.17,25,3,3,2,2,0,2,0.18,0,1,0,0,1,0
1534,4,1.26,2,0,0,1,1,0,0,0,0,0,0,0,0,0
1535,38,2.03,36,0,0,0,2,0,1,0.05,0,0,0,0,1,0
1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,18,3.64,11,0,0,5,2,0,3,0.61,2,0,0,1,0,0
1538,57,2.38,52,0,1,3,0,1,8,0.33,7,0,0,1,0,0
1539,20,1.78,16,1,2,0,0,1,7,0.62,6,1,0,0,0,0
1540,20,1.53,18,1,0,0,1,0,3,0.23,3,0,0,0,0,0
1541,56,3.62,44,0,3,4,3,2,6,0.39,3,0,0,2,0,1
1542,1,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,5,1.46,2,0,0,0,3,0,0,0,0,0,0,0,0,0
1544,26,1.6,22,2,0,1,0,1,3,0.18,2,1,0,0,0,0
1545,46,2.85,35,1,4,3,3,0,3,0.19,2,0,0,0,1,0
1546,4,0.12,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1547,11,1.33,10,0,0,1,0,0,1,0.12,1,0,0,0,0,0
1548,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,6,1.17,4,1,0,0,1,0,1,0.19,1,0,0,0,0,0
1550,107,3.28,97,0,4,2,1,3,10,0.31,10,0,0,0,0,0
1551,6,0.21,5,1,0,0,0,0,1,0.03,1,0,0,0,0,0
1552,53,4.12,36,11,1,1,2,2,2,0.16,1,1,0,0,0,0
1553,22,1.21,17,1,4,0,0,0,2,0.11,2,0,0,0,0,0
1554,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1555,45,1.42,37,0,1,3,2,2,2,0.06,1,0,1,0,0,0
1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1558,37,1.87,30,1,4,1,1,0,4,0.2,4,0,0,0,0,0
1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,22,0.86,15,0,2,5,0,0,0,0,0,0,0,0,0,0
1561,34,2.16,16,11,1,2,1,3,2,0.13,2,0,0,0,0,0
1562,4,1.18,4,0,0,0,0,0,1,0.3,1,0,0,0,0,0
1563,5,0.36,3,0,0,1,0,1,0,0,0,0,0,0,0,0
1564,68,4.55,40,20,0,5,3,0,3,0.2,0,2,0,1,0,0
1565,34,1.73,25,4,0,1,2,2,2,0.1,1,0,0,1,0,0
1566,40,2.15,20,0,5,6,9,0,8,0.43,2,0,1,2,3,0
1567,65,3.63,52,0,5,3,4,1,12,0.67,9,0,1,0,2,0
1568,37,2.3,18,10,7,1,0,1,2,0.12,2,0,0,0,0,0
1569,14,1.7,9,1,1,2,1,0,0,0,0,0,0,0,0,0
1570,17,1.54,15,0,0,0,0,2,1,0.09,1,0,0,0,0,0
1571,44,2.12,38,4,0,1,1,0,7,0.34,6,0,0,0,1,0
1572,104,3.44,59,10,20,8,6,1,13,0.43,7,1,2,1,2,0
1573,20,0.67,18,0,0,1,0,1,2,0.07,1,0,0,0,0,1
1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,89,2.95,60,21,1,2,5,0,9,0.3,6,2,0,1,0,0
1576,50,2.83,35,0,5,3,6,1,5,0.28,0,0,3,0,2,0
1577,14,0.6,12,0,0,1,0,1,0,0,0,0,0,0,0,0
1578,3,1.53,1,0,0,0,2,0,1,0.51,0,0,0,0,1,0
1579,34,3.47,21,0,9,1,3,0,7,0.72,5,0,2,0,0,0
1580,80,2.41,57,10,4,4,3,2,10,0.3,7,0,1,1,0,1
1581,1,1.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,17,0.78,14,1,0,1,0,1,1,0.05,1,0,0,0,0,0
1585,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,10,0.99,6,0,1,2,0,1,1,0.1,1,0,0,0,0,0
1587,27,1.34,14,10,0,3,0,0,0,0,0,0,0,0,0,0
1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,83,3.52,57,10,3,3,7,3,5,0.21,2,2,0,1,0,0
1590,16,2.75,12,0,0,0,1,3,1,0.17,1,0,0,0,0,0
1591,45,2.95,29,2,6,4,4,0,6,0.39,4,0,1,1,0,0
1592,27,1.59,23,1,1,1,1,0,3,0.18,2,0,0,1,0,0
1593,106,3.88,65,14,7,9,9,2,18,0.66,13,1,1,1,2,0
1594,1,0.06,1,0,0,0,0,0,1,0.06,1,0,0,0,0,0
1595,66,2.02,34,4,9,6,10,3,8,0.24,4,0,1,0,3,0
1596,11,1.88,9,0,0,0,2,0,0,0,0,0,0,0,0,0
1597,73,2.33,60,0,4,3,5,1,5,0.16,5,0,0,0,0,0
1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,2,0.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,1,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,20,1.23,16,1,0,2,0,1,2,0.12,0,0,0,2,0,0
1603,27,1.42,22,0,0,2,2,1,2,0.1,1,0,0,0,1,0
1604,24,0.86,14,2,1,5,0,2,0,0,0,0,0,0,0,0
1605,73,4.38,55,12,1,4,1,0,10,0.6,7,2,0,1,0,0
1606,66,3.19,39,17,4,2,4,0,8,0.39,3,2,1,2,0,0
1607,26,1.85,23,0,0,2,0,1,1,0.07,1,0,0,0,0,0
1608,9,0.28,6,3,0,0,0,0,1,0.03,1,0,0,0,0,0
1609,7,2.35,5,0,0,1,0,1,0,0,0,0,0,0,0,0
1610,15,2.77,11,1,0,2,0,1,2,0.37,2,0,0,0,0,0
1611,2,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1612,11,3.03,8,0,2,0,1,0,2,0.55,1,0,1,0,0,0
1613,102,5.01,65,20,3,5,7,2,20,0.98,17,3,0,0,0,0
1614,59,2.26,45,0,5,4,3,2,6,0.23,5,0,1,0,0,0
1615,7,1.94,6,0,1,0,0,0,0,0,0,0,0,0,0,0
1616,42,1.29,36,0,0,3,1,2,1,0.03,1,0,0,0,0,0
1617,4,0.32,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1618,4,1.25,3,0,1,0,0,0,1,0.31,1,0,0,0,0,0
1619,1,0.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,24,2.12,20,0,0,1,3,0,3,0.26,3,0,0,0,0,0
1621,63,3.37,39,0,8,8,8,0,12,0.64,6,0,1,3,2,0
1622,104,5.87,55,24,9,9,7,0,8,0.45,6,0,0,1,1,0
1623,38,1.87,30,5,0,1,1,1,2,0.1,2,0,0,0,0,0
1624,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,22,1.74,20,0,0,0,1,1,1,0.08,1,0,0,0,0,0
1626,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,50,2.55,27,0,7,6,9,1,5,0.25,0,0,0,3,2,0
1628,6,0.68,4,0,0,0,1,1,1,0.11,1,0,0,0,0,0
1629,12,0.46,12,0,0,0,0,0,4,0.15,4,0,0,0,0,0
1630,41,1.28,33,1,0,5,2,0,4,0.13,3,0,0,1,0,0
1631,9,1.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,3,0.33,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1633,12,0.83,9,1,0,0,2,0,0,0,0,0,0,0,0,0
1634,27,1.59,15,0,5,2,4,1,4,0.24,2,0,0,0,2,0
1635,5,0.33,3,0,0,1,1,0,1,0.07,0,0,0,1,0,0
1636,52,3.55,31,18,1,1,1,0,4,0.27,3,1,0,0,0,0
1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,114,3.64,79,0,8,17,10,0,13,0.41,7,0,1,4,1,0
1639,1,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,58,2.82,45,0,7,3,1,2,7,0.34,6,0,1,0,0,0
1641,52,2.14,35,15,0,0,0,2,5,0.21,3,1,0,0,0,1
1642,38,1.45,31,4,0,1,0,2,2,0.08,2,0,0,0,0,0
1643,1,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,13,0.93,11,0,0,0,2,0,4,0.29,3,0,0,0,1,0
1645,1,2.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,15,1.74,11,0,1,2,1,0,2,0.23,2,0,0,0,0,0
1647,24,2.38,17,0,1,2,4,0,4,0.4,2,0,1,0,1,0
1648,26,2.4,16,0,1,3,5,1,2,0.18,1,0,0,1,0,0
1649,5,0.43,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,22,1.37,19,1,0,1,1,0,2,0.12,0,1,0,1,0,0
1651,15,2.58,14,0,0,0,0,1,2,0.34,2,0,0,0,0,0
1652,9,0.9,7,1,0,1,0,0,1,0.1,0,1,0,0,0,0
1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,71,3.66,44,14,7,0,4,2,3,0.15,2,0,0,0,1,0
1655,22,1.47,16,3,2,1,0,0,4,0.27,1,2,1,0,0,0
1656,30,0.86,26,0,0,2,1,1,0,0,0,0,0,0,0,0
1657,4,0.45,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1658,39,2.09,33,5,1,0,0,0,5,0.27,5,0,0,0,0,0
1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,10,2.33,8,1,0,1,0,0,2,0.47,2,0,0,0,0,0
1661,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,11,0.74,4,6,1,0,0,0,1,0.07,0,0,1,0,0,0
1663,11,0.48,7,0,1,2,1,0,2,0.09,1,0,0,1,0,0
1664,8,2.11,7,0,1,0,0,0,1,0.26,1,0,0,0,0,0
1665,118,3.77,70,36,4,4,3,1,10,0.32,8,1,0,0,0,1
1666,14,0.69,12,0,0,1,0,1,1,0.05,1,0,0,0,0,0
1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,1,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,70,4.01,34,17,9,8,2,0,10,0.57,3,3,1,2,1,0
1670,22,0.69,19,0,0,3,0,0,2,0.06,2,0,0,0,0,0
1671,39,1.66,28,0,1,7,3,0,5,0.21,3,0,0,1,1,0
1672,5,2.12,4,0,0,0,1,0,1,0.42,1,0,0,0,0,0
1673,6,1.1,4,0,0,1,1,0,1,0.18,1,0,0,0,0,0
1674,1,0.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,68,2.67,37,26,0,3,1,1,3,0.12,1,2,0,0,0,0
1676,3,3.07,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1677,2,0.97,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,1,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,38,1.63,32,0,0,4,1,1,4,0.17,3,0,0,0,1,0
1681,72,3.49,48,4,8,8,2,2,13,0.63,6,2,2,3,0,0
1682,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0
1683,19,0.73,14,0,1,3,0,1,1,0.04,1,0,0,0,0,0
1684,27,2.77,23,4,0,0,0,0,4,0.41,4,0,0,0,0,0
1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,73,2.88,44,0,1,19,7,2,10,0.39,3,0,1,5,1,0
1687,11,1.51,9,0,0,0,0,2,1,0.14,1,0,0,0,0,0
1688,14,0.88,12,0,1,1,0,0,0,0,0,0,0,0,0,0
1689,38,1.8,29,0,2,3,3,1,3,0.14,3,0,0,0,0,0
1690,27,0.89,23,2,1,0,1,0,4,0.13,3,0,1,0,0,0
1691,14,0.51,11,1,0,1,0,1,1,0.04,1,0,0,0,0,0
1692,2,0.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,13,1.09,9,2,0,0,1,1,1,0.08,1,0,0,0,0,0
1694,3,0.18,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1695,22,2.26,16,0,3,3,0,0,2,0.21,0,0,1,1,0,0
1696,7,0.97,6,1,0,0,0,0,2,0.28,1,1,0,0,0,0
1697,16,2.15,15,0,0,0,1,0,0,0,0,0,0,0,0,0
1698,9,3.45,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,62,2.62,49,1,3,6,2,1,8,0.34,8,0,0,0,0,0
1700,11,1.26,9,0,0,1,1,0,0,0,0,0,0,0,0,0
1701,15,1.86,14,0,1,0,0,0,2,0.25,2,0,0,0,0,0
1702,20,1.57,14,0,0,4,0,2,2,0.16,1,0,0,1,0,0
1703,30,1.96,28,0,1,0,0,1,6,0.39,6,0,0,0,0,0
1704,42,1.35,33,0,0,8,1,0,9,0.29,7,0,0,1,1,0
1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,41,1.5,36,0,1,1,1,2,4,0.15,4,0,0,0,0,0
1707,59,2.33,42,0,3,9,5,0,3,0.12,3,0,0,0,0,0
1708,65,2.55,39,2,8,7,8,1,8,0.31,3,0,2,1,2,0
1709,31,1.03,19,1,1,7,1,2,3,0.1,2,0,0,1,0,0
1710,13,3.1,9,0,1,3,0,0,4,0.95,2,0,0,2,0,0
1711,5,0.14,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
1712,1,0.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,31,2.67,26,0,2,2,1,0,7,0.6,4,0,2,1,0,0
1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,11,0.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,35,2.48,21,8,0,1,4,1,4,0.28,3,1,0,0,0,0
1717,42,2.72,27,7,2,1,5,0,1,0.06,1,0,0,0,0,0
1718,181,5.39,115,10,30,13,12,1,40,1.19,21,4,10,1,4,0
1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,4,0.59,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,86,2.66,53,10,10,6,7,0,12,0.37,10,1,0,0,1,0
1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,7,1.45,4,0,1,0,0,2,1,0.21,0,0,0,0,0,1
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,45,2.86,23,4,4,3,10,1,4,0.25,3,0,0,0,1,0
1726,35,2.19,30,1,1,1,2,0,4,0.25,4,0,0,0,0,0
1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,2,0.12,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1731,103,3,72,21,4,2,3,1,6,0.17,4,1,1,0,0,0
1732,39,2.56,32,2,4,1,0,0,0,0,0,0,0,0,0,0
1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,41,1.36,34,3,0,3,0,1,2,0.07,2,0,0,0,0,0
1735,112,3.24,62,22,11,7,7,3,6,0.17,4,2,0,0,0,0
1736,51,1.92,43,0,3,1,2,2,6,0.23,4,0,0,1,0,1
1737,17,0.54,14,2,1,0,0,0,3,0.1,2,1,0,0,0,0
1738,33,1.15,28,2,1,2,0,0,5,0.17,4,1,0,0,0,0
1739,1,0.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1740,13,0.64,8,0,0,4,1,0,0,0,0,0,0,0,0,0
1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,30,2.76,21,4,3,0,1,1,2,0.18,2,0,0,0,0,0
1745,39,3.55,35,0,2,1,1,0,1,0.09,1,0,0,0,0,0
1746,34,1.79,24,0,1,5,4,0,5,0.26,5,0,0,0,0,0
1747,42,2.07,38,1,0,1,2,0,9,0.44,9,0,0,0,0,0
1748,18,1.69,15,0,2,0,1,0,1,0.09,1,0,0,0,0,0
1749,82,3.99,44,20,10,3,5,0,10,0.49,4,1,2,1,2,0
1750,40,1.12,32,1,1,1,3,2,2,0.06,1,0,0,0,1,0
1751,44,2.39,31,5,6,1,1,0,8,0.43,6,0,2,0,0,0
1752,1,5.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,36,1.74,28,4,0,1,2,1,3,0.14,3,0,0,0,0,0
1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,78,2.32,62,2,3,7,3,1,10,0.3,9,0,1,0,0,0
1756,31,1.73,25,0,1,2,2,1,1,0.06,1,0,0,0,0,0
1757,15,1.7,14,1,0,0,0,0,0,0,0,0,0,0,0,0
1758,22,0.82,18,0,1,1,1,1,2,0.07,2,0,0,0,0,0
1759,5,5.77,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,60,3.11,48,3,8,0,1,0,4,0.21,3,0,0,0,1,0
1762,5,0.44,5,0,0,0,0,0,3,0.26,3,0,0,0,0,0
1763,35,2.61,31,1,1,1,0,1,5,0.37,4,0,1,0,0,0
1764,5,0.92,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,9,3.05,7,1,1,0,0,0,0,0,0,0,0,0,0,0
1767,82,2.55,62,0,4,5,8,3,11,0.34,6,0,0,3,2,0
1768,62,2.9,35,19,3,1,2,2,5,0.23,5,0,0,0,0,0
1769,9,4.66,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,69,4.48,52,3,4,5,4,1,11,0.71,6,0,1,2,1,1
1772,3,0.08,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1773,156,6.52,113,8,16,10,8,1,27,1.13,19,2,3,2,0,1
1774,53,3.35,33,2,5,8,4,1,3,0.19,2,0,0,1,0,0
1775,31,1.99,27,0,0,2,2,0,8,0.51,7,0,0,0,1,0
1776,7,0.51,6,0,0,1,0,0,0,0,0,0,0,0,0,0
1777,44,1.74,32,3,3,1,2,3,2,0.08,1,1,0,0,0,0
1778,4,0.43,2,0,0,2,0,0,0,0,0,0,0,0,0,0
1779,1,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,12,3.2,11,0,0,1,0,0,2,0.53,1,0,0,1,0,0
1781,3,3.86,2,0,0,0,0,1,1,1.29,1,0,0,0,0,0
1782,22,2.39,10,0,2,3,7,0,2,0.22,1,0,0,0,1,0
1783,1,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,1,1.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1787,8,1.18,4,2,1,0,1,0,0,0,0,0,0,0,0,0
1788,17,0.52,14,0,0,3,0,0,1,0.03,1,0,0,0,0,0
1789,24,1.52,21,0,0,2,1,0,5,0.32,5,0,0,0,0,0
1790,120,3.48,95,0,6,11,6,2,16,0.46,14,0,0,1,0,1
1791,7,0.26,4,3,0,0,0,0,2,0.07,2,0,0,0,0,0
1792,36,1.07,26,1,0,4,3,2,5,0.15,2,0,0,1,1,1
1793,20,2.33,8,10,0,0,1,1,0,0,0,0,0,0,0,0
1794,79,2.56,49,21,2,1,4,2,8,0.26,3,4,0,1,0,0
1795,30,1.64,20,0,2,3,4,1,5,0.27,3,0,1,1,0,0
1796,3,5.09,3,0,0,0,0,0,1,1.7,1,0,0,0,0,0
1797,40,4.22,29,8,1,1,1,0,2,0.21,1,1,0,0,0,0
1798,53,2.02,40,0,1,7,4,1,8,0.3,6,0,1,1,0,0
1799,2,0.21,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,8,3.87,6,0,0,0,1,1,1,0.48,1,0,0,0,0,0
1801,30,0.85,23,0,1,3,2,1,5,0.14,4,0,0,1,0,0
1802,13,1.31,12,0,1,0,0,0,1,0.1,1,0,0,0,0,0
1803,31,1.54,17,0,3,7,4,0,5,0.25,3,0,0,2,0,0
1804,36,1.62,25,8,1,1,1,0,4,0.18,4,0,0,0,0,0
1805,41,4.77,29,3,5,2,2,0,8,0.93,6,0,2,0,0,0
1806,13,1.49,11,0,1,0,1,0,3,0.34,3,0,0,0,0,0
1807,11,3.09,6,5,0,0,0,0,1,0.28,0,1,0,0,0,0
1808,51,1.48,42,5,1,0,1,2,7,0.2,6,1,0,0,0,0
1809,12,0.4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,46,2.77,30,6,2,1,5,2,10,0.6,7,0,0,1,2,0
1811,94,3.39,69,1,5,9,7,3,13,0.47,10,0,1,1,1,0
1812,41,2.17,27,2,3,7,1,1,4,0.21,3,0,0,1,0,0
1813,39,1.35,23,0,1,11,4,0,5,0.17,1,0,1,2,1,0
1814,1,0.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1815,84,3.72,68,9,3,3,0,1,11,0.49,8,1,0,2,0,0
1816,68,2.25,51,1,9,3,4,0,10,0.33,6,0,3,0,1,0
1817,16,4.07,13,0,1,1,1,0,0,0,0,0,0,0,0,0
1818,2,1.41,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1819,60,1.89,52,3,3,0,2,0,10,0.32,9,0,0,0,1,0
1820,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,51,2.34,39,0,2,4,6,0,6,0.27,5,0,0,1,0,0
1822,91,3.1,70,10,4,4,3,0,8,0.27,6,1,0,1,0,0
1823,14,2.3,12,0,1,0,1,0,1,0.16,1,0,0,0,0,0
1824,88,3.01,53,14,2,8,9,2,6,0.21,4,1,0,1,0,0
1825,67,2.07,42,16,1,7,1,0,4,0.12,3,1,0,0,0,0
1826,9,1.21,6,0,1,1,1,0,0,0,0,0,0,0,0,0
1827,67,2.68,45,10,2,4,3,3,3,0.12,2,1,0,0,0,0
1828,23,1.94,21,0,0,1,1,0,4,0.34,4,0,0,0,0,0
1829,3,0.09,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1830,40,2.71,23,11,0,4,1,1,3,0.2,3,0,0,0,0,0
1831,5,0.87,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,81,3.17,60,0,3,5,12,1,13,0.51,9,0,1,2,1,0
