,SCA,SCA,SCA,SCA,SCA,SCA,SCA,SCA,GCA,GCA,GCA,GCA,GCA,GCA,GCA,GCA
Rk,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
735,15,0.78,15,0,0,0,0,0,2,0.1,2,0,0,0,0,0
736,34,1.14,31,1,0,2,0,0,5,0.17,4,1,0,0,0,0
737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,23,0.92,16,0,1,5,0,1,2,0.08,2,0,0,0,0,0
739,2,0.09,2,0,0,0,0,0,0,0,0,0,0,0,0,0
740,9,3.82,7,0,1,1,0,0,0,0,0,0,0,0,0,0
741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,30,3.09,24,0,1,5,0,0,4,0.41,4,0,0,0,0,0
744,24,4.59,17,0,4,1,2,0,5,0.96,4,0,1,0,0,0
745,31,1.87,24,0,0,5,2,0,3,0.18,2,0,0,1,0,0
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,6,2.34,5,1,0,0,0,0,0,0,0,0,0,0,0,0
748,2,0.52,2,0,0,0,0,0,0,0,0,0,0,0,0,0
749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,61,2.72,52,1,0,5,1,2,4,0.18,4,0,0,0,0,0
751,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
752,2,1.51,1,0,0,1,0,0,1,0.76,1,0,0,0,0,0
753,5,1.22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,40,1.55,26,8,0,1,2,3,3,0.12,3,0,0,0,0,0
756,22,0.65,19,0,0,2,0,1,1,0.03,1,0,0,0,0,0
757,66,2.96,42,0,14,5,5,0,6,0.27,2,0,3,1,0,0
758,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
759,57,2.02,50,0,3,3,0,1,7,0.25,5,0,1,1,0,0
760,96,2.93,83,0,3,4,3,3,9,0.28,7,0,0,2,0,0
761,4,2.34,3,0,1,0,0,0,0,0,0,0,0,0,0,0
762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,11,2.81,7,2,1,0,1,0,2,0.51,1,0,1,0,0,0
764,3,3.14,2,0,0,1,0,0,2,2.09,2,0,0,0,0,0
765,42,1.7,32,2,4,1,3,0,1,0.04,1,0,0,0,0,0
766,26,2.57,19,7,0,0,0,0,1,0.1,1,0,0,0,0,0
767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,5,0.73,4,1,0,0,0,0,1,0.15,1,0,0,0,0,0
769,3,0.55,3,0,0,0,0,0,0,0,0,0,0,0,0,0
770,2,1.41,2,0,0,0,0,0,0,0,0,0,0,0,0,0
771,15,2.46,12,1,1,0,0,1,2,0.33,2,0,0,0,0,0
772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,10,0.53,8,1,0,1,0,0,0,0,0,0,0,0,0,0
774,9,0.46,6,0,0,2,0,1,0,0,0,0,0,0,0,0
775,58,1.99,36,16,0,0,3,3,5,0.17,3,1,0,0,1,0
776,45,2.32,34,6,0,3,1,1,5,0.26,3,0,0,1,1,0
777,3,0.12,1,2,0,0,0,0,0,0,0,0,0,0,0,0
778,61,3.41,37,6,9,3,5,1,2,0.11,1,0,1,0,0,0
779,31,2.46,21,2,1,2,5,0,4,0.32,1,0,1,0,2,0
780,9,0.56,7,0,0,2,0,0,1,0.06,0,0,0,1,0,0
781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,63,2.79,49,4,3,4,3,0,7,0.31,5,1,0,0,1,0
783,1,0.45,1,0,0,0,0,0,1,0.45,1,0,0,0,0,0
784,50,2.33,45,1,0,2,1,1,4,0.19,4,0,0,0,0,0
785,20,0.7,16,1,0,3,0,0,3,0.1,2,1,0,0,0,0
786,7,1.33,6,1,0,0,0,0,3,0.57,3,0,0,0,0,0
787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,34,1.67,21,1,3,1,7,1,7,0.34,2,0,1,1,2,1
789,58,1.74,45,4,5,0,2,2,6,0.18,5,0,1,0,0,0
790,113,4.93,73,12,10,7,8,3,13,0.57,10,3,0,0,0,0
791,92,3.35,76,0,3,7,5,1,17,0.62,14,0,0,2,1,0
792,26,1.24,18,0,1,0,6,1,1,0.05,1,0,0,0,0,0
793,19,1.5,18,1,0,0,0,0,0,0,0,0,0,0,0,0
794,2,0.05,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0
795,31,2.43,21,0,0,2,7,1,2,0.16,1,0,0,0,1,0
796,51,2.94,33,0,8,9,0,1,4,0.23,2,0,1,1,0,0
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,50,2.05,42,2,0,2,2,2,5,0.21,5,0,0,0,0,0
799,1,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0
800,17,2.25,15,1,1,0,0,0,2,0.27,2,0,0,0,0,0
801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,19,1.05,14,0,0,3,2,0,0,0,0,0,0,0,0,0
803,40,2.83,23,0,10,3,4,0,9,0.64,4,0,1,2,2,0
804,16,2.01,12,0,0,2,1,1,0,0,0,0,0,0,0,0
805,38,1.99,28,0,3,3,4,0,5,0.26,3,0,2,0,0,0
806,21,1.56,12,0,2,1,4,2,5,0.37,2,0,1,0,1,1
807,38,2.43,26,0,2,1,7,2,2,0.13,2,0,0,0,0,0
808,25,6.52,18,1,0,4,2,0,2,0.52,2,0,0,0,0,0
809,59,3.28,42,2,5,4,3,3,9,0.5,6,1,0,0,1,1
810,17,1.9,15,1,0,1,0,0,3,0.33,3,0,0,0,0,0
811,10,0.43,8,0,0,1,1,0,1,0.04,1,0,0,0,0,0
812,15,0.56,12,0,1,1,0,1,2,0.07,2,0,0,0,0,0
813,24,1.23,15,0,0,2,7,0,5,0.26,4,0,0,0,1,0
814,57,2.51,42,0,5,6,3,1,6,0.26,3,0,0,3,0,0
815,92,4.17,44,26,9,5,6,2,6,0.27,2,3,0,1,0,0
816,82,3.56,60,0,3,4,14,1,10,0.43,7,0,0,1,1,1
817,50,1.97,42,0,4,2,2,0,4,0.16,4,0,0,0,0,0
818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,11,0.77,9,0,0,1,1,0,3,0.21,2,0,0,0,1,0
821,3,4.91,2,0,0,0,1,0,0,0,0,0,0,0,0,0
822,63,1.96,52,0,2,4,3,2,3,0.09,3,0,0,0,0,0
823,57,5.46,26,27,1,1,1,1,7,0.67,2,5,0,0,0,0
824,11,0.38,7,0,0,1,3,0,2,0.07,0,0,0,1,1,0
825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,18,1.25,13,0,0,4,1,0,3,0.21,1,0,0,1,1,0
827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,47,2.95,28,7,1,7,2,2,5,0.31,3,1,1,0,0,0
829,75,2.03,58,10,1,2,1,3,3,0.08,2,1,0,0,0,0
830,1,0.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,8,0.39,6,1,0,1,0,0,0,0,0,0,0,0,0,0
833,29,1.66,24,3,0,2,0,0,5,0.29,5,0,0,0,0,0
834,5,1.12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
835,10,0.67,8,2,0,0,0,0,2,0.13,1,1,0,0,0,0
836,24,3.57,12,8,1,1,1,1,2,0.3,1,1,0,0,0,0
837,17,2.64,9,0,6,1,1,0,2,0.31,1,0,0,1,0,0
838,3,0.08,1,2,0,0,0,0,0,0,0,0,0,0,0,0
839,53,2.06,42,0,0,3,6,2,5,0.19,3,0,0,2,0,0
840,28,1.51,19,3,3,1,1,1,5,0.27,4,0,0,0,1,0
841,3,7.11,1,2,0,0,0,0,0,0,0,0,0,0,0,0
842,23,0.62,20,0,0,2,1,0,0,0,0,0,0,0,0,0
843,4,2.9,1,0,3,0,0,0,1,0.73,0,0,1,0,0,0
844,52,5.27,28,17,3,1,2,1,5,0.51,2,1,1,1,0,0
845,82,4.11,43,26,4,4,3,2,9,0.45,3,4,0,1,0,1
846,17,1.83,8,0,2,4,2,1,4,0.43,0,0,0,3,1,0
847,1,1.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0
848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,13,0.65,10,1,0,2,0,0,1,0.05,0,1,0,0,0,0
850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,47,1.64,35,3,1,5,3,0,8,0.28,7,0,0,1,0,0
853,21,3.23,13,3,0,4,1,0,3,0.46,3,0,0,0,0,0
854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1,0.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0
856,1,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,10,2.68,6,0,1,0,2,1,3,0.8,1,0,0,0,1,1
859,20,3.67,16,3,1,0,0,0,1,0.18,0,1,0,0,0,0
860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,17,1.07,13,0,2,2,0,0,2,0.13,1,0,0,1,0,0
862,2,1.54,2,0,0,0,0,0,0,0,0,0,0,0,0,0
863,2,5.63,1,0,0,1,0,0,1,2.81,0,0,0,1,0,0
864,170,5.47,84,48,20,4,11,3,19,0.61,12,5,2,0,0,0
865,11,0.66,10,0,0,1,0,0,2,0.12,2,0,0,0,0,0
866,14,0.51,12,0,0,0,1,1,1,0.04,0,0,0,0,1,0
867,49,3.49,32,1,7,2,7,0,9,0.64,8,0,1,0,0,0
868,5,0.57,5,0,0,0,0,0,1,0.11,1,0,0,0,0,0
869,45,1.89,33,11,0,0,1,0,6,0.25,5,1,0,0,0,0
870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,155,4.48,115,19,5,10,5,1,11,0.32,8,0,1,2,0,0
873,10,3.18,9,0,1,0,0,0,0,0,0,0,0,0,0,0
874,3,0.23,1,2,0,0,0,0,0,0,0,0,0,0,0,0
875,45,1.97,29,11,0,4,0,1,3,0.13,3,0,0,0,0,0
876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,4,0.69,1,0,0,3,0,0,1,0.17,0,0,0,1,0,0
878,30,2.8,23,0,0,4,3,0,4,0.37,4,0,0,0,0,0
879,26,1.26,23,1,0,1,0,1,4,0.19,2,1,0,1,0,0
880,10,0.55,8,1,0,1,0,0,1,0.05,1,0,0,0,0,0
881,31,1.87,25,4,1,0,0,1,4,0.24,3,0,0,0,0,1
882,89,2.75,76,2,1,3,6,1,5,0.15,5,0,0,0,0,0
883,9,1.3,5,3,0,0,0,1,2,0.29,1,1,0,0,0,0
884,92,3.66,66,15,6,2,2,1,11,0.44,10,1,0,0,0,0
885,8,1.29,8,0,0,0,0,0,1,0.16,1,0,0,0,0,0
886,6,1.85,4,0,0,2,0,0,2,0.62,1,0,0,1,0,0
887,15,2.04,13,1,0,1,0,0,0,0,0,0,0,0,0,0
888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,40,3.64,35,0,1,3,1,0,5,0.46,4,0,0,1,0,0
890,52,2.73,40,4,2,3,3,0,4,0.21,2,1,1,0,0,0
891,10,0.31,9,1,0,0,0,0,1,0.03,1,0,0,0,0,0
892,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0
893,49,4.18,27,15,3,2,1,1,4,0.34,1,3,0,0,0,0
894,34,2.65,25,6,0,1,1,1,2,0.16,2,0,0,0,0,0
895,89,3.76,63,13,3,7,2,1,13,0.55,8,3,0,2,0,0
896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,118,3.16,89,0,13,8,7,1,9,0.24,7,0,0,0,1,1
898,4,0.57,4,0,0,0,0,0,0,0,0,0,0,0,0,0
899,53,2.18,43,0,4,1,2,3,8,0.33,7,0,1,0,0,0
900,35,1.41,29,2,0,0,2,2,1,0.04,0,0,0,0,1,0
901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,4,1.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
903,31,0.82,27,1,0,2,0,1,5,0.13,4,0,0,1,0,0
904,4,6.32,1,1,0,0,2,0,1,1.58,0,1,0,0,0,0
905,109,3.51,86,9,5,5,3,1,11,0.35,9,1,0,1,0,0
906,56,2.96,39,8,5,2,2,0,7,0.37,4,1,1,0,1,0
907,35,2.06,31,0,1,3,0,0,2,0.12,2,0,0,0,0,0
908,1,0.43,0,0,0,1,0,0,1,0.43,0,0,0,1,0,0
909,3,0.16,1,2,0,0,0,0,0,0,0,0,0,0,0,0
910,29,2.7,22,1,2,4,0,0,2,0.19,2,0,0,0,0,0
911,8,1.79,5,0,0,2,0,1,1,0.22,1,0,0,0,0,0
912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,8,0.31,8,0,0,0,0,0,1,0.04,1,0,0,0,0,0
914,1,5.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0
915,2,1.24,2,0,0,0,0,0,0,0,0,0,0,0,0,0
916,3,1.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0
917,33,1.27,21,2,3,2,5,0,5,0.19,1,2,0,0,2,0
918,28,1.31,26,1,1,0,0,0,1,0.05,1,0,0,0,0,0
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,21,2.23,17,3,0,0,0,1,0,0,0,0,0,0,0,0
921,68,2.5,58,2,4,2,2,0,8,0.29,7,0,0,0,1,0
922,9,1.3,8,0,0,1,0,0,1,0.14,1,0,0,0,0,0
923,15,1.07,12,0,0,2,0,1,2,0.14,2,0,0,0,0,0
924,56,3.44,34,10,0,6,6,0,7,0.43,4,1,0,1,1,0
925,88,2.77,67,1,8,7,5,0,8,0.25,4,0,1,1,2,0
926,56,2.49,52,0,0,0,4,0,9,0.4,8,0,0,0,1,0
927,4,1.17,3,1,0,0,0,0,0,0,0,0,0,0,0,0
928,14,1.81,9,0,1,1,0,3,2,0.26,1,0,0,0,0,1
929,71,2.7,61,5,1,2,1,1,6,0.23,5,1,0,0,0,0
930,1,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
931,10,0.77,7,0,0,3,0,0,0,0,0,0,0,0,0,0
932,54,2.37,44,1,7,1,1,0,9,0.39,9,0,0,0,0,0
933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,62,3.17,35,3,13,8,2,1,12,0.61,7,0,2,2,0,1
935,3,1.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
936,64,3.36,40,13,5,2,4,0,4,0.21,1,2,0,1,0,0
937,94,2.89,63,15,2,6,5,3,11,0.34,5,3,0,2,0,1
938,3,0.37,2,1,0,0,0,0,0,0,0,0,0,0,0,0
939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,3,0.5,3,0,0,0,0,0,2,0.34,2,0,0,0,0,0
941,37,2.92,23,4,0,8,2,0,4,0.32,2,0,0,2,0,0
942,3,2.45,2,1,0,0,0,0,0,0,0,0,0,0,0,0
943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,17,2.37,14,0,0,2,1,0,2,0.28,2,0,0,0,0,0
946,7,0.55,3,1,0,2,0,1,1,0.08,0,0,0,1,0,0
947,62,1.69,50,4,2,1,4,1,5,0.14,4,0,0,1,0,0
948,29,1.89,23,1,2,1,0,2,1,0.07,1,0,0,0,0,0
949,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
950,30,2.62,15,8,2,1,2,2,0,0,0,0,0,0,0,0
951,25,1.96,19,0,0,5,1,0,4,0.31,4,0,0,0,0,0
952,91,2.88,48,24,3,8,7,1,10,0.32,7,0,2,0,1,0
953,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0
954,37,1.93,24,7,1,0,3,2,4,0.21,3,1,0,0,0,0
955,67,2.53,57,0,0,6,4,0,9,0.34,6,0,0,2,1,0
956,38,2.08,32,1,1,2,1,1,3,0.16,3,0,0,0,0,0
957,29,2.55,21,1,3,4,0,0,1,0.09,1,0,0,0,0,0
958,2,1.18,1,0,1,0,0,0,0,0,0,0,0,0,0,0
959,91,2.73,73,4,3,5,4,2,7,0.21,5,1,0,1,0,0
960,33,1.36,31,0,0,0,0,2,1,0.04,1,0,0,0,0,0
961,29,0.84,23,2,0,4,0,0,2,0.06,1,0,0,1,0,0
962,27,1.19,25,1,0,1,0,0,1,0.04,1,0,0,0,0,0
963,67,1.99,51,9,3,4,0,0,2,0.06,2,0,0,0,0,0
964,1,0.83,0,0,0,0,0,1,0,0,0,0,0,0,0,0
965,47,3.92,26,14,3,1,2,1,4,0.33,2,1,1,0,0,0
966,52,2.6,38,0,2,6,6,0,6,0.3,6,0,0,0,0,0
967,115,4.35,63,33,5,8,1,5,12,0.45,7,2,0,1,0,2
968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,5,0.32,4,1,0,0,0,0,0,0,0,0,0,0,0,0
970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,11,1.59,6,2,1,1,0,1,1,0.14,0,0,0,1,0,0
972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,74,2.43,54,10,1,5,3,1,8,0.26,6,1,0,0,1,0
974,61,2.37,52,1,5,0,3,0,16,0.62,13,0,2,0,1,0
975,3,7.11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,3,0.08,3,0,0,0,0,0,0,0,0,0,0,0,0,0
978,8,1.01,5,0,0,1,0,2,1,0.13,0,0,0,0,0,1
979,51,3.33,32,13,0,3,1,2,3,0.2,1,1,0,1,0,0
980,26,3.14,16,0,4,1,5,0,6,0.72,2,0,2,0,2,0
981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,37,2.12,29,1,0,3,3,1,6,0.34,5,0,0,1,0,0
983,29,1.32,25,0,0,3,1,0,5,0.23,4,0,0,1,0,0
984,82,2.9,59,0,4,8,9,2,12,0.42,8,0,0,2,2,0
985,3,0.5,3,0,0,0,0,0,1,0.17,1,0,0,0,0,0
986,12,2.17,11,0,0,1,0,0,3,0.54,3,0,0,0,0,0
987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,11,2.56,8,1,1,0,1,0,2,0.47,2,0,0,0,0,0
989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
991,12,1.79,5,3,1,3,0,0,2,0.3,2,0,0,0,0,0
992,27,4.53,19,0,0,3,3,2,2,0.34,1,0,0,0,1,0
993,13,3.5,8,4,0,0,1,0,0,0,0,0,0,0,0,0
994,22,1.69,18,1,1,0,2,0,2,0.15,2,0,0,0,0,0
995,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0
996,14,0.51,13,0,0,1,0,0,1,0.04,1,0,0,0,0,0
997,54,2.33,28,18,2,5,1,0,8,0.35,4,2,0,2,0,0
998,9,0.26,6,3,0,0,0,0,1,0.03,1,0,0,0,0,0
999,19,1.01,16,3,0,0,0,0,2,0.11,2,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,55,2.67,30,23,0,2,0,0,2,0.1,1,1,0,0,0,0
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,50,1.99,41,1,0,5,2,1,3,0.12,2,0,0,1,0,0
1004,14,2.53,8,0,2,0,4,0,4,0.72,2,0,1,0,1,0
1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,7,0.39,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,27,0.77,21,0,0,5,1,0,2,0.06,2,0,0,0,0,0
1008,55,2.61,33,0,2,15,3,2,6,0.28,4,0,0,2,0,0
1009,111,4.57,85,4,5,10,4,3,16,0.66,11,0,3,1,1,0
1010,32,1.42,25,2,1,2,0,2,2,0.09,1,0,0,1,0,0
1011,8,0.88,6,0,0,1,0,1,1,0.11,1,0,0,0,0,0
1012,10,0.96,8,0,0,1,0,1,1,0.1,0,0,0,1,0,0
1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,68,4.08,41,21,2,2,2,0,8,0.48,6,1,0,0,1,0
1015,21,3.04,14,0,5,1,1,0,3,0.43,2,0,1,0,0,0
1016,28,2.64,23,1,1,0,3,0,3,0.28,2,0,1,0,0,0
1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,25,2.11,15,0,0,7,2,1,4,0.34,3,0,0,0,1,0
1019,7,1.9,6,0,0,0,1,0,2,0.54,2,0,0,0,0,0
1020,57,2.62,36,0,2,4,15,0,6,0.28,3,0,1,0,2,0
1021,42,2.94,33,5,3,1,0,0,6,0.42,4,1,1,0,0,0
1022,59,2.97,38,6,5,2,6,2,9,0.45,4,0,2,1,1,1
1023,16,0.53,16,0,0,0,0,0,2,0.07,2,0,0,0,0,0
1024,2,0.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,32,1.86,27,0,1,1,2,1,2,0.12,2,0,0,0,0,0
1026,5,5.23,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1027,23,2.96,18,0,0,1,4,0,2,0.26,0,0,0,0,2,0
1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,4,0.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,8,0.49,7,0,0,1,0,0,1,0.06,0,0,0,1,0,0
1031,7,1.72,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,95,3.63,58,2,7,10,17,1,14,0.53,6,0,1,1,5,1
1033,38,3.07,29,0,5,2,0,2,4,0.32,3,0,1,0,0,0
1034,5,16.67,3,0,1,0,1,0,0,0,0,0,0,0,0,0
1035,2,1.34,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1036,12,2.4,2,7,1,1,0,1,0,0,0,0,0,0,0,0
1037,77,3.03,38,14,6,3,14,2,5,0.2,1,2,0,0,2,0
1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,68,4.38,57,1,1,6,3,0,9,0.58,8,0,0,0,1,0
1040,2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,50,1.97,40,4,2,2,2,0,4,0.16,4,0,0,0,0,0
1042,12,2.35,8,0,0,2,2,0,1,0.2,0,0,0,0,1,0
1043,6,3.21,5,0,0,1,0,0,1,0.54,1,0,0,0,0,0
1044,2,1.08,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1045,132,4.31,75,19,21,9,7,1,17,0.56,14,0,2,0,1,0
1046,28,1.4,24,0,3,1,0,0,1,0.05,0,0,0,1,0,0
1047,26,0.91,22,2,0,1,0,1,1,0.03,1,0,0,0,0,0
1048,40,1.17,38,0,0,1,0,1,5,0.15,5,0,0,0,0,0
1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,41,1.7,29,2,0,4,4,2,3,0.12,2,0,0,1,0,0
1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,22,0.93,15,4,1,2,0,0,1,0.04,1,0,0,0,0,0
1053,88,3.39,50,15,11,7,5,0,5,0.19,3,1,0,1,0,0
1054,7,1.22,5,0,1,1,0,0,0,0,0,0,0,0,0,0
1055,3,0.14,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1056,119,5.6,98,1,4,5,10,1,6,0.28,6,0,0,0,0,0
1057,3,0.23,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1058,31,2.65,18,7,2,0,3,1,0,0,0,0,0,0,0,0
1059,52,3.68,42,0,6,2,2,0,7,0.5,6,0,0,1,0,0
1060,5,1.91,3,0,0,1,0,1,1,0.38,1,0,0,0,0,0
1061,20,1.29,16,0,1,2,1,0,1,0.06,0,0,0,1,0,0
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,1,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,7,0.26,6,0,0,0,0,1,0,0,0,0,0,0,0,0
1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,5,1.71,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0
1067,49,2.6,36,8,1,1,2,1,10,0.53,8,0,1,0,0,1
1068,141,4.57,79,45,3,10,4,0,21,0.68,13,7,0,0,1,0
1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,38,2.29,33,1,2,1,1,0,4,0.24,4,0,0,0,0,0
1071,100,4.41,56,37,2,5,0,0,7,0.31,2,3,1,1,0,0
1072,16,1.48,15,0,0,1,0,0,1,0.09,1,0,0,0,0,0
1073,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,33,2.13,30,0,0,2,0,1,3,0.19,3,0,0,0,0,0
1075,40,2.11,25,1,4,5,4,1,6,0.32,3,0,0,1,1,1
1076,9,0.77,8,0,0,0,0,1,0,0,0,0,0,0,0,0
1077,27,1.81,19,1,4,2,1,0,1,0.07,1,0,0,0,0,0
1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,105,3.63,60,14,13,6,12,0,19,0.66,10,1,4,1,3,0
1080,25,0.7,20,0,1,2,2,0,3,0.08,1,0,0,1,1,0
1081,111,3.17,85,3,9,6,7,1,12,0.34,10,0,0,0,2,0
1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,59,2.96,40,13,2,4,0,0,11,0.55,9,0,0,2,0,0
1084,14,2.86,5,0,4,1,3,1,3,0.61,2,0,0,0,1,0
1085,15,1.55,14,0,0,0,0,1,0,0,0,0,0,0,0,0
1086,22,3.57,13,6,2,0,1,0,4,0.65,2,1,0,0,1,0
1087,29,1.71,21,0,0,4,2,2,2,0.12,1,0,0,1,0,0
1088,11,3.55,5,0,2,1,2,1,2,0.65,1,0,0,0,1,0
1089,31,2.1,27,0,0,1,0,3,4,0.27,4,0,0,0,0,0
1090,14,1.34,10,0,1,2,0,1,1,0.1,0,0,0,1,0,0
1091,93,3.33,50,34,5,1,2,1,6,0.21,3,3,0,0,0,0
1092,33,1.26,28,0,1,1,2,1,4,0.15,4,0,0,0,0,0
1093,31,2.7,22,0,1,6,1,1,4,0.35,1,0,0,3,0,0
1094,83,4.57,69,2,3,0,7,2,9,0.5,8,0,0,0,1,0
1095,23,2.04,15,0,1,5,1,1,1,0.09,1,0,0,0,0,0
1096,4,0.12,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,2,0.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,48,2.29,25,21,1,1,0,0,7,0.33,6,1,0,0,0,0
1099,31,1.23,21,4,1,2,3,0,1,0.04,0,0,0,1,0,0
1100,84,4.07,60,14,6,3,0,1,9,0.44,7,0,1,1,0,0
1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,109,3.21,56,42,2,2,7,0,13,0.38,6,4,0,1,2,0
1103,15,0.56,13,1,0,0,0,1,0,0,0,0,0,0,0,0
1104,1,0.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1105,5,2.18,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1106,46,2.2,43,0,1,0,2,0,6,0.29,5,0,0,0,1,0
