,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Expe,Expe,Expe,Expe,Expe
Rk,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2415,1,18,6,33.3,0.85,0.28,0.06,0.17,18.5,0,0,0,1.4,1.4,0.08,-0.4,-0.4
2416,1,16,3,18.8,1.89,0.35,0.06,0.33,11.5,0,0,0,1.3,1.3,0.08,-0.3,-0.3
2417,16,78,36,46.2,3.27,1.51,0.19,0.42,17.4,1,1,1,11,10.2,0.13,+5.0,+4.8
2418,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2419,4,19,9,47.4,2.06,0.97,0.21,0.44,13.1,0,0,0,2.1,2,0.11,+1.9,+2.0
2420,1,7,3,42.9,2.64,1.13,0.14,0.33,19.1,0,0,0,0.6,0.6,0.09,+0.4,+0.4
2421,2,21,8,38.1,0.88,0.33,0.1,0.25,19.5,4,0,0,1.2,1.2,0.06,+0.8,+0.8
2422,1,14,2,14.3,1.93,0.28,0.07,0.5,16.7,0,0,0,1.3,1.3,0.09,-0.3,-0.3
2423,1,2,1,50,0.32,0.16,0.5,1,12.4,0,0,0,0.2,0.2,0.08,+0.8,+0.8
2424,24,88,43,48.9,3.82,1.86,0.26,0.53,12.8,2,1,2,18.1,16.5,0.19,+5.9,+6.5
2425,1,3,1,33.3,0.77,0.26,0.33,1,16.5,0,0,0,0.4,0.4,0.12,+0.6,+0.6
2426,0,10,1,10,0.87,0.09,0,0,21.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3
2427,0,1,0,0,0.29,0,0,,14.8,0,0,0,0,0,0.04,0,0
2428,4,36,16,44.4,1.16,0.52,0.11,0.25,13.2,0,0,0,3.6,3.6,0.1,+0.4,+0.4
2429,4,33,9,27.3,1.6,0.44,0.12,0.44,14.3,0,0,0,3.4,3.4,0.1,+0.6,+0.6
2430,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2431,0,5,1,20,0.77,0.15,0,0,22.1,1,0,0,0.2,0.2,0.03,-0.2,-0.2
2432,0,12,3,25,0.45,0.11,0,0,21.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5
2433,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2434,0,2,0,0,0.28,0,0,,12.2,0,0,0,0.3,0.3,0.16,-0.3,-0.3
2435,1,35,9,25.7,1.31,0.34,0.03,0.11,21.4,2,0,0,2,2,0.06,-1,-1
2436,1,6,1,16.7,0.39,0.06,0.17,1,24.2,0,0,0,0.2,0.2,0.03,+0.8,+0.8
2437,0,3,2,66.7,0.32,0.22,0,0,13.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2
2438,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2439,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2440,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2441,0,4,3,75,2.47,1.85,0,0,18.4,0,0,0,0.6,0.6,0.16,-0.6,-0.6
2442,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2443,0,11,2,18.2,0.47,0.09,0,0,23.8,2,0,0,0.5,0.5,0.04,-0.5,-0.5
2444,0,9,1,11.1,0.57,0.06,0,0,22.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5
2445,4,24,9,37.5,2.15,0.81,0.13,0.33,13.3,0,1,1,4.2,3.4,0.14,-0.2,-0.4
2446,0,2,0,0,0.05,0,0,,14.5,0,0,0,0,0,0.02,0,0
2447,0,3,1,33.3,0.32,0.11,0,0,20.5,1,0,0,0.1,0.1,0.04,-0.1,-0.1
2448,0,19,4,21.1,0.8,0.17,0,0,20.2,0,0,0,1.6,1.6,0.08,-1.6,-1.6
2449,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2450,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2451,1,10,4,40,1.19,0.48,0.1,0.25,22.1,0,0,0,1.1,1.1,0.11,-0.1,-0.1
2452,0,3,0,0,1.62,0,0,,12.3,0,0,0,0.4,0.4,0.13,-0.4,-0.4
2453,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2454,3,33,10,30.3,1.34,0.41,0.09,0.3,17.7,0,0,0,2.1,2.1,0.06,+0.9,+0.9
2455,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2456,3,24,9,37.5,1.93,0.73,0.13,0.33,14.2,0,0,0,3.2,3.2,0.13,-0.2,-0.2
2457,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2458,1,9,4,44.4,2.56,1.14,0.11,0.25,25.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6
2459,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2460,0,6,1,16.7,0.52,0.09,0,0,13.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2461,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2462,5,22,4,18.2,1.31,0.24,0.05,0.25,27.4,7,4,4,4.8,1.7,0.08,+0.2,-0.7
2463,3,39,12,30.8,3.33,1.02,0.08,0.25,19.3,1,0,0,2.7,2.7,0.07,+0.3,+0.3
2464,0,4,1,25,0.51,0.13,0,0,18.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2465,2,13,5,38.5,1.72,0.66,0.15,0.4,20.3,3,0,0,0.6,0.6,0.05,+1.4,+1.4
2466,0,6,1,16.7,0.34,0.06,0,0,24.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2467,2,30,14,46.7,1.36,0.64,0.07,0.14,27.8,6,0,0,0.9,0.9,0.03,+1.1,+1.1
2468,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2469,3,31,11,35.5,3.56,1.26,0.1,0.27,12.3,0,0,0,4.3,4.3,0.14,-1.3,-1.3
2470,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2471,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2472,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2473,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2474,0,4,1,25,0.38,0.09,0,0,23.9,1,0,0,0.2,0.2,0.04,-0.2,-0.2
2475,0,2,0,0,2.25,0,0,,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2476,0,1,1,100,0.21,0.21,0,0,10,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2477,0,1,0,0,0.49,0,0,,11.2,0,0,0,0.1,0.1,0.09,-0.1,-0.1
2478,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2479,0,8,2,25,0.66,0.17,0,0,25.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2480,11,55,23,41.8,2.38,1,0.15,0.35,11.8,0,3,3,12.6,10.7,0.2,-1.6,-2.7
2481,8,47,19,40.4,1.48,0.6,0.17,0.42,12.6,0,0,0,6.7,6.7,0.14,+1.3,+1.3
2482,2,19,6,31.6,0.64,0.2,0.11,0.33,21.8,4,0,0,1,1,0.05,+1.0,+1.0
2483,2,21,6,28.6,1.1,0.31,0.1,0.33,16.4,0,0,0,3.1,3.1,0.15,-1.1,-1.1
2484,0,19,5,26.3,2.99,0.79,0,0,13.7,0,0,0,1.8,1.8,0.09,-1.8,-1.8
2485,0,1,0,0,0.13,0,0,,16.3,0,0,0,0,0,0.04,0,0
2486,0,1,1,100,0.4,0.4,0,0,23.8,0,0,0,0,0,0.03,0,0
2487,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2488,3,18,5,27.8,0.61,0.17,0.17,0.6,12.2,0,0,0,0.9,0.9,0.05,+2.1,+2.1
2489,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2490,1,12,3,25,0.54,0.13,0.08,0.33,12.7,0,0,0,0.9,0.9,0.07,+0.1,+0.1
2491,17,69,32,46.4,2.34,1.09,0.25,0.53,14.7,0,0,1,10.3,9.5,0.14,+6.7,+7.5
2492,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2493,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2494,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2495,6,42,16,38.1,1.62,0.62,0.14,0.38,15.9,2,0,0,4.6,4.6,0.11,+1.4,+1.4
2496,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2497,0,2,0,0,1.36,0,0,,13.4,0,0,0,0.2,0.2,0.1,-0.2,-0.2
2498,3,41,7,17.1,1.42,0.24,0.07,0.43,15.3,0,0,0,2.6,2.6,0.06,+0.4,+0.4
2499,0,1,1,100,0.26,0.26,0,0,11.7,0,0,0,0.2,0.2,0.21,-0.2,-0.2
2500,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2501,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2502,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2503,0,3,2,66.7,0.62,0.41,0,0,24.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2
2504,2,26,6,23.1,1.02,0.23,0.08,0.33,15,0,0,0,2.6,2.6,0.1,-0.6,-0.6
2505,2,25,8,32,0.7,0.22,0.08,0.25,16.8,0,0,0,3.8,3.7,0.15,-1.8,-1.7
2506,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2507,0,3,0,0,1.53,0,0,,22.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2508,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2509,4,23,8,34.8,1.14,0.4,0.17,0.5,16.2,0,0,0,3.2,3.2,0.14,+0.8,+0.8
2510,0,4,1,25,0.27,0.07,0,0,24.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2511,0,7,1,14.3,0.54,0.08,0,0,18.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2512,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2513,0,7,2,28.6,0.84,0.24,0,0,14.3,0,0,0,0.9,0.9,0.12,-0.9,-0.9
2514,0,12,2,16.7,2.93,0.49,0,0,17.5,1,0,0,0.7,0.7,0.06,-0.7,-0.7
2515,3,25,7,28,0.71,0.2,0.12,0.43,11.9,0,0,0,3.2,3.2,0.13,-0.2,-0.2
2516,1,12,4,33.3,1.88,0.63,0.08,0.25,11.5,0,0,0,1.9,1.9,0.15,-0.9,-0.9
2517,0,1,0,0,0.68,0,0,,17.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2518,3,10,3,30,0.43,0.13,0.3,1,8.1,0,0,0,2.4,2.4,0.24,+0.6,+0.6
2519,10,40,23,57.5,1.87,1.08,0.25,0.43,15.8,0,0,0,6,6,0.15,+4.0,+4.0
2520,1,12,1,8.3,0.73,0.06,0.08,1,22.1,2,0,0,0.6,0.6,0.05,+0.4,+0.4
2521,0,13,1,7.7,0.46,0.04,0,0,26.2,2,0,0,0.4,0.4,0.03,-0.4,-0.4
2522,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2523,4,33,10,30.3,1.6,0.48,0.12,0.4,13,0,0,0,5.4,5.3,0.17,-1.4,-1.3
2524,0,1,0,0,2.2,0,0,,19.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1
2525,0,7,1,14.3,0.88,0.13,0,0,24.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2526,3,17,8,47.1,2.3,1.08,0.18,0.38,12.3,0,0,0,3.7,3.7,0.22,-0.7,-0.7
2527,11,34,14,41.2,1.24,0.51,0.12,0.29,23.7,6,7,7,9.1,3.5,0.1,+1.9,+0.5
2528,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2529,1,14,7,50,0.64,0.32,0.07,0.14,19.4,0,0,0,0.9,0.9,0.06,+0.1,+0.1
2530,0,6,2,33.3,0.69,0.23,0,0,12,0,0,0,0.4,0.4,0.07,-0.4,-0.4
2531,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2532,0,23,8,34.8,0.79,0.27,0,0,18.9,0,0,0,2.1,2.1,0.09,-2.1,-2.1
2533,0,7,4,57.1,1.09,0.62,0,0,13.2,0,0,0,0.8,0.8,0.11,-0.8,-0.8
2534,1,25,6,24,0.9,0.22,0.04,0.17,22.6,2,0,0,0.9,0.9,0.04,+0.1,+0.1
2535,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2536,6,69,24,34.8,2.5,0.87,0.06,0.17,15.5,0,2,2,8.5,6.9,0.1,-2.5,-2.9
2537,3,22,10,45.5,1.6,0.73,0.14,0.3,16.2,1,0,0,2.5,2.5,0.11,+0.5,+0.5
2538,5,45,11,24.4,1.32,0.32,0.11,0.45,12.8,0,0,0,5.5,4.8,0.11,-0.5,+0.2
2539,0,2,0,0,36,0,0,,29.2,1,0,0,0.1,0.1,0.04,-0.1,-0.1
2540,3,18,4,22.2,3.62,0.81,0.17,0.75,11.1,0,0,0,3,3,0.17,0,0
2541,0,8,2,25,0.32,0.08,0,0,8.3,0,0,0,0.9,0.9,0.11,-0.9,-0.9
2542,0,6,2,33.3,0.49,0.16,0,0,18.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
2543,1,18,4,22.2,0.69,0.15,0.06,0.25,24.4,0,0,0,0.5,0.5,0.03,+0.5,+0.5
2544,2,16,3,18.8,0.6,0.11,0.13,0.67,25.9,0,0,0,0.6,0.6,0.04,+1.4,+1.4
2545,2,3,2,66.7,0.27,0.18,0.67,1,7,0,0,0,0.3,0.3,0.09,+1.7,+1.7
2546,1,8,1,12.5,0.29,0.04,0.13,1,12,0,0,0,1,1,0.13,0,0
2547,0,2,0,0,1.42,0,0,,25,0,0,0,0,0,0.02,0,0
2548,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2549,0,1,1,100,0.64,0.64,0,0,12.9,0,0,0,0.2,0.2,0.17,-0.2,-0.2
2550,1,12,3,25,1.79,0.45,0.08,0.33,17.7,1,0,0,0.8,0.8,0.06,+0.2,+0.2
2551,1,49,12,24.5,2.37,0.58,0.02,0.08,25.6,9,0,0,2.1,2.1,0.04,-1.1,-1.1
2552,0,16,5,31.3,1.04,0.32,0,0,29.4,3,0,0,0.6,0.6,0.04,-0.6,-0.6
2553,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2554,1,4,3,75,0.56,0.42,0.25,0.33,10.4,0,0,0,0.5,0.5,0.12,+0.5,+0.5
2555,1,11,4,36.4,0.49,0.18,0.09,0.25,15.2,0,0,0,0.8,0.8,0.08,+0.2,+0.2
2556,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2557,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2558,0,13,2,15.4,1.21,0.19,0,0,15.3,0,0,0,1,1,0.08,-1,-1
2559,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2560,1,21,5,23.8,1.76,0.42,0.05,0.2,17.9,0,0,0,2.7,2.7,0.13,-1.7,-1.7
2561,0,7,3,42.9,0.7,0.3,0,0,26.1,1,0,0,0.2,0.2,0.03,-0.2,-0.2
2562,0,1,0,0,0.73,0,0,,22.8,0,0,0,0,0,0.03,0,0
2563,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2564,13,54,25,46.3,2.28,1.06,0.2,0.44,14,0,2,3,14,11.5,0.21,-1,-0.5
2565,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2566,2,15,4,26.7,0.8,0.21,0.13,0.5,17.6,0,0,0,1.1,1.1,0.08,+0.9,+0.9
2567,4,41,14,34.1,2.27,0.77,0.1,0.29,18.6,2,0,2,6.3,4.7,0.11,-2.3,-0.7
2568,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2569,1,16,6,37.5,3.44,1.29,0.06,0.17,21.4,3,0,0,1.4,1.4,0.09,-0.4,-0.4
2570,1,11,4,36.4,0.36,0.13,0.09,0.25,21.4,0,0,0,0.6,0.6,0.05,+0.4,+0.4
2571,1,9,5,55.6,0.72,0.4,0.11,0.2,13.2,0,0,0,0.9,0.9,0.1,+0.1,+0.1
2572,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2573,0,9,2,22.2,0.87,0.19,0,0,14.6,1,0,0,0.4,0.4,0.05,-0.4,-0.4
2574,1,4,3,75,0.72,0.54,0.25,0.33,14,0,0,0,0.5,0.5,0.12,+0.5,+0.5
2575,0,2,1,50,0.56,0.28,0,0,18.6,0,0,0,0,0,0.02,0,0
2576,0,1,0,0,0.14,0,0,,14,0,0,0,0,0,0.01,0,0
2577,1,11,3,27.3,0.48,0.13,0.09,0.33,9.1,0,0,0,1.4,1.4,0.14,-0.4,-0.4
2578,0,9,4,44.4,1.18,0.53,0,0,18.6,0,0,0,0.5,0.5,0.06,-0.5,-0.5
2579,2,9,3,33.3,0.97,0.32,0.22,0.67,27.1,2,0,0,0.2,0.2,0.03,+1.8,+1.8
2580,0,9,0,0,0.46,0,0,,19.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5
2581,0,14,4,28.6,0.46,0.13,0,0,29.7,2,0,0,0.4,0.4,0.03,-0.4,-0.4
2582,4,22,8,36.4,0.7,0.26,0.18,0.5,23.4,1,0,0,2.2,2.2,0.1,+1.8,+1.8
2583,11,51,23,45.1,2.5,1.13,0.18,0.39,19.6,2,2,3,10,7.7,0.15,+1.0,+1.3
2584,0,9,3,33.3,1.14,0.38,0,0,13.1,0,0,0,1,1,0.11,-1,-1
2585,2,25,12,48,2.47,1.19,0.08,0.17,17.3,0,0,0,2.1,2.1,0.08,-0.1,-0.1
2586,1,16,6,37.5,0.78,0.29,0.06,0.17,18,0,0,0,1.3,1.3,0.08,-0.3,-0.3
2587,4,26,8,30.8,2.31,0.71,0.15,0.5,20.5,0,0,0,2.3,2.3,0.09,+1.7,+1.7
2588,0,2,0,0,1.38,0,0,,12.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2
2589,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2590,0,6,2,33.3,1.41,0.47,0,0,23.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2591,0,5,1,20,0.49,0.1,0,0,18.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2592,3,39,13,33.3,1.37,0.46,0.08,0.23,21,2,0,0,2.1,2.1,0.05,+0.9,+0.9
2593,0,7,0,0,0.51,0,0,,7.3,0,0,0,1.1,1.1,0.15,-1.1,-1.1
2594,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2595,0,2,0,0,0.46,0,0,,8.9,0,0,0,0.4,0.4,0.21,-0.4,-0.4
2596,0,11,1,9.1,3.91,0.36,0,0,11.3,1,0,0,1.1,1.1,0.1,-1.1,-1.1
2597,1,9,3,33.3,3.12,1.04,0.11,0.33,13.2,0,0,0,1.3,1.3,0.15,-0.3,-0.3
2598,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2599,6,40,15,37.5,2.33,0.87,0.15,0.4,22.8,7,0,1,4.8,4,0.1,+1.2,+2.0
2600,0,5,1,20,0.75,0.15,0,0,16.5,0,0,0,0.5,0.5,0.1,-0.5,-0.5
2601,4,35,12,34.3,1.79,0.61,0.11,0.33,12.5,0,0,0,5.9,5.9,0.17,-1.9,-1.9
2602,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2603,2,16,3,18.8,0.5,0.09,0.13,0.67,10.4,0,0,0,1.2,1.2,0.08,+0.8,+0.8
2604,0,1,0,0,0.68,0,0,,14.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1
2605,5,42,12,28.6,1.78,0.51,0.12,0.42,20.7,0,0,0,2.6,2.6,0.06,+2.4,+2.4
2606,4,23,7,30.4,0.8,0.24,0.17,0.57,21.5,0,0,0,1.2,1.2,0.05,+2.8,+2.8
2607,0,7,2,28.6,0.86,0.24,0,0,13.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4
2608,0,12,3,25,0.76,0.19,0,0,24.5,0,0,0,0.5,0.5,0.04,-0.5,-0.5
2609,1,6,1,16.7,0.3,0.05,0.17,1,9.8,0,0,0,0.4,0.4,0.07,+0.6,+0.6
2610,4,20,5,25,0.68,0.17,0,0,31.2,4,4,4,3.8,0.7,0.03,+0.2,-0.7
2611,1,7,2,28.6,0.44,0.13,0.14,0.5,13.5,0,0,0,0.5,0.5,0.07,+0.5,+0.5
2612,0,6,3,50,0.37,0.19,0,0,16.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2613,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2614,1,22,6,27.3,0.64,0.17,0.05,0.17,11.3,0,0,0,2.5,2.5,0.12,-1.5,-1.5
2615,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2616,0,2,2,100,0.37,0.37,0,0,20,0,0,0,0.3,0.3,0.16,-0.3,-0.3
2617,1,23,2,8.7,1.76,0.15,0.04,0.5,19.8,0,0,0,1.9,1.9,0.08,-0.9,-0.9
2618,0,7,0,0,0.23,0,0,,22.4,0,0,0,0.2,0.2,0.02,-0.2,-0.2
2619,0,2,1,50,2.07,1.03,0,0,16.1,0,0,0,0.3,0.3,0.13,-0.3,-0.3
2620,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2621,3,55,10,18.2,1.69,0.31,0.05,0.3,22.5,0,0,0,2,2,0.04,+1.0,+1.0
2622,0,3,1,33.3,4.82,1.61,0,0,17.5,1,0,0,0.2,0.2,0.08,-0.2,-0.2
2623,1,8,3,37.5,2.48,0.93,0.13,0.33,12.1,0,0,0,0.7,0.7,0.09,+0.3,+0.3
2624,0,12,5,41.7,1.34,0.56,0,0,21.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6
2625,0,10,3,30,0.54,0.16,0,0,23.1,4,0,0,0.4,0.4,0.04,-0.4,-0.4
2626,2,29,9,31,3.19,0.99,0.07,0.22,21.1,2,0,0,1.7,1.7,0.06,+0.3,+0.3
2627,0,6,1,16.7,0.5,0.08,0,0,19.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2628,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2629,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2630,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2631,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2632,21,86,44,51.2,2.79,1.42,0.22,0.43,14.9,0,2,2,13.9,12.3,0.14,+7.1,+6.7
2633,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2634,0,2,0,0,0.52,0,0,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2635,0,8,3,37.5,1.06,0.4,0,0,16.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
2636,2,17,7,41.2,2.62,1.08,0.12,0.29,16.1,0,0,0,2.3,2.3,0.13,-0.3,-0.3
2637,0,3,1,33.3,2.57,0.86,0,0,14.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2
2638,2,21,6,28.6,0.78,0.22,0.1,0.33,16.7,0,0,0,1.5,1.5,0.07,+0.5,+0.5
2639,3,15,6,40,1.13,0.45,0.2,0.5,22.9,0,0,0,1.4,1.4,0.09,+1.6,+1.6
2640,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2641,0,5,0,0,0.47,0,0,,17.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2642,0,4,0,0,0.19,0,0,,19,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2643,2,14,4,28.6,0.49,0.14,0.14,0.5,8.2,0,0,0,2,2,0.16,0,0
2644,8,48,19,39.6,1.81,0.72,0.17,0.42,16.3,0,0,0,6.2,6.2,0.13,+1.8,+1.8
2645,0,10,4,40,3.28,1.31,0,0,24.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3
2646,0,1,0,0,0.62,0,0,,14.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2647,3,26,7,26.9,0.8,0.21,0.12,0.43,13.3,0,0,0,3.2,3.2,0.12,-0.2,-0.2
2648,0,1,0,0,0.11,0,0,,9.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2649,3,32,11,34.4,2.94,1.01,0.09,0.27,13.1,0,0,0,4.6,4.6,0.15,-1.6,-1.6
2650,4,23,7,30.4,1.09,0.33,0.17,0.57,17,0,0,0,2.7,2.7,0.12,+1.3,+1.3
2651,0,4,0,0,0.94,0,0,,12.5,0,0,0,0.4,0.4,0.1,-0.4,-0.4
2652,0,2,1,50,1.2,0.6,0,0,19.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2653,6,57,15,26.3,1.95,0.51,0.07,0.27,25,0,2,2,4.4,2.8,0.05,+1.6,+1.2
2654,1,15,5,33.3,0.7,0.23,0.07,0.2,20.8,0,0,0,0.6,0.6,0.04,+0.4,+0.4
2655,3,4,3,75,3.21,2.41,0.75,1,8.2,0,0,0,1.1,1.1,0.28,+1.9,+1.9
2656,0,1,1,100,0.87,0.87,0,0,11.6,0,0,0,0.2,0.2,0.16,-0.2,-0.2
2657,1,24,8,33.3,1.08,0.36,0.04,0.13,19.1,2,0,0,1.6,1.6,0.07,-0.6,-0.6
2658,0,8,0,0,2.11,0,0,,29.9,2,0,0,0.2,0.2,0.02,-0.2,-0.2
2659,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2660,1,19,6,31.6,0.55,0.17,0.05,0.17,9.9,0,0,0,2.6,2.6,0.15,-1.6,-1.6
2661,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2662,12,74,36,48.6,2.9,1.41,0.14,0.28,14.4,0,2,2,12.6,11,0.15,-0.6,-1
2663,2,17,3,17.6,2.18,0.38,0.12,0.67,19.5,0,0,0,2.1,2.1,0.12,-0.1,-0.1
2664,0,3,1,33.3,0.19,0.06,0,0,22.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2665,1,12,2,16.7,0.75,0.13,0.08,0.5,12.3,0,0,0,1.1,1.1,0.09,-0.1,-0.1
2666,17,101,40,39.6,3.12,1.24,0.12,0.3,18.9,9,5,5,15.1,11.2,0.11,+1.9,+0.8
2667,4,28,15,53.6,2.34,1.26,0.14,0.27,15.1,0,0,0,4,4,0.14,0,0
2668,0,11,2,18.2,0.59,0.11,0,0,17.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6
2669,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2670,1,4,2,50,0.66,0.33,0.25,0.5,13.7,0,0,0,0.5,0.5,0.12,+0.5,+0.5
2671,0,12,3,25,0.4,0.1,0,0,11.7,0,0,0,1.1,1.1,0.1,-1.1,-1.1
2672,5,37,11,29.7,1.28,0.38,0.14,0.45,23,4,0,0,4.1,4.1,0.11,+0.9,+0.9
2673,0,7,3,42.9,0.72,0.31,0,0,11.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
2674,12,83,24,28.9,2.57,0.74,0.08,0.29,15.8,0,5,5,11.4,7.4,0.09,+0.6,-0.4
2675,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2676,5,29,13,44.8,1.19,0.53,0.17,0.38,14.2,2,0,0,5.3,5,0.19,-0.3,0
2677,0,4,0,0,0.28,0,0,,14.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2678,2,13,4,30.8,3.86,1.19,0.15,0.5,14.2,0,0,0,2.8,2.8,0.21,-0.8,-0.8
2679,4,51,18,35.3,3.25,1.15,0.06,0.17,16.5,3,1,1,7,6.2,0.12,-3,-3.2
2680,2,14,5,35.7,1.25,0.45,0.14,0.4,19.1,0,0,0,0.7,0.7,0.05,+1.3,+1.3
2681,5,24,9,37.5,0.76,0.28,0.21,0.56,8.2,0,0,0,3,3,0.12,+2.0,+2.0
2682,2,13,3,23.1,1.45,0.33,0,0,25,0,2,2,2.1,0.5,0.04,-0.1,-0.5
2683,1,34,9,26.5,1.12,0.3,0.03,0.11,21.1,0,0,0,1.6,1.6,0.05,-0.6,-0.6
2684,0,2,0,0,0.37,0,0,,8.7,0,0,0,0.3,0.3,0.13,-0.3,-0.3
